GAIN_LOSS,SECURITY,CLOSE_PRIC,PREV_CL_PR,PERCENT_CG
L,SIEMENS ENERGY INDIA LTD,      2839.40,      2971.70,-4.45
L,UNITED SPIRITS LIMITED,      1391.20,      1424.90,-2.37
L,SIEMENS LTD,      3074.00,      3140.10,-2.11
L,SAMVRDHNA MTHRSN INTL LTD,       117.15,       119.56,-2.02
L,AVENUE SUPERMARTS LIMITED,      3757.20,      3826.20,-1.80
L,JINDAL STEEL LIMITED,       986.00,      1001.50,-1.55
L,SHREE CEMENT LIMITED,     25645.00,     26045.00,-1.54
L,ABB INDIA LIMITED,      5097.50,      5171.00,-1.42
L,BHARAT PETROLEUM CORP  LT,       363.35,       368.35,-1.36
L,TVS MOTOR COMPANY  LTD,      3592.20,      3638.90,-1.28
L,CG POWER AND IND SOL LTD,       661.80,       670.40,-1.28
L,ADANI POWER LTD,       141.30,       143.00,-1.19
L,BAJAJ HOLDINGS & INVS LTD,     10941.00,     11072.00,-1.18
L,AMBUJA CEMENTS LTD,       535.80,       541.30,-1.02
L,TATA POWER CO LTD,       374.95,       378.55,-0.95
L,ADANI GREEN ENERGY LTD,      1011.00,      1020.70,-0.95
L,BRITANNIA INDUSTRIES LTD,      6040.50,      6096.00,-0.91
L,GAIL (INDIA) LTD,       167.55,       169.07,-0.90
L,BOSCH LIMITED,     35720.00,     35975.00,-0.71
L,JSW ENERGY LIMITED,       472.00,       475.25,-0.68
L,DLF LIMITED,       679.05,       683.10,-0.59
L,ZYDUS LIFESCIENCES LTD,       913.65,       918.10,-0.48
L,SOLAR INDUSTRIES (I) LTD,     11772.00,     11815.00,-0.36
L,PUNJAB NATIONAL BANK,       118.90,       119.33,-0.36
L,INFO EDGE (I) LTD,      1333.70,      1338.20,-0.34
L,TORRENT PHARMACEUTICALS L,      3759.50,      3770.80,-0.30
L,CANARA BANK,       149.83,       150.21,-0.25
L,INDIAN RAILWAY FIN CORP L,       110.81,       111.08,-0.24
L,POWER FIN CORP LTD.,       335.05,       335.65,-0.18
L,ADANI ENERGY SOLUTION LTD,       976.30,       977.55,-0.13
L,LTIMINDTREE LIMITED,      6245.00,      6252.50,-0.12
 , , , , 
 ,OTHER SECURITIES, , , 
 , , , , 
G,KATARIA INDUSTRIES LTD,       108.00,        90.00,20.00
G,AARTI SURFACTANTS LIMITED,       171.70,       143.10,19.99
G,TCI FINANCE LTD,        16.12,        13.44,19.94
G,SEC RE NCD 9.90% SR IV,       680.00,       570.00,19.30
G,ANTONY WASTE HDG CELL LTD,       513.95,       435.40,18.04
G,ARVEE LABORATORIES I LTD,       242.32,       210.51,15.11
G,AMIABLE LOGISTICS (I) LTD,        80.95,        70.50,14.82
G,GABRIEL INDIA LTD,      1087.40,       958.30,13.47
G,WALCHANDNAGAR INDUSTRIES,       197.53,       174.46,13.22
G,SEC RE NCD SR VIII,      1180.20,      1055.11,11.86
G,LLOYD RE.0.50 PPD UP,        45.55,        40.95,11.23
G,VAISHALI PHARMA LIMITED,         8.86,         7.97,11.17
G,DSJ KEEP LEARNING LTD,         2.59,         2.33,11.16
G,PELATRO LIMITED,       363.00,       326.65,11.13
G,BLISS GVS PHARMA LTD,       160.02,       144.80,10.51
G,AVONMORE CAP&MGT SERV LTD,        16.77,        15.22,10.18
G,MCON RASAYAN INDIA LTD,        66.00,        60.00,10.00
G,LAXMI GOLDORNA HOUSE LTD,       279.00,       253.65,9.99
G,PRIZOR VIZTECH LIMITED,       287.90,       261.75,9.99
G,CHAVDA INFRA LIMITED,       123.50,       112.30,9.97
G,SHREEOSWAL S AND CHE LTD,        14.71,        13.38,9.94
G,GVP INFOTECH LIMITED,         9.61,         8.76,9.70
G,AFIL 12% 2027,      9866.00,      9000.00,9.62
G,KERNEX MICROSYS(I) LTD,      1140.40,      1042.90,9.35
G,CHETANA EDUCATION LIMITED,        57.60,        52.70,9.30
G,BHAGIRADHA CHEM & INDS L,       248.91,       228.01,9.17
G,MEESHO LIMITED,       235.57,       216.34,8.89
G,MIDWEST LIMITED,      1541.80,      1420.20,8.56
G,MAAN ALUMINIUM LIMITED,       169.35,       156.00,8.56
G,SCL 9.71% 2029 SR VIII,       978.10,       901.20,8.53
G,SHRADHA INFRAPROJECTS LTD,        41.62,        38.35,8.53
G,SEL MANUFACTURING CO LTD,        35.60,        32.83,8.44
G,VEEKAYEM FASH & APP LTD,       219.40,       202.50,8.35
G,ROTO PUMPS LIMITED,        75.80,        70.48,7.55
G,HBL ENGINEERING LTD,       818.85,       762.80,7.35
G,ROUTE MOBILE LIMITED,       729.90,       680.50,7.26
G,HDFC AMC LIMITED,      2722.90,      2541.20,7.15
G,AMANTA HEALTHCARE LIMITED,       108.99,       101.73,7.14
G,TRANSINDIA REAL ESTATE L,        30.85,        28.85,6.93
G,QUICKTOUCH TECHNOLOGIES L,        39.55,        37.00,6.89
G,SADBHAV ENGINEERING LTD,        11.09,        10.38,6.84
G,BLUE WATER LOGISTICS LTD,       154.90,       145.00,6.83
G,ISHAN INTERNATIONAL LTD,         0.80,         0.75,6.67
G,BAID FINSERV LIMITED,        11.84,        11.10,6.67
G,ASIAN GRANITO IND. LTD.,        68.68,        64.39,6.66
G,SAHASRA ELECTRONIC SOLU L,       280.30,       263.25,6.48
G,PRIME FOCUS LIMITED,       218.42,       205.29,6.40
G,ENVIROTECH SYSTEMS LTD,       128.25,       120.55,6.39
G,QUEST LABORATORIES LTD,        95.30,        89.65,6.30
G,CANARA ROBECO AMC LIMITED,       304.05,       286.25,6.22
G,SNEHAA ORGANICS LIMITED,        76.45,        72.00,6.18
G,PAR DRUGS AND CHEM LTD,       105.11,        99.13,6.03
G,LLOYDS ENTERPRISES LTD,        67.13,        63.34,5.98
G,ENTERTAIN NET. IND. LTD.,       118.31,       111.65,5.97
G,KORE DIGITAL LIMITED,       173.25,       163.65,5.87
G,RELIANCE POWER LTD.,        37.78,        35.69,5.86
G,NIPPON L I A M LTD,       915.65,       865.05,5.85
G,TENNECO CLEAN AIR INDIA L,       469.85,       443.95,5.83
G,IDEAL TECHNOPLAST IND LTD,       185.00,       175.00,5.71
G,KUNDAN EDIFICE LIMITED,       104.65,        99.00,5.71
G,FRESHARA AGRO EXPORTS LTD,       152.90,       144.75,5.63
G,YASONS CHEMEX CARE LTD,        12.65,        12.00,5.42
G,CONNPLEX CINEMAS LIMITED,       252.20,       239.30,5.39
G,RICO AUTO INDUSTRIES LTD,       123.55,       117.38,5.26
G,HINDUSTAN COPPER LTD,       387.45,       368.20,5.23
G,INDO AMINES LIMITED,       125.89,       119.67,5.20
G,ITALIAN EDIBLES LIMITED,        31.95,        30.40,5.10
G,SHANKAR LAL RAMPAL LTD,        66.25,        63.05,5.08
G,THE P K TEA PROD CO LTD,       895.55,       852.55,5.04
G,PARK MEDI WORLD LIMITED,       155.36,       147.95,5.01
G,INSPIRE FILMS LIMITED,        11.55,        11.00,5.00
G,DIVYADHAN RECYCLING IND L,        28.35,        27.00,5.00
G,TEJAS CARGO INDIA LIMITED,       263.55,       251.00,5.00
G,DOCMODE HEALTH TECH LTD,        61.95,        59.00,5.00
G,ENCOMPASS DESIGN INDIA L,       193.35,       184.15,5.00
G,NEOCHEM BIO SOLUTIONS LTD,        94.70,        90.20,4.99
G,SUNLITE RECYCLING IND LTD,       285.30,       271.75,4.99
G,VITAL CHEMTECH LIMITED,        58.05,        55.30,4.97
G,CLASSIC ELECTRODE (IND) L,        71.95,        68.55,4.96
G,JFL LIFE SCIENCES LIMITED,        12.75,        12.15,4.94
G,VERITAAS ADVERTISING LTD,        56.40,        53.75,4.93
G,CADSYS (INDIA) LIMITED,        42.90,        40.90,4.89
G,MANAKSIA STEELS LTD,        60.14,        57.34,4.88
G,SPECTRUM TALENT MGMT LTD,        91.00,        86.80,4.84
G,DIVINE HIRA JEWELLERS LTD,       190.00,       181.30,4.80
G,ORCHASP LIMITED,         2.84,         2.71,4.80
G,SAMEERA AGRO AND INFRA L,        15.30,        14.60,4.79
G,GLOBESECURE TECHNO LTD,        15.30,        14.60,4.79
G,MOKSH ORNAMENTS LIMITED,        15.92,        15.20,4.74
G,HT MEDIA LIMITED,        23.65,        22.59,4.69
G,GOI LOAN  6.67% 2035,       103.70,        99.10,4.64
G,INDIAN PHOSPHATE LIMITED,        64.25,        61.40,4.64
G,GULSHAN POLYOLS LIMITED,       139.94,       133.75,4.63
G,EXCEL REALTY N INFRA LTD,         1.36,         1.30,4.62
G,DAR CREDIT & CAPITAL LTD,        46.50,        44.45,4.61
G,UTTAM SUGAR MILLS LTD.,       266.35,       254.69,4.58
G,HINDUSTAN MEDIA VENT LTD,        72.78,        69.60,4.57
G,JALAN TRANSOLU. INDIA LTD,         3.45,         3.30,4.55
G,AKCFL 9.35% MAY 2027,    104535.62,    100000.00,4.54
G,MEGA FLEX PLASTICS LTD,       109.50,       104.80,4.48
G,TRUST FINTECH LIMITED,        50.25,        48.10,4.47
G,GENESYS INTL CORPN LTD,       432.10,       413.65,4.46
G,PARTY CRUISERS LIMITED,        91.60,        87.80,4.33
G,GANESH GREEN BHARAT LTD,       332.25,       318.55,4.30
G,R K SWAMY LIMITED,       116.73,       111.95,4.27
G,TRANSWIND INFRA LIMITED,        22.10,        21.20,4.25
G,SATTVA ENGINEERING CSTN L,        64.65,        62.05,4.19
G,SUBROS LIMITED,       874.05,       838.90,4.19
G,HINDUSTAN CONSTRUCTION CO,        18.01,        17.30,4.10
G,GOI LOAN   6.97% 2034,       102.02,        98.00,4.10
G,MOTILAL OSWAL FIN LTD,       867.70,       833.85,4.06
G,GE POWER INDIA LIMITED,       319.25,       306.85,4.04
G,GLOBALE TESSILE LIMITED,        12.37,        11.89,4.04
G,ENFUSE SOLUTIONS LIMITED,       232.00,       223.00,4.04
G,PURPLE UNITED SALES LTD,       439.00,       422.10,4.00
G,ROCKINGDCE RS.5 PPD UP,        78.00,        75.00,4.00
G,IRIS CLOTHINGS LIMITED,        36.05,        34.68,3.95
G,PB FINTECH LIMITED,      1834.40,      1765.00,3.93
G,HILTON METAL FORGING LTD,        41.09,        39.56,3.87
G,AKIKO GLOBAL SERVICES L,       269.50,       259.50,3.85
G,M&M FIN. SERVICES LTD,       365.15,       351.70,3.82
G,SPECTRUM ELECTRIC IND LTD,      1189.60,      1145.80,3.82
G,ONYX BIOTEC LIMITED,        33.95,        32.70,3.82
G,ENERGY MISSION MACH IND L,       189.15,       182.20,3.81
G,INFOMEDIA PRESS LIMITED,         6.54,         6.30,3.81
G,PRUDENT CORP ADV SER LTD,      2692.10,      2593.40,3.81
G,SHIVASHRIT FOODS LIMITED,       128.95,       124.25,3.78
G,A AND M JUMBO BAGS LTD,         8.30,         8.00,3.75
G,TECHNOCRAFT IND LTD,      2256.10,      2175.00,3.73
G,TATA MOTORS LIMITED,       401.05,       386.90,3.66
G,KFIN TECHNOLOGIES LIMITED,      1069.00,      1031.30,3.66
G,PULZ ELECTRONICS LIMITED,        32.65,        31.50,3.65
G,MANBA FINANCE LIMITED,       140.28,       135.44,3.57
G,CURRENT INFRAPROJECTS LTD,       145.00,       140.00,3.57
G,FISCHER MEDICAL VENTURE L,        43.36,        41.87,3.56
G,SINTERCOM INDIA LIMITED,       106.80,       103.15,3.54
G,AURI GROW INDIA LIMITED,         0.89,         0.86,3.49
G,ATL RE.0.50 PPD UP,        11.31,        10.93,3.48
G,GRAPHISADS LIMITED,        46.20,        44.65,3.47
G,ICE MAKE REFRIGERAT LTD,       801.20,       774.80,3.41
G,SANDUR MANG & IRON ORES L,       211.10,       204.20,3.38
G,NEELAM LINENS & GAR (I) L,        13.95,        13.50,3.33
G,CELL POINT (INDIA) LTD,        17.20,        16.65,3.30
G,SUNGARNER ENERGIES LTD,       219.00,       212.00,3.30
G,CAPITAL INDIA FINANCE LTD,        36.69,        35.52,3.29
G,ASHOK LEYLAND LTD,       171.57,       166.14,3.27
G,BLACK BOX LIMITED,       517.20,       500.95,3.24
G,WALPAR NUTRITIONS LIMITED,        47.90,        46.40,3.23
G,ARHAM TECHNOLOGIES LTD,       146.75,       142.20,3.20
G,DHANLAXMI CROP SCIENCE L,        27.45,        26.60,3.20
G,SHREE RENUKA SUGARS LTD,        26.87,        26.04,3.19
G,GOI LOAN 8.13% 2045,       115.00,       111.46,3.18
G,N R VANDANA TEX IND LTD,        63.40,        61.45,3.17
G,ADVENT HOTELS INTERNATI L,       211.34,       204.88,3.15
G,DJ MEDIAPRINT & LOG LTD,        69.23,        67.14,3.11
G,PROLIFE INDUSTRIES LTD,        78.50,        76.15,3.09
G,RADICO KHAITAN LTD,      3163.40,      3068.70,3.09
G,STRLNG & WIL REN ENE LTD,       210.86,       204.57,3.07
G,DILIGENT MEDIA CORP LTD.,         4.04,         3.92,3.06
G,MAXVOLT ENERGY INDUS L,       463.60,       450.00,3.02
G,OBEROI REALTY LIMITED,      1658.20,      1609.90,3.00
G,DIAMINES & CHEMICALS LTD,       266.75,       259.00,2.99
G,ARISINFRA SOLUTIONS LTD,       127.35,       123.66,2.98
G,ASHAPURA MINECHEM LTD,       770.05,       747.80,2.98
G,PRICOL LIMITED,       670.50,       651.20,2.96
G,VALIANT LABORATORIES LTD,        67.87,        65.92,2.96
G,SWIGGY LIMITED,       410.70,       398.95,2.95
G,RUBICON RESEARCH LIMITED,       648.90,       630.35,2.94
G,SHRINGAR HOU OF MANGALS L,       215.97,       209.80,2.94
G,BRAINBEES SOLUTIONS LTD,       297.75,       289.30,2.92
G,BAJAJ HEALTHCARE LIMITED,       412.75,       401.10,2.90
G,GANESH BENZOPLAST LIMITED,        80.90,        78.62,2.90
G,AMRUTAJAN HEALTH LTD,       696.95,       677.40,2.89
G,CUPID LIMITED,       441.35,       429.15,2.84
G,NK INDUSTRIES LTD,        67.00,        65.15,2.84
G,WILLIAMSON MAGOR,        30.90,        30.05,2.83
G,SECMARK CONSULTANCY LTD,       117.31,       114.13,2.79
G,EPIGRAL LIMITED,      1439.80,      1401.00,2.77
G,MOHIT INDUSTRIES LTD,        28.68,        27.92,2.72
G,OSEL DEVICES LIMITED,       546.75,       532.40,2.70
G,INNOVANA THINKLABS LTD,       425.10,       413.95,2.69
G,RAMA PHOSPHATES LIMITED,       154.93,       150.88,2.68
G,ASK AUTOMOTIVE LIMITED,       483.15,       470.70,2.64
G,ASHIMA LTD,        17.99,        17.53,2.62
G,KSB LIMITED,       740.65,       721.75,2.62
G,INFOLLION RESEARCH SER L,       390.00,       380.05,2.62
G,CROMPT GREA CON ELEC LTD,       255.65,       249.15,2.61
G,SURAJ LIMITED,       258.55,       252.00,2.60
G,MUTHOOT MICROFIN LIMITED,       179.60,       175.07,2.59
G,SONAM LIMITED,        42.21,        41.15,2.58
G,SHAKTI PUMPS (I) LTD,       725.60,       707.40,2.57
G,RULKA ELECTRICALS LIMITED,       108.55,       105.85,2.55
G,DHRUV CONSULTANCY SER LTD,        51.06,        49.79,2.55
G,CUBE HIGHWAYS TRUST,       139.95,       136.50,2.53
G,COMPUTER AGE MNGT SER LTD,       752.30,       733.80,2.52
G,SEC RE NCD 8.60% SR 5,      1030.90,      1005.55,2.52
G,ASCOM LEASIN & INVEST LTD,       122.00,       119.00,2.52
G,HARDWYN INDIA LIMITED,        17.12,        16.70,2.51
G,QVC EXPORTS LIMITED,        28.60,        27.90,2.51
G,ARCHIES LTD,        18.88,        18.42,2.50
G,ICRA LIMITED,      6161.00,      6011.50,2.49
G,UNSERENCD8.85%SRIVCIII&IV,      1180.00,      1151.50,2.48
G,GPT INFRAPROJECTS LTD,       107.03,       104.45,2.47
G,SEC RE NCD 0% SR.V,      1370.00,      1337.01,2.47
G,VMS TMT LIMITED,        53.18,        51.90,2.47
G,PYRAMID TECHNOPLAST LTD,       162.06,       158.22,2.43
G,GUJARAT MINERAL DEV CORP,       515.05,       502.85,2.43
G,KANANI INDUSTRIES LTD,         1.69,         1.65,2.42
G,BOND8.88% PA TF TR II S2B,      1119.79,      1093.33,2.42
G,ANAND RATHI SH N STK BR L,       583.15,       569.45,2.41
G,RELIGARE ENTER. LTD.,       228.28,       222.92,2.40
G,CSL FINANCE LIMITED,       319.50,       312.00,2.40
G,BOHRA INDUSTRIES LIMITED,        18.75,        18.31,2.40
G,ICICI PRU LIFE INS CO LTD,       645.65,       630.50,2.40
G,TRUCAP FINANCE LIMITED,         8.10,         7.91,2.40
G,V MARC INDIA LIMITED,       672.80,       657.05,2.40
G,BALRAMPUR CHINI MILLS LTD,       450.80,       440.30,2.38
G,AGARWAL INDS CORP LTD.,       714.30,       697.70,2.38
G,GINNI FILAMENTS LTD,        40.07,        39.14,2.38
G,VIDYA WIRES LIMITED,        53.17,        51.94,2.37
G,CREST VENTURES LIMITED,       365.45,       357.05,2.35
G,GANDHAR OIL REFINE IND L,       145.87,       142.52,2.35
G,UTI ASSET MNGMT CO LTD,      1139.20,      1113.40,2.32
G,ORIENTAL TRIMEX LTD,         8.39,         8.20,2.32
G,SOMI CONVEYOR BELT. LTD.,       125.95,       123.10,2.32
G,SUDEEP PHARMA LIMITED,       674.15,       658.90,2.31
G,TANLA PLATFORMS LIMITED,       564.25,       551.50,2.31
G,MOTILALAMC - MOCAPITAL,        46.54,        45.49,2.31
G,PALASH SECURITIES LTD,       107.99,       105.56,2.30
G,KANORIA CHEMICALS & INDUS,        77.15,        75.42,2.29
G,INFOBEANS TECHNO. LTD.,       754.65,       737.75,2.29
G,SAHAJ SOLAR LIMITED,       162.25,       158.65,2.27
G,IBL FINANCE LIMITED,        68.00,        66.50,2.26
G,SG FINSERVE LIMITED,       408.35,       399.35,2.25
G,URAVI DEFENCE &TECH LTD,       171.27,       167.50,2.25
G,ECOS (INDIA) MOB & HOSP L,       219.94,       215.10,2.25
G,MASON INFRATECH LIMITED,       197.75,       193.40,2.25
G,PATEL ENGINEERING LTD.,        31.44,        30.75,2.24
G,WISE TRAVEL INDIA LIMITED,       137.00,       134.00,2.24
G,PETRO CARBON AND CHEMI L,       199.35,       195.00,2.23
G,ATLANTA ELECTRICALS LTD,       951.05,       930.80,2.18
G,ADOR WELDING LTD,      1048.90,      1026.60,2.17
G,ZF COM VE CTR SYS IND LTD,     15022.00,     14705.00,2.16
G,SKP BEARING INDUSTRI. LTD,       168.55,       165.00,2.15
G,BTRFLY GANDHI APPL LTD,       651.55,       637.85,2.15
G,PARKHOTELS,       136.07,       133.21,2.15
G,BASILIC FLY STUDIO LTD,       324.45,       317.65,2.14
G,NILKAMAL LIMITED,      1403.00,      1373.80,2.13
G,GANGES SECURITIES LIMITED,       140.83,       137.90,2.12
G,INDO RAMA SYNTHETICS LTD,        47.46,        46.48,2.11
G,SHANTI OVERSEAS INDIA LTD,         9.22,         9.03,2.10
G,REXPRO ENTERPRISES LTD,        46.25,        45.30,2.10
G,GROWWAMC - GROWWCAPM,         9.75,         9.55,2.09
G,EURO PRATIK SALES LIMITED,       299.10,       293.00,2.08
G,VLS FINANCE LTD,       297.45,       291.45,2.06
G,SHIGAN QUANTUM TECH LTD,        47.50,        46.55,2.04
G,PARSVNATH DEVELOPER LTD,        11.54,        11.31,2.03
G,PENTAGON RUBBER LIMITED,        73.25,        71.80,2.02
G,RUDRABHISHEK ENTERP LTD,       121.81,       119.41,2.01
G,GUJ. APOLLO IND. LTD.,       429.65,       421.20,2.01
G,MANGALAM ALLOYS LIMITED,        51.00,        50.00,2.00
G,ANONDITA MEDICARE LIMITED,       734.40,       720.00,2.00
G,PRAJ INDUSTRIES LTD,       339.25,       332.60,2.00
G,MOXSH OVERSEAS EDUCON LTD,        94.50,        92.65,2.00
G,21ST CENTURY MGMT SERVICE,        48.55,        47.60,2.00
G,ICDS LTD,        44.50,        43.63,1.99
G,ASHOKA BUILDCON LTD,       173.93,       170.53,1.99
G,DHARIWALCORP LIMITED,       337.65,       331.05,1.99
G,BSE LIMITED,      2682.90,      2630.50,1.99
G,SOFTTECH ENGINEERS LTD,       323.60,       317.30,1.99
G,SANSERA ENGINEERING LTD,      1704.00,      1670.90,1.98
G,FIEM INDUSTRIES LIMITED,      2336.20,      2290.90,1.98
G,ASL INDUSTRIES LIMITED,       111.85,       109.70,1.96
G,ANZEN IND ENE YLD PLU TRU,       117.25,       115.00,1.96
G,ABANS FINANCIAL SRVCS LTD,       204.88,       201.06,1.90
G,ESAB INDIA LTD,      6167.00,      6052.50,1.89
G,C.E. INFO SYSTEMS LIMITED,      1661.40,      1630.70,1.88
G,BRIGADE ENTER. LTD,       876.15,       860.00,1.88
G,BALAJI PHOSPHATES LIMITED,       147.70,       145.00,1.86
G,LASA SUPERGENERICS LTD,         9.37,         9.20,1.85
G,FOODS & INNS LIMITED,        71.18,        69.89,1.85
G,KROSS LIMITED,       175.25,       172.08,1.84
G,AESTHETIK ENGINEERS LTD,        96.75,        95.00,1.84
G,NINTEC SYSTEMS LIMITED,       408.05,       400.70,1.83
G,GOI LOAN  6.79% 2034,       102.85,       101.00,1.83
G,ARCHIDPLY DECOR LIMITED,        79.43,        78.01,1.82
G,NUVAMA WEALTH MANAGE LTD,      7301.50,      7171.00,1.82
G,DATA PATTERNS INDIA LTD,      2512.60,      2467.70,1.82
G,TROM INDUSTRIES LIMITED,        78.80,        77.40,1.81
G,SURYA ROSHNI LTD,       267.65,       262.90,1.81
G,KOLTE PATIL DEV. LTD.,       386.35,       379.50,1.81
G,AMBIKA COTTON MILL LTD.,      1266.50,      1244.40,1.78
G,THE INVEST TRUST OF IND L,       116.96,       114.92,1.78
G,PACE DIGITEK LIMITED,       197.29,       193.86,1.77
G,APL APOLLO TUBES LTD,      1795.70,      1764.50,1.77
G,JSW INFRASTRUCTURE LTD,       274.05,       269.30,1.76
G,PRIME SECURITIES LIMITED,       287.50,       282.55,1.75
G,CENTURY ENKA LTD,       446.15,       438.50,1.74
G,JAINIK POWER CABLES LTD,       131.25,       129.00,1.74
G,METRO BRANDS LIMITED,      1123.20,      1104.00,1.74
G,GREENCHEF APPLIANCES LTD,        56.00,        55.05,1.73
G,ONE MOBIKWIK SYSTEMS LTD,       235.21,       231.23,1.72
G,KILITCH DRUGS INDIA LTD,       337.25,       331.55,1.72
G,CAPITAL SMALL FIN BANK L,       266.50,       262.00,1.72
G,EPACK PREFAB TECHN LTD,       290.50,       285.60,1.72
G,INDRAPRASTHA GAS LTD,       196.03,       192.74,1.71
G,MANUGRAPH INDIA LIMITED,        16.15,        15.88,1.70
G,EDELAMC - ECAPINSURE,        24.03,        23.63,1.69
G,SJS ENTERPRISES LIMITED,      1673.60,      1645.90,1.68
G,D.B.CORP LTD,       260.40,       256.10,1.68
G,BLACKBUCK LIMITED,       636.50,       626.00,1.68
G,KCK INDUSTRIES LTD,        30.40,        29.90,1.67
G,SUBA HOTELS LIMITED,       152.50,       150.00,1.67
G,MADHUCON PROJECTS LTD.,         6.10,         6.00,1.67
G,Z-TECH (INDIA) LIMITED,       601.85,       592.00,1.66
G,SBI CARDS & PAY SER LTD,       848.15,       834.40,1.65
G,NAVNEET EDUCATION LTD,       142.98,       140.67,1.64
G,SYNGENE INTERNATIONAL LTD,       657.10,       646.50,1.64
