MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,HI_52_WK,LO_52_WK
N,SM,AMIABLE,AMIABLE LOGISTICS (I) LTD,        70.50,        82.00,        82.00,        60.05,        80.95,                   838400.00,11200, ,       110.00,        54.00
N,ST,AMCL,ANB METAL CAST LIMITED,       351.40,       355.50,       355.50,       347.00,       355.00,                  3087000.00,8800, ,       369.25,       161.70
N,SM,AISL,ANI INTEGRATED SERV LTD.,        80.25,        80.00,        80.00,        80.00,        80.00,                    48000.00,600, ,       189.90,        77.00
N,SM,ANLON,ANLON TECHNOLOGY SOL LTD,       404.00,       400.00,       419.00,       393.55,       403.75,                  5240920.00,12800, ,       497.00,       239.00
N,SM,ANNAPURNA,ANNAPURNA SWADISHT LTD,       220.00,       216.50,       217.60,       213.55,       216.25,                  2646350.00,12250, ,       441.00,       208.00
G,ST,ANONDITA,ANONDITA MEDICARE LIMITED,       720.00,       732.70,       734.40,       732.70,       734.40,                  7340600.00,10000, ,       741.85,       261.75
N,SM,ANYA,ANYA POLYTECH & FERTI LTD,        21.40,        21.30,        21.95,        20.65,        20.90,                  2102750.00,100000, ,        29.05,        16.20
N,SM,APEXECO,APEX ECOTECH LIMITED,       131.90,       129.15,       131.75,       129.15,       131.75,                   312040.00,2400, ,       169.00,        73.00
N,SM,APRAMEYA,APRAMEYA ENGINEERING LTD,       324.20,       327.00,       327.00,       315.00,       316.55,                  3339600.00,10500, ,       360.00,        86.50
N,SM,ARABIAN,ARABIAN PETROLEUM LIMITED,        74.95,        73.00,        73.00,        73.00,        73.00,                   146000.00,2000, ,        92.95,        63.00
N,SM,ARCIIL,ARC INSULATION & INSU LTD,        70.00,        69.90,        70.00,        69.90,        69.90,                   349600.00,5000, ,       145.00,        65.10
N,ST,ARHAM,ARHAM TECHNOLOGIES LTD,       142.20,       143.75,       149.30,       140.00,       146.75,                  6411250.00,44000, ,       161.00,        70.80
N,SM,ARISTO,ARISTO BIO T AND LIFESC L,       125.90,       119.65,       119.65,       119.65,       119.65,                   191440.00,1600, ,       152.90,        84.55
N,SM,ARUNAYA,ARUNAYA ORGANICS LIMITED,        17.55,        17.55,        17.55,        17.50,        17.50,                   175200.00,10000, ,        46.50,        17.50
N,SM,ARVINDPORT,ARVIND PORT AND INFRA LTD,        42.15,        40.35,        41.55,        40.05,        40.45,                  1150050.00,28500, ,        99.70,        40.05
N,ST,ASCOM,ASCOM LEASIN & INVEST LTD,       119.00,       122.00,       122.00,       122.00,       122.00,                   366000.00,3000, ,       134.25,        76.55
N,SM,ASHALOG,ASHAPURA LOGISTICS LTD,        69.40,        69.30,        69.40,        68.55,        68.55,                   276550.00,4000, ,       102.95,        60.00
G,ST,ASLIND,ASL INDUSTRIES LIMITED,       109.70,       111.85,       111.85,       111.85,       111.85,                   223700.00,2000, ,       111.85,        29.00
N,SM,ATCENERGY,ATC ENERGIES SYSTEM LTD,        38.05,        38.80,        38.90,        38.00,        38.00,                   231300.00,6000, ,       115.35,        37.25
N,SM,ATMASTCO,ATMASTCO LIMITED,       141.35,       141.70,       142.35,       138.00,       139.70,                  2639340.00,18800, ,       300.80,       138.00
N,SM,APS,AUSTRALIAN PREM SOLAR I L,       375.60,       375.40,       375.40,       365.60,       367.25,                  5164150.00,14000, ,       654.00,       345.00
N,SM,AVIANSH,AVI ANSH TEXTILE LIMITED,       115.50,       115.50,       116.50,       115.00,       115.00,                   810350.00,7000, ,       122.00,        93.80
N,SM,AVPINFRA,AVP INFRACON LIMITED,       120.50,       120.75,       120.75,       118.50,       119.25,                  5722200.00,48000, ,       264.30,       118.45
N,SM,BAGDIGITAL,B.A.G.CONVERGENCE LIMITED,       123.50,       121.90,       121.90,       121.90,       121.90,                   195040.00,1600, ,       137.00,        95.75
N,SM,BABAFP,BABA FOOD PROCESSING,        31.70,        32.95,        32.95,        30.90,        31.05,                   202160.00,6400, ,        63.50,        29.55
N,SM,BAHETI,BAHETI RECYCLING IND LTD,       623.40,       625.00,       631.00,       621.00,       629.35,                 20187731.25,32250, ,       649.90,       328.10
N,SM,BALAJIPHOS,BALAJI PHOSPHATES LIMITED,       145.00,       145.00,       149.00,       144.25,       147.70,                  4985100.00,34000, ,       184.70,        72.60
N,SM,BARFLEX,BARFLEX POLYFILMS LIMITED,        76.00,        76.15,        76.50,        75.00,        75.00,                  1977800.00,26000, ,        82.40,        41.15
N,SM,BASILIC,BASILIC FLY STUDIO LTD,       317.65,       321.00,       325.90,       320.30,       324.45,                  3493200.00,10800, ,       509.80,       223.15
N,SM,BAWEJA,BAWEJA STUDIOS LIMITED,        39.05,        37.60,        37.60,        37.25,        37.25,                   180120.00,4800, ,        79.00,        37.25
N,ST,BEACON,BEACON TRUSTEESHIP LTD,        89.50,        85.40,        88.25,        85.05,        87.60,                   857700.00,10000, ,       105.45,        50.00
N,SM,BEWLTD,BEW ENGINEERING LIMITED,       122.60,       122.00,       122.00,       121.60,       121.80,                   121800.00,1000, ,       295.00,       110.40
N,SM,BHADORA,BHADORA INDUSTRIES LTD,        78.00,        74.50,        74.50,        74.10,        74.50,                   267720.00,3600, ,       128.85,        71.05
N,SM,BIKEWO,BIKEWO GREEN TECH LIMITED,        19.50,        19.20,        19.20,        18.95,        18.95,                   228800.00,12000, ,        30.95,        13.65
N,SM,BLUEPEBBLE,BLUE PEBBLE LIMITED,       116.00,       116.00,       116.00,       113.00,       114.60,                   638520.00,5600, ,       370.85,        88.00
N,SM,BLUEWATER,BLUE WATER LOGISTICS LTD,       145.00,       151.00,       155.00,       148.20,       154.90,                  1367500.00,9000, ,       187.20,       125.40
N,SM,BMETRICS,BOMBAY METRICS S C LTD,        44.50,        42.15,        43.85,        42.10,        42.25,                   745880.00,17600, ,        63.20,        38.10
N,SM,BRACEPORT,BRACE PORT LOGISTICS LTD,        82.00,        82.00,        82.00,        82.00,        82.00,                   131200.00,1600, ,       111.00,        69.00
N,SM,BULKCORP,BULKCORP INTERNATIONAL L,        55.10,        55.10,        55.10,        55.10,        55.10,                    66120.00,1200, ,       119.85,        50.55
N,SM,CPS,C P S SHAPERS LIMITED,      1041.45,      1041.50,      1041.50,      1041.50,      1041.50,                   156225.00,150, ,      1095.00,       412.00
N,SM,C2C,C2C ADVANCED SYSTEMS LTD,       464.80,       468.40,       468.40,       398.00,       432.65,                232373842.50,549300, ,       954.00,       250.15
N,SM,CADSYS,CADSYS (INDIA) LIMITED,        40.90,        39.15,        42.90,        39.15,        42.90,                   281550.00,7000, ,       127.90,        35.60
N,SM,CANARYS,CANARYS AUTOMATIONS LTD,        30.55,        30.55,        31.40,        30.10,        30.10,                  2078600.00,68000, ,        46.40,        23.50
N,SM,CUDML,CASH UR DRIVE MARKETING L,       143.00,       142.00,       142.00,       141.90,       141.90,                   283900.00,2000, ,       166.50,       130.00
N,SM,CEDAAR,CEDAAR TEXTILE LIMITED,        90.85,        87.00,        87.00,        81.80,        81.80,                  3039750.00,37000, ,       136.30,        60.00
N,SM,CELLPOINT,CELL POINT (INDIA) LTD,        16.65,        15.80,        17.30,        15.80,        17.20,                   181980.00,10800, ,        28.60,        15.60
N,SM,CELLECOR,CELLECOR GADGETS LIMITED,        29.95,        29.80,        30.10,        29.50,        29.70,                  2861400.00,96000, ,        81.50,        25.75
N,SM,CMNL,CHAMAN METALLICS LIMITED,       117.40,       114.00,       116.85,       111.60,       112.50,                  3473250.00,30750, ,       183.90,       111.60
N,SM,CHAMUNDA,CHAMUNDA ELECTRICAL LTD,        53.00,        53.90,        54.70,        48.55,        52.00,                  3236550.00,63000, ,        71.00,        36.10
N,SM,CHANDAN,CHANDAN HEALTHCARE LTD,       283.95,       281.95,       290.00,       272.00,       283.65,                 14660680.00,52000, ,       358.00,       140.00
N,SM,CHAVDA,CHAVDA INFRA LIMITED,       112.30,       109.25,       123.50,       104.50,       123.50,                 11269800.00,97000, ,       186.00,        82.10
N,SM,CHETANA,CHETANA EDUCATION LIMITED,        52.70,        55.95,        58.85,        55.95,        57.60,                   547200.00,9600, ,       129.00,        51.05
N,SM,CLASSICEIL,CLASSIC ELECTRODE (IND) L,        68.55,        71.95,        72.00,        71.95,        71.95,                  1036400.00,14400, ,       113.90,        66.00
N,ST,CSSL,CLEAR SECURED SERVICES L,       115.70,       120.50,       120.50,       110.55,       115.25,                  4660800.00,40000, ,       120.50,        96.75
N,SM,CONNPLEX,CONNPLEX CINEMAS LIMITED,       239.30,       238.95,       253.15,       238.00,       252.20,                 10011760.00,40800, ,       270.00,       177.00
N,SM,COOLCAPS,COOL CAPS INDUSTRIES LTD,        76.40,        76.00,        77.65,        73.20,        74.10,                  9170375.00,122500, ,       931.00,        67.25
N,SM,CGRAPHICS,CREATIVE GRAPHICS S IND L,       196.00,       198.00,       198.00,       196.10,       197.00,                  2212080.00,11200, ,       259.00,       134.40
N,SM,CLSL,CROP LIFE SCIENCE LIMITED,        45.00,        46.00,        46.00,        45.00,        45.00,                  2114000.00,46000, ,        62.80,        42.25
N,SM,CURIS,CURIS LIFESCIENCES LTD,       119.00,       118.00,       119.20,       115.65,       116.00,                  1061350.00,9000, ,       147.90,       107.00
N,SM,CURRENT,CURRENT INFRAPROJECTS LTD,       140.00,       145.00,       145.00,       145.00,       145.00,                   232000.00,1600, ,       163.00,       123.05
N,SM,DKEGL,D K ENTERPRISES GLOBAL L,        72.25,        69.20,        72.25,        69.20,        72.25,                   212175.00,3000, ,        88.50,        56.50
N,SM,DANISH,DANISH POWER LIMITED,       656.00,       661.00,       665.00,       640.05,       642.00,                  5449110.00,8400, ,      1316.00,       599.95
N,SM,DCCL,DAR CREDIT & CAPITAL LTD,        44.45,        45.50,        46.90,        45.50,        46.50,                  1198800.00,26000, ,        66.00,        44.00
N,SM,DCG,DCG CABLES & WIRES LTD,        65.40,        64.50,        66.40,        64.05,        66.40,                   311340.00,4800, ,       126.40,        55.00
N,SM,DENEERS,DE NEERS TOOLS LIMITED,       152.05,       151.20,       151.20,       151.00,       151.00,                   453120.00,3000, ,       374.80,       132.00
N,SM,DECCANTRAN,DECCAN TRANSCON LEASING L,        24.80,        24.00,        25.35,        24.00,        24.90,                  1886580.00,78000, ,        67.50,        24.00
N,SM,DEEM,DEEM ROLL TECH LIMITED,        45.60,        45.60,        45.60,        45.60,        45.60,                   136800.00,3000, ,        94.90,        38.35
N,SM,DELAPLEX,DELAPLEX LIMITED,       132.50,       132.00,       132.90,       130.00,       130.00,                  1346700.00,10200, ,       248.00,       126.00
N,SM,DELTIC,DELTA AUTOCORP LIMITED,        46.85,        47.00,        47.90,        46.50,        46.70,                  1079450.00,23000, ,       183.75,        43.00
N,SM,DESTINY,DESTINY LOGISTICS & I LTD,       125.50,       119.25,       123.90,       119.25,       119.65,                  3226725.00,27000, ,       175.00,        67.80
N,SM,DHANLAXMI,DHANLAXMI CROP SCIENCE L,        26.60,        27.00,        27.90,        27.00,        27.45,                   719400.00,26000, ,       110.00,        25.05
G,ST,DHARIWAL,DHARIWALCORP LIMITED,       331.05,       337.65,       337.65,       324.45,       337.65,                 10415880.00,31200, ,       371.30,        90.50
N,SM,DTL,DIENSTEN TECH LIMITED,       153.00,       152.00,       152.00,       149.00,       149.00,                   721800.00,4800, ,       188.80,       105.00
N,SM,DIGIKORE,DIGIKORE STUDIOS LIMITED,        80.35,        76.50,        80.20,        76.50,        79.35,                   855060.00,10800, ,       310.50,        64.80
N,ST,DIVINEHIRA,DIVINE HIRA JEWELLERS LTD,       181.30,       184.50,       190.35,       183.50,       190.00,                  5390080.00,28800, ,       192.80,        43.00
N,ST,DPEL,DIVINE POWER ENERGY LTD,       263.55,       268.00,       269.95,       265.00,       265.80,                 14629525.00,55000, ,       305.70,        92.05
N,SM,DIVYADHAN,DIVYADHAN RECYCLING IND L,        27.00,        27.00,        28.35,        27.00,        28.35,                   221400.00,8000, ,        78.90,        27.00
N,ST,DHTL,DOCMODE HEALTH TECH LTD,        59.00,        58.85,        61.95,        58.85,        61.95,                   145360.00,2400, ,       125.20,        36.90
N,SM,DOLLEX,DOLLEX AGROTECH LIMITED,        38.75,        38.00,        38.95,        38.00,        38.95,                   307800.00,8000, ,        44.25,        32.00
N,SM,DRONE,DRONE DESTINATION LIMITED,        67.85,        66.70,        67.45,        66.10,        66.60,                  1633150.00,24500, ,       219.85,        64.55
N,SM,DRSDILIP,DRS DILIP ROADLINES LTD.,        64.50,        64.50,        65.00,        64.50,        65.00,                   103600.00,1600, ,       136.55,        64.20
N,SM,DUGLOBAL,DUDIGITAL GLOBAL LIMITED,        31.75,        31.70,        32.50,        30.10,        30.10,                  1101500.00,35000, ,        70.00,        28.05
N,SM,DURLAX,DURLAX TOP SURFACE LTD,        40.45,        38.25,        41.60,        38.25,        41.10,                  2106500.00,52000, ,        63.55,        32.70
N,SM,DYNAMIC,DYNAMIC SRVCS & SEC LTD,       101.05,        99.95,       101.05,        98.00,       100.00,                   997475.00,10000, ,       391.80,        85.40
N,ST,EFACTOR,E FACTOR EXPERIENCES LTD,       325.00,       315.00,       315.00,       310.10,       310.10,                   623940.00,2000, ,       348.00,       127.50
N,SM,ECOLINE,ECOLINE EXIM LIMITED,       130.00,       128.65,       128.65,       128.65,       128.65,                   128650.00,1000, ,       143.90,       126.05
N,SM,EFFWA,EFFWA INFRA & RESEARCH L,       231.30,       234.85,       238.40,       223.00,       225.60,                 10316860.00,44800, ,       272.95,       147.55
N,SM,EFORCE,ELECTRO FORCE (INDIA) LTD,        34.40,        34.40,        34.40,        33.15,        33.15,                   163020.00,4800, ,        64.50,        29.20
N,SM,ELGNZ,ELEGANZ INTERIORS LIMITED,        98.20,        98.20,        99.00,        96.50,        96.65,                  1267300.00,13000, ,       163.50,        94.00
N,SM,EMAPARTNER,EMA PARTNERS INDIA LTD,        87.00,        84.00,        85.00,        82.15,        84.50,                  1089150.00,13000, ,       158.80,        82.15
N,SM,ETML,EMERALD TYRE MANUF LTD,       102.00,       104.00,       104.00,       101.95,       102.00,                   736740.00,7200, ,       198.95,        96.10
N,SM,EMKAYTOOLS,EMKAY TAP & CUT. TOOL LTD,       120.00,       120.00,       121.00,       120.00,       121.00,                   144300.00,1200, ,       501.90,       119.00
N,SM,ETL,EMKAY TOOLS LIMITED,       882.05,       880.00,       880.00,       880.00,       880.00,                   132000.00,150, ,      1235.00,       721.10
N,ST,ENCOMPAS,ENCOMPASS DESIGN INDIA L,       184.15,       184.15,       193.35,       180.10,       193.35,                 13877460.00,73200, ,       203.30,       167.35
N,SM,EMMIL,ENERGY MISSION MACH IND L,       182.20,       187.00,       190.00,       185.00,       189.15,                   660050.00,3500, ,       341.00,       162.10
N,SM,ENFUSE,ENFUSE SOLUTIONS LIMITED,       223.00,       232.00,       235.00,       231.95,       232.00,                   976170.00,4200, ,       284.00,       164.00
N,SM,ENSER,ENSER COMMUNICATIONS LTD,        17.90,        16.55,        17.80,        15.00,        17.80,                  1163000.00,70000, ,       321.00,        13.35
N,SM,ENVIRO,ENVIROTECH SYSTEMS LTD,       120.55,       120.50,       130.00,       120.50,       128.25,                  5024000.00,40000, ,       173.00,        90.05
N,SM,EEPL,EPPELTONE ENGINEERS LTD,       207.70,       203.40,       210.50,       201.35,       204.45,                 11283550.00,55000, ,       267.90,       160.05
N,SM,ESCONET,ESCONET TECHNOLOGIES LTD,       136.20,       135.10,       136.00,       129.40,       134.95,                  4159260.00,31600, ,       410.00,       129.40
N,SM,ESFL,ESSEN SPECIALITY FILMS L,       165.65,       164.20,       164.20,       151.00,       152.40,                 23070078.00,149400, ,       744.85,       151.00
N,SM,EXCELLENT,EXCELLENT WIRES N PACK L,        38.60,        38.60,        38.60,        38.60,        38.60,                    61760.00,1600, ,        65.00,        36.90
N,SM,FELIX,FELIX INDUSTRIES LTD.,       150.30,       152.40,       152.50,       150.65,       151.80,                  1139175.00,7500, ,       220.00,       108.00
N,SM,FINBUD,FINBUD FINANCIAL SERV LTD,       133.00,       135.00,       135.50,       129.05,       133.90,                 12215500.00,93000, ,       164.85,       110.00
N,ST,FLYSBS,FLYSBS AVIATION LIMITED,       515.25,       523.00,       523.00,       501.00,       506.70,                 14232710.00,27800, ,       790.00,       427.50
N,ST,FWSTC,FLYWINGS SIMULAT T C LTD,       236.90,       236.90,       248.00,       228.50,       238.05,                 40290450.00,168000, ,       248.00,       186.00
N,SM,FORCAS,FORCAS STUDIO LIMITED,       128.80,       128.00,       129.95,       128.00,       129.95,                  1239680.00,9600, ,       140.00,        65.05
N,SM,FORGEAUTO,FORGE AUTO INTERNATION L,       119.00,       116.00,       116.00,       113.10,       113.10,                   549840.00,4800, ,       175.50,        60.00
N,SM,FRESHARA,FRESHARA AGRO EXPORTS LTD,       144.75,       147.85,       157.00,       144.75,       152.90,                 47774190.00,314400, ,       221.95,       117.20
N,SM,FROG,FROG INNOVATIONS LIMITED,       160.15,       161.05,       161.05,       157.00,       160.00,                  1015900.00,6400, ,       458.00,       150.00
N,SM,GML,GALAXY MEDICARE LIMITED,        20.75,        21.00,        21.00,        20.00,        20.05,                   413600.00,20000, ,        54.00,        18.10
N,SM,GGBL,GANESH GREEN BHARAT LTD,       318.55,       317.00,       334.90,       314.05,       332.25,                  7326675.00,22500, ,       635.00,       282.20
N,SM,GANESHIN,GANESH INFRAWORLD LIMITED,       224.35,       223.00,       224.95,       221.00,       223.10,                 26599960.00,119200, ,       279.80,       106.25
N,SM,GANGABATH,GANGA BATH FITTINGS LTD,        21.85,        21.50,        21.75,        20.10,        21.10,                   636450.00,30000, ,        59.00,        20.10
N,SM,GRCL,GAYATRI RUBB AND CHEM LTD,       380.00,       366.60,       380.00,       361.00,       380.00,                   640137.50,1750, ,       525.25,       315.60
N,SM,GIRIRAJ,GIRIRAJ CIVIL DEVP LTD,       191.50,       201.05,       201.05,       181.95,       189.60,                  4198850.00,22250, ,       409.00,        96.80
N,SM,GLOBALPET,GLOBAL PET INDUSTRIES LTD,       122.00,       122.00,       122.00,       121.00,       121.25,                   363750.00,3000, ,       159.70,        93.10
N,ST,GICL,GLOBE INTL CARRIERS LTD,        47.85,        48.00,        48.70,        46.80,        47.70,                 13269600.00,279000, ,       179.00,        40.00
N,ST,GSTL,GLOBESECURE TECHNO LTD,        14.60,        15.30,        15.30,        15.30,        15.30,                   244800.00,16000, ,        37.30,         5.95
N,SM,GOYALSALT,GOYAL SALT LIMITED,       158.00,       160.00,       160.00,       160.00,       160.00,                    96000.00,600, ,       216.00,       142.00
N,SM,GPECO,GP ECO SOLUTIONS INDIA L,       440.60,       435.00,       444.00,       429.00,       435.80,                  3765280.00,8600, ,       616.50,       230.00
N,SM,GCHOTELS,GRAND CONTINENT HOTELS L,       156.50,       170.00,       170.00,       157.05,       158.00,                   777780.00,4800, ,       255.00,       101.90
N,SM,GRAPHISAD,GRAPHISADS LIMITED,        44.65,        45.60,        46.50,        45.50,        46.20,                  4193520.00,91200, ,        66.50,        30.40
N,SM,GREENCHEF,GREENCHEF APPLIANCES LTD,        55.05,        55.50,        56.00,        55.50,        56.00,                    89200.00,1600, ,        90.00,        48.15
N,SM,GREENLEAF,GREENLEAF ENVIROTECH LTD,       166.20,       168.95,       168.95,       155.05,       155.05,                  2906300.00,18000, ,       179.65,       111.00
N,SM,GRETEX,GRETEX INDUSTRIES LTD.,       188.70,       191.00,       191.00,       191.00,       191.00,                   286500.00,1500, ,       263.40,       180.50
N,SM,BIRDYS,GRILL SPLENDOUR SER LTD,       122.50,       124.50,       124.50,       124.50,       124.50,                   149400.00,1200, ,       154.00,        82.30
N,SM,GSMFOILS,GSM FOILS LIMITED,       199.15,       201.00,       203.90,       198.00,       200.00,                  5214050.00,26000, ,       255.15,       110.70
N,SM,GURUNANAK,GURUNANAK AGRICULTUR IN L,        37.00,        37.00,        37.00,        37.00,        37.00,                    59200.00,1600, ,        60.00,        27.00
N,SM,HIGREEN,HI GREEN CARBON LIMITED,       131.65,       131.70,       133.00,       131.70,       133.00,                   528440.00,4000, ,       340.90,       127.05
N,ST,HOACFOODS,HOAC FOODS INDIA LIMITED,       355.00,       353.00,       354.00,       340.10,       340.20,                  1564687.50,4500, ,       380.00,       112.00
N,SM,HOLMARC,HOLMARC OPTO MECHATRO L,       106.80,       101.50,       101.50,       101.50,       101.50,                   304500.00,3000, ,       197.50,        86.15
N,SM,HRHNEXT,HRH NEXT SERVICES LIMITED,        26.85,        25.70,        26.00,        25.70,        25.95,                   502350.00,19500, ,       125.60,        25.30
N,SM,IBLFL,IBL FINANCE LIMITED,        66.50,        68.00,        68.00,        68.00,        68.00,                  1360000.00,20000, ,        74.00,        45.45
N,SM,IDEALTECHO,IDEAL TECHNOPLAST IND LTD,       175.00,       170.25,       199.50,       170.10,       185.00,                   755325.00,4000, ,       221.00,       116.15
N,SM,IEML,INDIAN EMULSIFIERS LTD,        92.35,        92.00,        92.25,        90.00,        90.60,                  2775050.00,30500, ,       261.05,        86.00
N,SM,IPHL,INDIAN PHOSPHATE LIMITED,        61.40,        60.65,        64.50,        60.65,        64.25,                   531180.00,8400, ,        83.95,        42.40
N,SM,INFINIUM,INFINIUM PHARMACHEM LTD,       222.65,       224.90,       224.90,       224.90,       224.90,                   224900.00,1000, ,       337.00,       213.90
N,SM,INFLUX,INFLUX HEALTHTECH LIMITED,       221.65,       218.05,       226.30,       218.00,       221.75,                  4936320.00,22200, ,       249.00,       120.00
N,SM,INFOLLION,INFOLLION RESEARCH SER L,       380.05,       390.00,       390.00,       390.00,       390.00,                   156000.00,400, ,       575.00,       341.00
N,SM,INNOMET,INNOMET ADVANCED MATERI L,       101.00,        95.00,       100.70,        95.00,        99.85,                   234450.00,2400, ,       216.00,        88.65
N,ST,ITTL,INNOVATIVE TYRE & TUBE LT,       102.00,       100.00,       100.00,       100.00,       100.00,                    42000.00,420, ,       152.40,        18.60
N,SM,INSPIRE,INSPIRE FILMS LIMITED,        11.00,        12.40,        12.40,        11.55,        11.55,                    71100.00,6000, ,        31.00,        10.80
N,SM,INTEGRITY,INTEGRITY INFRABUILD DE L,       140.00,       141.00,       141.00,       141.00,       141.00,                   169200.00,1200, ,       145.10,        81.70
N,SM,INM,INTERIORS & MORE LIMITED,       250.00,       243.00,       243.00,       243.00,       243.00,                   291600.00,1200, ,       689.00,       218.05
N,ST,INVICTA,INVICTA DIAGNOSTIC LTD,        85.35,        85.00,        85.00,        81.10,        83.00,                 12191360.00,148800, ,       105.00,        81.10
N,SM,ISHAN,ISHAN INTERNATIONAL LTD,         0.75,         0.80,         0.80,         0.80,         0.80,                    38400.00,48000, ,         2.15,         0.70
N,SM,ITALIANE,ITALIAN EDIBLES LIMITED,        30.40,        31.95,        31.95,        31.95,        31.95,                    63900.00,2000, ,        48.40,        29.20
N,ST,IWARE,IWARE SUPPLYCHAIN SER LTD,       215.45,       210.00,       210.00,       206.10,       207.70,                  2492460.00,12000, ,       243.90,        70.05
N,SM,JAINAM,JAINAM FER ALLOYS (I) LTD,       250.00,       249.90,       249.90,       249.50,       249.85,                  1374250.00,5500, ,       322.85,       191.90
N,SM,JAINIK,JAINIK POWER CABLES LTD,       129.00,       124.15,       135.00,       124.15,       131.25,                  1238580.00,9600, ,       153.10,        60.60
N,SM,JALAN,JALAN TRANSOLU. INDIA LTD,         3.30,         3.45,         3.45,         3.45,         3.45,                    20700.00,6000, ,        14.60,         2.50
N,SM,JAYBEE,JAY BEE LAMINATIONS LTD,       121.25,       119.00,       121.00,       115.05,       118.85,                  3243650.00,27500, ,       422.00,       112.00
N,ST,KORE,JAY JALARAM TECHNO LTD,       154.90,       149.50,       150.00,       149.00,       150.00,                   374250.00,2500, ,       415.00,       110.20
N,SM,JAYESH,JAYESH LOGISTICS LIMITED,       166.00,       165.10,       168.95,       159.00,       160.80,                  8177500.00,49000, ,       183.00,       106.35
N,ST,JEYYAM,JEYYAM GLOBAL FOODS LTD,        63.10,        64.00,        64.45,        61.15,        64.00,                  1651800.00,26000, ,        74.50,        31.00
N,SM,JFLLIFE,JFL LIFE SCIENCES LIMITED,        12.15,        12.75,        12.75,        12.65,        12.75,                  1605300.00,126000, ,        32.35,        11.00
