MARKET,SERIES,SYMBOL,SECURITY,PREVIOUS CLOSE PRICE,OPEN PRICE,HIGH PRICE,LOW PRICE,CLOSE PRICE,NET TRADED VALUE,NET TRADED QTY,TRADES,52 WEEK HIGH,52 WEEK LOW,UNDERLYING
N,EQ,BBNPNBETF,BARODABNP - BBNPNBETF,        59.03,        60.27,        60.27,        58.89,        59.38,                    11950.08,201,23,        62.00,        47.43,BARODA BNP PARIBAS NIFTY BANK ETF
N,EQ,BBNPPGOLD,BARODABNP - BBNPPGOLD,       128.95,       129.55,       131.50,       128.10,       128.75,                  7178680.15,55759,134,       131.50,        73.55,BARODA BNP PARIBAS GOLD ETF
N,EQ,BFSI,MIRAEAMC - MAFSETF,        28.20,        27.49,        28.35,        27.49,        28.16,                  3378164.23,119815,587,        29.38,        22.30,NIFTY FINANCIAL SERVICES INDEX
N,EQ,BSE500IETF,ICICIPRAMC - ICICI500,        39.78,        39.78,        39.87,        39.42,        39.73,                  5634727.51,141853,1262,        41.51,        33.00,S&P BSE 500 INDEX
N,EQ,BSLGOLDETF,ADITYBIRLA SL GOLD ETF-GR,       116.60,       117.87,       117.87,       116.70,       116.79,                 24868405.21,212808,985,       121.47,        66.45,GOLD
N,EQ,BSLNIFTY,ADITYBIRLA SL NIF ETF-GR,        30.07,        29.80,        30.82,        29.80,        30.02,                  4145491.73,138084,3165,        31.18,        20.37,NIFTY 50
N,EQ,BSLSENETFG,BIRLASLAMC - BSLSENETFG,        84.69,        85.96,        85.96,        83.63,        84.64,                   490283.07,5782,85,        87.82,        61.64,BSE SENSEX INDEX
N,EQ,CASHIETF,ICICIPRAMC - CASHIETF,      1041.40,      1041.54,      1041.56,      1041.54,      1041.56,                117926111.00,113221,23,      1064.57,      1001.47,BSE LIQUID RATE INDEX
N,EQ,CHEMICAL,KOTAKMAMC - CHEMICAL,        28.31,        28.31,        28.76,        28.05,        28.24,                  4933414.74,174722,928,        30.00,        27.65,NIFTY CHEMICALS INDEX (TRI)
N,EQ,CHOICEGOLD,CHOICEAMC - CHOICEGOLD,       132.29,       131.70,       133.78,       131.49,       131.88,                  2469375.46,18664,331,       133.78,       120.00,GOLD
N,EQ,COMMOIETF,ICICIPRAMC - ICICICOMMO,        93.27,        93.27,        93.51,        92.50,        92.94,                  8217826.44,88351,3337,        96.83,        75.61,ICICI PRUDENTIAL NIFTY COMMODITIES ETF
N,EQ,CONS,KOTAKMAMC - KOTAKCONS,       124.45,       124.45,       124.45,       123.27,       124.21,                   176978.92,1427,47,       132.00,       102.46,KOTAK NIFTY INDIA CONSUMPTION ETF
N,EQ,CONSUMBEES,NIP IND ETF CONSUMPTION,       135.03,       134.97,       135.33,       133.90,       134.25,                 15302666.51,113830,1126,       144.38,       110.86,NIFTY INDIA CONSUMPTION TRI
N,EQ,CONSUMER,MIRAEAMC - CONSUMER,        11.72,        11.70,        11.77,        11.61,        11.75,                   852641.18,72842,333,        13.97,         9.00,NIFTY INDIA NEW AGECONSUMPTION
N,EQ,CONSUMIETF,ICICIPRAMC - ICICICONSU,       125.54,       124.96,       125.80,       124.45,       125.22,                  1985726.24,15900,239,       133.81,       101.23,NIFTY INDIA CONSUMPTION INDEX
N,EQ,CPSEETF,CPSE ETF,        88.73,        86.70,        89.14,        86.70,        88.27,                 49338295.11,559603,8709,        96.16,        74.90,CPSE ETF
N,EQ,DIVOPPBEES,NIP IND ETF DIV OPP,        81.61,        82.41,        82.41,        81.45,        81.98,                  4821744.11,58908,640,        87.95,        68.30,NIFTY DIVIDEND OPPORTUNITIES 50 TRI
N,EQ,EBANKNIFTY,EDELAMC - EBANKNIFTY,        59.46,        60.05,        60.05,        59.18,        59.46,                    75310.23,1268,33,        62.10,        47.00,EDELWEISS NIFTY BANK ETF
N,EQ,EBBETF0430,EDELAMC - EBBETF0430,      1557.37,      1552.40,      1558.00,      1550.62,      1557.92,                 24881455.71,15990,1750,      1608.27,      1232.00,NIFTY BHARAT BOND
N,EQ,EBBETF0431,EDELAMC - EBBETF0431,      1394.74,      1395.26,      1395.96,      1391.80,      1391.86,                  9457426.15,6792,117,      1410.12,      1280.51,NIFTY BHARAT BOND
N,EQ,EBBETF0433,EDELAMC - EBBETF0433,      1271.71,      1271.68,      1272.32,      1268.54,      1269.60,                  4720530.00,3713,57,      1305.17,      1174.40,BHARAT BOND ETF-APRIL 2033
N,EQ,ECAPINSURE,EDELAMC - ECAPINSURE,        23.63,        24.42,        24.42,        23.61,        24.03,                  3756589.61,157096,327,        26.77,        17.13,BSE CAPITAL MARKETS & INSURANCE TOTAL RETURN INDEX
N,EQ,EGOLD,EDELAMC - EGOLD,       132.85,       133.50,       133.50,       132.35,       132.80,                 90849910.30,684104,348,       143.00,        76.00,EDELWEISS GOLD ETF
N,EQ,ELIQUID,EDELAMC - ELIQUID,      1010.59,      1010.74,      1010.74,      1010.72,      1010.72,                  4683758.90,4634,7,      1026.47,       996.00,NIFTY 1D RATE INDEX (DEBT INDEX)
N,EQ,ELM250,EDELAMC - ELM250,        16.55,        16.67,        16.67,        16.49,        16.61,                   351397.56,21157,73,        19.20,        15.89,NIFTY LARGEMIDCAP 250 TRI
N,EQ,EMULTIMQ,EDELAMC - EMULTIMQ,        41.33,        41.58,        42.01,        41.12,        41.54,                  1442206.31,34870,167,        49.47,        34.71,NIFTY500 MULTICAP MOMENTUM QUALITY 50 TOTAL RETURN INDEX
N,EQ,ENERGY,MIRAEAMC - ENERGY,        34.78,        34.68,        34.68,        34.35,        34.51,                  3301001.17,95682,224,        40.00,        34.03,NIFTY ENERGY
N,EQ,ENIFTY,EDELAMC - ENIFTY,        25.84,        25.77,        25.91,        25.75,        25.76,                    24620.12,954,21,        27.22,        25.65,NIFTY 50 TRI
N,EQ,EQUAL200,MIRAEAMC - EQUAL200,        13.20,        13.21,        13.24,        13.10,        13.22,                   180439.08,13705,85,        13.96,        11.03,BSE 200 EQUAL WEIGHT
N,EQ,EQUAL50,MIRAEAMC - EQUAL50,       329.48,       328.15,       330.00,       328.15,       328.65,                   487747.18,1484,14,       336.25,       303.44,NIFTY50 EQUAL WEIGHT
N,EQ,EQUAL50ADD,DSPAMC - DSPNEWETF,       339.83,       341.35,       341.35,       338.11,       340.03,                 69418955.90,203925,84,       351.10,       280.01,NIFTY 50 EQUAL WEIGHT INDEX
N,EQ,ESENSEX,EDELAMC - ESENSEX,        84.61,        84.60,        84.79,        84.25,        84.44,                     9892.36,117,11,        88.05,        83.62,BSE SENSEX TRI
N,EQ,ESG,MIRAEAMC - MAESGETF,        43.93,        44.14,        44.14,        43.69,        43.85,                   186397.54,4250,75,        44.97,        36.00,NIFTY100 ESG SECTOR LEADERS
N,EQ,ESILVER,EDELAMC - ESILVER,       199.98,       202.00,       203.31,       201.19,       201.72,                 10343198.14,51169,650,       203.31,        86.27,EDELWEISS SILVER ETF
N,EQ,EVIETF,ICICIPRAMC - EVIETF,        30.92,        31.00,        31.30,        30.41,        30.77,                  1909244.99,62186,640,        33.75,        23.56,NIFTY EV & NEW AGE AUTOMOTIVE ETF
N,EQ,EVINDIA,MIRAEAMC - EVINDIA,        30.89,        31.04,        31.04,        30.42,        30.73,                  3919529.92,128036,1681,        32.30,        23.83,NIFTY EV AND NEW AGE AUTOMOTIVE TOTAL RETURN INDEX
N,EQ,FINIETF,ICICIPRAMC-ICICIFIN,        31.70,        31.67,        32.09,        31.62,        31.92,                 11165683.66,349376,1122,        33.66,        24.13,ICICI PRUDENTIAL NIFTY FINANCIAL SERVICES EX-BANK ETF
N,EQ,FLEXIADD,DSPAMC - FLEXIADD,        10.61,        10.68,        10.69,        10.60,        10.66,                   451881.90,42433,215,        11.90,        10.48,NIFTY500 FLEXICAP QUALITY 30 TRI
N,EQ,FMCGIETF,ICICIPRAMC - ICICIFMCG,        58.43,        58.40,        58.49,        58.13,        58.34,                 26291641.52,450833,4250,        62.30,        53.00,NIFTY FMCG INDEX
N,EQ,GILT5YBEES,RELCAPAMC - NETFGILT5Y,        63.45,        63.46,        63.55,        63.35,        63.45,                  6287693.90,99101,321,        71.00,        57.60,NIFTY 5 YR BENCHMARK G-SEC INDEX
N,EQ,GOLD1,KOTAK GOLD ETF,       110.80,       110.81,       111.70,       110.76,       111.17,                182703015.62,1644082,5753,       114.00,        63.51,GOLD
N,EQ,GOLD360,360ONEAMC - GOLD360,       129.35,       129.65,       130.15,       129.35,       129.90,                  4483791.80,34521,306,       139.90,        78.20,COMMODITY-GOLD
N,EQ,GOLDADD,DSPAMC - DSPGOLD,       129.04,       129.68,       129.68,       128.51,       128.75,                 41842986.05,324505,562,       131.04,        73.40,DSP GOLD ETF
N,EQ,GOLDBEES,NIP IND ETF GOLD BEES,       109.99,       110.05,       110.58,       109.77,       109.88,               2948952286.87,26801568,86172,       111.77,        62.80,GOLD
N,EQ,GOLDBND,BANDHANAMC - GOLDBND,       134.35,       135.02,       135.02,       130.00,       133.08,                  1037124.68,7796,167,       135.95,       127.96,COMMODITY - GOLD
N,EQ,GOLDCASE,ZERODHAAMC - GOLDCASE,        20.87,        21.38,        21.38,        20.86,        20.87,                137612755.56,6581642,8760,        21.67,        11.25,ZERODHA GOLD ETF
N,EQ,GOLDETF,MIRAEAMC - MAGOLDETF,       129.01,       129.76,       129.76,       128.82,       129.09,                184589909.12,1429546,3813,       131.62,        73.20,MIRAE ASSET GOLD ETF
N,EQ,GOLDIETF,ICICI PRUDENTIAL GOLD ETF,       113.87,       114.47,       114.49,       113.69,       113.96,               1496995805.70,13138964,20978,       116.21,        63.75,GOLD
N,EQ,GOLDSHARE,UTI GOLD ETF,       111.80,       114.00,       114.00,       111.10,       111.65,                 71035368.10,635787,3301,       114.10,        63.60,GOLD
N,EQ,GROWWCAPM,GROWWAMC - GROWWCAPM,         9.55,         9.58,         9.80,         9.55,         9.75,                  2590318.80,266783,690,        11.78,         9.41,NIFTY CAPITAL MARKETS INDEX
N,EQ,GROWWDEFNC,GROWWAMC - GROWWDEFNC,        73.84,        74.91,        74.91,        72.80,        73.37,                 27705423.40,378045,2757,        93.89,        49.83,NIFTY INDIA DEFENCE INDEX- TOTAL RETURN INDEX
N,EQ,GROWWEV,GROWWAMC - GROWWEV,        30.71,        30.77,        30.95,        30.32,        30.56,                  3752183.26,123000,1520,        32.22,        23.00,NIFTY EV AND NEW AGE AUTOMOTIVE INDEX
N,EQ,GROWWGOLD,GROWWAMC - GROWWGOLD,       129.59,       130.31,       130.38,       129.87,       130.13,                 38149508.74,293004,3471,       131.27,        74.20,COMMODITY
N,EQ,GROWWLIQID,GROWWAMC - GROWWLIQID,       107.06,       107.08,       107.08,       107.07,       107.07,                 15941584.87,148882,243,       107.55,        99.60,NIFTY 1D RATE INDEX
N,EQ,GROWWLOVOL,GROWWAMC - GROWWLOVOL,        10.67,        10.83,        10.83,        10.60,        10.64,                   113156.54,10631,123,        11.50,         9.00,NIFTY 500 LOW VOLATILITY 50 INDEX   TRI
N,EQ,GROWWMC150,GROWWAMC - GROWWMC150,       218.33,       218.32,       219.27,       217.04,       218.29,                   328959.45,1509,78,       227.50,       215.48,NIFTY MIDCAP 150 INDEX - TRI
N,EQ,GROWWMOM50,GROWWAMC - GROWWMOM50,        10.48,        10.57,        10.57,        10.46,        10.54,                   928785.83,88390,532,        12.00,         9.11,NIFTY 500 MOMENTUM 50 INDEX- TOTAL RETURN INDEX
N,EQ,GROWWN200,GROWWAMC - GROWWN200,        11.58,        11.67,        11.67,        11.52,        11.61,                   606217.25,52253,393,        12.45,         9.00,NIFTY 200 INDEX- TOTAL RETURN INDEX
N,EQ,GROWWNET,GROWWAMC - GROWWNET,        10.27,        10.27,        10.42,        10.25,        10.40,                  2000565.51,193100,577,        12.14,         9.17,INDEX
N,EQ,GROWWNIFTY,GROWWAMC - GROWWNIFTY,        10.35,        10.38,        10.40,        10.32,        10.34,                  1391602.02,134288,1093,        11.00,         9.50,NIFTY 50 INDEX - TRI
N,EQ,GROWWNXT50,GROWWAMC - GROWWNXT50,        67.86,        67.10,        68.11,        67.10,        67.82,                   411904.21,6081,142,        72.25,        64.00,INDEX
N,EQ,GROWWPOWER,GROWWAMC - GROWWPOWER,         9.68,         9.74,         9.87,         9.55,         9.60,                  4307888.26,448806,1391,        11.30,         9.43,BSE POWER INDEX - TRI
N,EQ,GROWWRAIL,GROWWAMC - GROWWRAIL,        32.66,        32.82,        32.82,        32.25,        32.51,                  9537566.49,294167,2170,        43.66,        28.72,NIFTY INDIA RAILWAYS PSU INDEX
N,EQ,GROWWRLTY,GROWWAMC - GROWWRLTY,         9.73,         9.79,         9.82,         9.60,         9.76,                  1041236.54,107084,318,        11.30,         9.52,INDEX
N,EQ,GROWWSC250,GROWWAMC - GROWWSC250,         9.36,         9.59,         9.59,         9.27,         9.34,                   966364.10,103620,567,        10.47,         9.17,NIFTY SMALLCAP 250 INDEX - TRI
N,EQ,GROWWSLVR,GROWWAMC - GROWWSLVR,       196.80,       201.72,       201.72,       197.61,       198.27,                 93946616.93,472361,4164,       201.72,        94.20,COMMODITY-SILVER
N,EQ,GSEC10IETF,ICICIPRAMC - ICICI10GS,       259.10,       258.00,       258.86,       258.00,       258.86,                    22202.96,86,7,       265.36,       238.55,ICICI PRUDENTIAL NIFTY 10 YR BENCHMARK G-SEC ETF
N,EQ,GSEC10YEAR,MIRAEAMC - MAGS813ETF,        29.58,        29.56,        29.56,        29.46,        29.46,                    21663.94,734,18,        31.00,        27.10,MIRAE ASSET NIFTY 8-13 YR G-SEC ETF
N,EQ,GSEC5IETF,ICICIPRAMC - ICICI5GSEC,        63.72,        63.74,        63.96,        63.53,        63.91,                   789005.81,12375,54,        66.70,        58.01,NIFTY 5 YR BENCHMARK G-SEC INDEX
N,EQ,HDFCBSE500,HDFCAMC - HDFCBSE500,        37.63,        37.98,        37.98,        37.55,        37.63,                   220591.31,5862,161,        39.55,        31.14,HDFC S&P BSE 500 ETF
N,EQ,HDFCGOLD,HDFC GOLD ETF,       113.45,       114.28,       114.28,       113.30,       113.53,                495774330.83,4365687,12406,       115.92,        65.21,GOLD
N,EQ,HDFCGROWTH,HDFCAMC - HDFCGROWTH,       128.44,       128.45,       129.17,       127.58,       128.53,                   956899.41,7455,124,       132.88,       103.11,HDFC NIFTY GROWTH SECTORS 15 ETF
N,EQ,HDFCLIQUID,HDFCAMC - HDFCLIQUID,      1040.45,      1040.63,      1040.63,      1040.59,      1040.59,                 11558181.51,11107,25,      1045.47,       990.00,HDFC NIFTY 1D RATE LIQUID ETF
N,EQ,HDFCLOWVOL,HDFCAMC - HDFCLOWVOL,        21.35,        21.35,        21.43,        21.31,        21.37,                   154760.19,7245,150,        23.00,        17.70,HDFC NIFTY100 LOW VOLATILITY 30 ETF
N,EQ,HDFCMID150,HDFCAMC - HDFCMID150,        22.11,        22.77,        22.77,        21.92,        22.11,                  4507723.61,204328,1393,        23.35,        17.51,HDFC NIFTY MIDCAP 150 ETF
N,EQ,HDFCMOMENT,HDFCAMC - HDFCMOMENT,        31.23,        31.30,        31.45,        31.04,        31.28,                  4495684.93,144044,732,        36.45,        25.50,HDFC NIFTY200 MOMENTUM 30 ETF
N,EQ,HDFCNEXT50,HDFCAMC - HDFCNEXT50,        69.33,        69.04,        69.40,        68.53,        69.10,                  2916478.17,42262,686,        73.98,        57.00,HDFC NIFTY NEXT 50 ETF
N,EQ,HDFCNIF100,HDFCAMC - HDFCNIF100,        27.04,        27.17,        27.28,        26.97,        27.05,                  1007199.71,37197,400,        29.00,        21.15,HDFC NIFTY 100 ETF
N,EQ,HDFCNIFBAN,HDFCAMC - HDFCNIFBAN,        60.48,        60.49,        60.73,        60.24,        60.38,                  1271326.77,20998,500,        62.30,        48.51,NIFTY BANK
N,EQ,HDFCNIFIT,HDFCAMC - HDFCNIFIT,        40.34,        40.37,        40.87,        40.36,        40.85,                  2780894.71,68279,221,        47.74,        32.24,HDFC NIFTY IT ETF
N,EQ,HDFCNIFTY,HDFCAMC - HDFCNIFTY,       288.90,       289.00,       289.86,       287.84,       288.73,                 10666673.62,36925,555,       301.88,       240.55,NIFTY 50
N,EQ,HDFCPSUBK,HDFCAMC HDFCPSUBK,        83.92,        83.82,        84.32,        83.40,        83.97,                  6397337.21,76369,183,        88.56,        55.68,HDFC NIFTY PSU BANK ETF
N,EQ,HDFCPVTBAN,HDFCAMC - HDFCPVTBAN,        28.77,        28.78,        28.96,        28.66,        28.79,                   780118.11,27073,347,        29.97,        23.66,HDFC NIFTY PRIVATE BANK ETF
N,EQ,HDFCQUAL,HDFCAMC - HDFCQUAL,        59.80,        59.71,        59.78,        59.42,        59.65,                   329907.31,5544,132,        61.86,        49.53,HDFC NIFTY100 QUALITY 30 ETF
N,EQ,HDFCSENSEX,HDFCAMC - HDFCSENSEX,        95.03,        94.81,        95.62,        94.81,        95.27,                  1174460.26,12320,301,        98.48,        80.55,SENSEX
N,EQ,HDFCSILVER,HDFCAMC - HDFCSILVER,       192.96,       189.62,       195.45,       189.62,       194.13,               1523651397.48,7841083,20094,       195.45,        83.13,HDFC SILVER ETF
N,EQ,HDFCSML250,HDFCAMC - HDFCSML250,       163.26,       167.34,       167.34,       161.80,       162.95,                130797432.01,803916,9621,       186.65,       135.21,HDFC NIFTY SMALLCAP 250 ETF
N,EQ,HDFCVALUE,HDFCAMC - HDFCVALUE,       138.44,       138.44,       139.17,       138.34,       138.62,                   270959.28,1954,55,       149.97,       117.50,HDFC NIFTY50 VALUE 20 ETF
N,EQ,HEALTHADD,DSPAMC - HEALTHADD,       147.00,       145.83,       146.86,       145.56,       146.33,                    79038.86,541,48,       152.22,       120.00,DSP NIFTY HEALTHCARE ETF
N,EQ,HEALTHIETF,ICICIPRAMC - ICICIPHARM,       149.35,       149.34,       149.34,       147.91,       148.94,                  8015044.18,53920,1289,       157.70,       128.14,NIFTY HEALTHCARE INDEX
N,EQ,HEALTHY,BIRLASLAMC - HEALTHY,        14.90,        15.24,        15.24,        14.78,        14.94,                  7421273.57,497328,1219,        16.25,        12.20,NIFTY HEALTHCARE TRI
N,EQ,HNGSNGBEES,NIP IND ETF HANGSENG BEES,       503.00,       492.65,       507.88,       492.60,       500.44,                 49839847.26,99530,4631,       579.92,       309.05,HANG SENG INDEX
N,EQ,ICICIB22,ICICIPRAMC - BHARATIWIN,       115.12,       112.24,       115.83,       112.24,       114.68,                 12335846.76,107483,2339,       118.76,        93.02,S&P BSE BHARAT 22 INDEX
N,EQ,IDFNIFTYET,BANDHANAMC - IDFNIFTYET,       282.95,       284.36,       289.97,       281.57,       282.46,                 11017536.02,38920,418,       340.80,       235.01,NIFTY 50
N,EQ,INFRABEES,NIP IND ETF INFRA BEES,       981.08,       978.00,       980.84,       972.12,       977.40,                  4680251.48,4794,469,      1012.71,       783.98,NIFTY INFRA
N,EQ,INFRAIETF,ICICIPRAMC - ICICIINFRA,        97.63,        97.64,        97.91,        96.80,        97.33,                 24019918.76,247053,3616,        99.92,        77.65,ICICI PRUDENTIAL NIFTY INFRASTRUCTURE ETF
N,EQ,INTERNET,MIRAEAMC - INTERNET,        13.86,        13.90,        14.03,        13.81,        13.97,                   617452.61,44407,169,        16.12,        13.30,EQUITY INDEX
N,EQ,IT,KOTAKMAMC - KOTAKIT,        41.70,        42.55,        42.55,        41.41,        42.26,                 10141762.85,240810,541,        49.50,        32.55,NIFTY IT INDEX
N,EQ,ITADD,DSPAMC - DSPIT,        39.88,        40.63,        40.63,        40.03,        40.38,                   558809.18,13876,99,        48.66,        32.61,DSP NIFTY IT ETF
N,EQ,ITBEES,NIP IND ETF IT,        41.88,        41.88,        42.40,        41.88,        42.35,                284592182.36,6736696,11931,        49.76,        33.63,NIFTY IT TRI
N,EQ,ITETF,MIRAEAMC - ITETF,        39.97,        40.34,        40.45,        40.00,        40.42,                  8048655.48,199856,512,        48.05,        31.70,MIRAE ASSET NIFTY IT ETF
N,EQ,ITIETF,ICICIPRAMC - ICICITECH,        41.83,        42.22,        42.49,        41.94,        42.42,                 48661850.96,1149420,2784,        49.47,        33.43,NIFTY IT INDEX
N,EQ,IVZINGOLD,INVESCO INDIA GOLD ETF,     11567.55,     11600.00,     11640.00,     11510.00,     11537.20,                  2057700.05,178,65,     12272.75,      6610.10,GOLD
N,EQ,IVZINNIFTY,INVESCO INDIA NIFTY ETF,      2949.73,      2945.86,      2960.36,      2931.06,      2931.80,                   147109.63,50,8,      3109.52,      2480.00,NIFTY 50
N,EQ,JUNIORBEES,NIP IND ETF JUNIOR BEES,       732.54,       735.53,       736.00,       723.58,       729.68,                203444036.10,279324,10427,       794.20,       595.00,NIPPON INDIA ETF NIFTY NEXT 50 JUNIOR BEES
N,EQ,LICMFGOLD,LIC MF - LIC GOLD ETF,     11936.00,     11906.60,     12035.00,     11906.60,     11952.15,                 55529418.60,4626,529,     12254.70,      6799.95,GOLD
N,EQ,LICNETFGSC,LICNAMC - LICNMFET,        28.72,        28.85,        28.85,        28.65,        28.67,                  1667665.34,58135,125,        30.00,        26.51,GSEC10 NSE INDEX
