MARKET,SERIES,SYMBOL,SECURITY,PREVIOUS CLOSE PRICE,OPEN PRICE,HIGH PRICE,LOW PRICE,CLOSE PRICE,NET TRADED VALUE,NET TRADED QTY,TRADES,52 WEEK HIGH,52 WEEK LOW,UNDERLYING
N,EQ,SILVERIETF,ICICIPRAMC - ICICISILVE,       200.19,       204.50,       205.19,       201.00,       201.99,               1472181903.51,7286353,298116,       205.19,        86.01,DOMESTIC PRICE OF SILVER
N,EQ,SMALL250,MIRAEAMC - SMALL250,        16.22,        16.62,        16.62,        16.06,        16.19,                   905318.72,56010,185,        17.64,        15.85,NIFTY SMALLCAP 250
N,EQ,SMALLADD,DSPAMC - SMALLADD,        16.32,        16.50,        16.50,        15.98,        16.20,                  1034053.06,64276,54,        16.50,        15.98,NIFTY SMALLCAP 250 INDEX
N,EQ,SMALLCAP,MIRAEAMC - SMALLCAP,        43.25,        43.25,        43.50,        42.16,        43.24,                 56882032.69,1318276,3768,        54.50,        37.45,MIRAE ASSET NIFTY SMALLCAP 250 MOMENTUM QUALITY 100 ETF
N,EQ,SML100CASE,ZERODHAAMC - SML100CASE,         9.67,         9.96,         9.96,         9.61,         9.69,                  5579554.18,577506,854,        11.00,         9.48,NIFTY SMALLCAP 100 INDEX
N,EQ,SNXT30BEES,NIPPONAMC - SNXT30BEES,        39.50,        39.70,        39.71,        39.31,        39.69,                   250268.58,6330,84,        41.57,        37.03,BSE SENSEX NEXT 30 INDEX
N,EQ,TATAGOLD,TATAAML-TATAGOLD,        12.89,        12.89,        13.49,        12.83,        12.90,                588588448.13,45577595,72154,        14.50,         7.14,TATA GOLD EXCHANGE TRADED FUND
N,EQ,TATSILV,TATAAML-TATSILV,        19.53,        20.01,        20.88,        19.04,        19.64,               1367378219.99,69390439,85129,        20.88,         8.40,TATA SILVER EXCHANGE TRADED FUND
N,EQ,TECH,BIRLASLAMC - TECH,        40.99,        42.00,        42.00,        41.11,        41.46,                   893207.25,21577,167,        49.77,        33.41,NIFTY IT TRI INDEX
N,EQ,TNIDETF,TATAAML - TNIDETF,        97.82,        99.28,        99.80,        97.73,        98.85,                  2859489.98,28982,346,       104.78,        76.95,NIFTY INDIA DIGITAL INDEX
N,EQ,TOP100CASE,ZERODHAAMC - TOP100CASE,        11.00,        11.33,        11.33,        10.84,        10.99,                  7640998.25,695373,1557,        11.46,         8.01,ZERODHA NIFTY 100 ETF
N,EQ,TOP10ADD,DSPAMC - TOP10ADD,       100.86,       101.36,       101.64,       100.83,       101.36,                  4159154.87,41049,357,       103.43,        86.50,NIFTY TOP 10 EQUAL WEIGHT INDEX
N,EQ,TOP15IETF,ICICIPRAMC - TOP15IETF,        11.01,        11.06,        11.06,        10.99,        11.02,                 24402788.59,2208092,308,        11.33,        10.00,NIFTY TOP 15 EQUAL WEIGHT INDEX
N,EQ,UNIONGOLD,UNIONAMC - UNIONGOLD,       130.55,       130.65,       130.90,       129.20,       129.60,                  4472314.70,34495,73,       134.40,        82.00,COMMODITY GOLD
N,EQ,UTIBANKETF,UTIAMC - UTIBANKETF,        60.70,        60.51,        61.09,        60.46,        60.69,                  1343170.00,22106,290,        63.10,        48.71,NIFTY BANK
N,EQ,UTINEXT50,UTIAMC - UTINEXT50,        73.02,        71.19,        75.21,        71.19,        72.71,                 12548120.72,173382,733,        79.10,        59.90,NIFTY NEXT 50
N,EQ,UTINIFTETF,UTIAMC - UTINIFTETF,       284.35,       279.88,       285.77,       279.88,       284.36,                 11628479.33,40976,297,       297.48,       235.00,NIFTY 50
N,EQ,UTISENSETF,UTIAMC - UTISENSETF,       930.08,       934.90,       935.00,       927.00,       933.50,                  1712808.22,1840,89,       952.48,       779.95,SENSEX
N,EQ,UTISXN50,UTIAMC - UTISXN50,        92.34,        92.62,        92.62,        91.57,        91.98,                   340456.91,3698,88,       102.25,        66.72,BSE SENSEX NEXT 50
N,EQ,VAL30IETF,ICICIPRAMC - VAL30IETF,        14.35,        14.34,        14.38,        14.22,        14.32,                   816882.53,57102,226,        14.68,        10.96,NIFTY200 VALUE 30 INDEX
