SYMBOL,SYMBOL P/E,ADJUSTED P/E
MAXESTATES,181.04,181.04
CGRAPHICS,22.93,22.93
ACCENTMIC,25.00,25.00
COMSYN,27.77,27.77
ADDICTIVE,16.12,16.12
SADHAV,12.09,12.09
MANDEEP,16.39,16.39
WTICAB,13.67,13.67
GOPAL,,107.82
DAVANGERE,50.87,50.87
MAXPOSURE,31.61,31.61
ALPEXSOLAR,24.52,24.45
KRONOX,20.84,20.84
VHLTD,12.00,12.00
SONAMAC,16.68,16.68
SIGNORIA,14.86,14.86
KROSS,21.74,21.74
FALCONTECH,7.30,7.30
TCL,20.45,20.45
ENSER,17.58,17.58
DELAPLEX,9.94,9.94
BOSS,12.40,12.40
RULKA,19.98,19.98
DENTA,19.61,19.61
NAMAN,14.04,14.04
SINCLAIR,31.71,31.71
SHREEKARNI,23.11,23.11
BLUEPEBBLE,9.35,9.35
AIMTRON,63.46,63.46
STALLION,50.75,50.75
PSFL,13.02,13.02
DCG,35.87,35.87
AWFIS,49.85,74.88
DIFFNKG,28.05,28.07
K2INFRA,6.72,6.72
RADIOWALLA,1.22,1.10
RBS,15.72,15.72
ASPIRE,7.42,7.42
ESCONET,22.48,22.48
VRAJ,11.77,11.77
BALAJEE,10.42,10.42
ENFUSE,60.84,60.84
SANSTAR,61.00,61.00
FILATFASH,35.70,35.70
AVPINFRA,9.05,9.05
SATECH,10.10,10.10
AGARWALTUF,20.91,20.91
SILKFLEX,15.25,15.25
KRN,85.00,85.00
UNIECOM,72.35,72.35
GGBL,25.97,25.97
VISHWAS,6.09,6.09
TGL,6.41,6.41
MACOBSTECH,78.93,78.95
TAC,113.15,113.15
BANSALWIRE,31.87,31.86
EMMIL,17.54,17.54
DPEL,71.86,71.86
INDOUS,19.44,19.44
VILAS,28.13,28.13
GARUDA,26.93,26.93
MASON,24.80,24.80
TRUST,14.50,14.50
YASHOPTICS,34.09,34.09
MIEL,12.90,12.90
SATIPOLY,,2.76
ALUWIND,22.03,22.05
TBI,11.22,11.22
AMBEY,20.45,20.45
SAHAJSOLAR,12.45,12.45
REFRACTORY,21.05,21.05
PRLIND,11.55,11.51
IEML,12.73,12.73
ABSMARINE,17.84,17.84
BEACON,29.96,30.14
AKUMS,19.06,19.79
INNOMET,70.07,70.07
GALAPREC,35.16,34.89
ESPRIT,7.53,7.53
ZTECH,61.26,61.26
TOLINS,13.50,13.50
WINSOL,17.47,17.47
ORIENTTECH,26.72,26.72
MEDIORG,7.00,7.00
HOACFOODS,104.25,104.25
SLONE,17.61,17.61
GAJANAND,54.03,54.03
QUESTLAB,10.83,10.83
GPECO,49.83,49.83
CEIGALL,15.27,15.27
MANBA,16.06,16.06
SPCL,15.28,15.28
POSITRON,8.89,8.89
KATARIA,17.69,17.69
TRANSRAILL,20.85,20.88
STYLEBAAZA,117.03,117.71
INTERARCH,34.25,34.25
PCCL,50.90,50.90
SPPPOLY,20.80,20.80
BULKCORP,11.76,11.76
RNFI,40.50,40.50
PNGJL,32.26,32.26
TUNWAL,18.38,18.38
RAJINDLTD,22.70,22.70
GSMFOILS,40.49,40.49
IPHL,20.99,20.99
SFML,9.06,9.12
TECHERA,114.50,114.50
VLINFRA,6.13,6.13
SHUBHSHREE,23.48,23.48
ECOSMOBLTY,21.55,21.55
AFCONS,26.72,26.72
ETML,19.04,18.91
AVIANSH,89.88,89.88
SYLVANPLY,17.68,17.68
TROM,15.43,15.43
SURAJLTD,51.15,51.15
JAYBEE,10.78,10.78
ASHALOG,7.61,7.61
JEYYAM,13.57,13.57
SRD,33.20,33.20
PREMIERENE,39.28,39.28
DBEIL,9.49,9.49
NAMOEWASTE,48.90,48.90
DECCANTRAN,11.67,11.67
C2C,41.27,41.27
MFML,2.67,
ENVIRO,16.11,16.11
KALANA,26.85,26.85
AESTHETIK,28.97,28.97
RPEL,107.05,107.05
WOL3D,19.28,19.28
VIESL,18.09,18.09
EFFWA,26.62,26.62
AVANTEL,74.32,74.32
AGIIL,44.98,44.98
UTSSAV,20.71,20.71
VDEAL,26.35,26.35
SUNLITE,20.72,20.72
SSEGL,26.60,26.60
PPSL,5.73,5.73
NEELAM,10.19,10.19
IDEALTECHO,30.37,30.37
PRIZOR,27.58,27.58
BOROSCI,61.34,44.51
EUREKAFORB,71.80,73.12
HVAX,22.38,22.38
PRANIK,9.43,9.43
BAJAJHFL,34.82,34.82
RELTD,71.05,55.74
HYUNDAI,33.66,33.66
OSELDEVICE,46.98,46.98
LAKSHYA,8.11,8.11
PHOGLOBAL,6.61,6.56
SANOFICONR,52.87,53.43
AKIKO,35.35,35.35
SDREAMS,18.65,18.65
AERON,12.25,12.25
PELATRO,29.11,29.11
MAMATA,15.30,15.30
DIVYADHAN,25.14,25.14
XTGLOBAL,43.64,43.64
AUSL,6.88,6.88
MYMUDRA,10.29,10.29
SAGILITY,35.73,35.73
ABHAPOWER,20.48,20.48
ACMESOLAR,37.45,34.25
BLACKBUCK,,31.26
USHAFIN,17.87,17.87
SATKARTAR,40.33,40.33
PARAMOUNT,4.25,4.25
VMM,107.12,107.12
SAILIFE,91.34,91.34
RAYMONDLSL,153.88,63.74
PREMIUM,10.93,10.93
UHTL,20.77,20.77
BARFLEX,22.53,22.53
DELTIC,12.19,12.19
RAJPUTANA,30.17,29.87
KMEW,87.35,87.35
ORCHASP,21.30,21.30
SURAKSHA,44.99,44.99
OBSCP,43.48,43.48
SGLTL,56.45,56.45
FRESHARA,19.54,19.54
SENORES,66.20,66.20
OCCLLTD,13.44,13.44
APRAMEYA,38.30,38.30
APEXECO,24.82,24.82
ANYA,2965.36,2965.36
ROYALARC,29.32,27.03
ONYX,11.97,11.97
DANISH,22.43,22.43
PURPLEUTED,56.48,56.48
IKS,67.10,67.10
GANESHIN,23.93,23.93
DHANLAXMI,94.32,94.32
UNIMECH,72.99,72.99
AVL,59.54,59.54
IGIL,35.93,35.93
CARRARO,44.16,44.16
VINCOFE,46.60,46.60
IDENTICAL,22.60,22.60
REXPRO,12.87,12.87
DAMCAPITAL,24.22,24.22
GUJTHEM,353.69,353.69
RVTH,17.06,17.06
VENTIVE,71.52,70.41
ROSSTECH,156.68,156.68
KPEL,23.03,23.03
PSRAJ,64.05,64.05
KKJEWELS,11.01,11.01
LAXMIDENTL,98.50,100.93
EMAPARTNER,16.26,16.26
QPOWER,168.47,166.58
VOLERCAR,132.38,132.38
READYMIX,11.99,11.99
NTPCGREEN,151.90,151.90
NORTHARC,13.86,13.86
ODIGMA,288.77,288.77
CHAMUNDA,20.58,20.58
AGARWALEYE,144.64,141.98
KEN,15.36,15.36
CHANDAN,56.78,56.78
AJAXENGG,74.83,74.83
BAJAJINDEF,101.12,101.12
DDEVPLSTIK,19.46,19.46
ELGNZ,19.86,19.86
NIBE,160.54,160.54
TEJASCARGO,57.71,57.71
JUBLCPL,41.41,41.41
MAXVOLT,91.90,91.90
ITCHOTELS,104.40,104.40
SUPREME,112.40,112.40
PROTEAN,71.94,71.94
MOSCHIP,123.90,123.90
ONESOURCE,,179.40
