,16-Dec-2025
The Nifty witnessed an intraday movement of about 146.4 points.The closing index was 0.64 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 83984.54
, Traded Quantity (in Lakhs), 39374.81
, Number of Trades, 28265852
, Total Market Capitalisation (Rs. Crores), 46532655.59

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,CAMPUS,EQ,       262.05,                 68639255.35,260811
,CAMS,EQ,       753.80,                405169741.20,539086
,CANARYS,SM,        31.30,                  1261400.00,40000
,CANFINHOME,EQ,       916.55,                121717261.05,132578
,CANHLIFE,EQ,       124.41,                308373133.46,2483780
,CANTABIL,EQ,       261.82,                 11265868.56,43221
,CAPACITE,EQ,       258.70,                 20342059.65,78555
,CAPILLARY,EQ,       677.25,               1329944440.00,1941217
,CAPINVIT,IV,        74.49,                 14173710.74,189884
,CAPITALSFB,EQ,       261.20,                  7872947.45,30045
,CAPLIPOINT,EQ,      1945.60,                 51057955.00,26232
,CAPTRUST,EQ,        12.08,                  1653407.31,138159
,CARBORUNIV,EQ,       862.25,                 48783920.80,56641
,CARERATING,EQ,      1543.20,                 47189893.20,30691
,CARRARO,EQ,       529.15,                 24617230.35,46172
,CARTRADE,EQ,      2743.40,                846606664.90,300939
,CARYSIL,EQ,       907.00,                 24064666.60,26497
,CASHIETF,EQ,      1041.27,                 95227989.04,91453
,CASTROLIND,EQ,       182.66,                147628521.93,808261
,CCCL,BE,        19.11,                 11166621.33,565634
,CCHHL,EQ,        15.45,                   574900.26,38045
,CCL,EQ,       981.80,                132885044.40,135465
,CDSL,EQ,      1501.20,               1199610038.80,798177
,CEATLTD,EQ,      3776.40,                227263055.50,59749
,CEDAAR,SM,        93.10,                 23719200.00,250000
,CEIGALL,EQ,       231.42,                 12042231.06,51885
,CELEBRITY,EQ,         8.40,                   227333.49,26804
,CELLECOR,SM,        30.50,                  3400650.00,111000
,CELLO,EQ,       556.45,                 51168900.95,91538
,CELLPOINT,SM,        16.75,                    60780.00,3600
,CEMPRO,EQ,       815.95,                 96587051.85,118477
,CENTENKA,EQ,       436.25,                  2031773.90,4630
,CENTEXT,BE,        21.33,                  1041836.51,48696
,CENTRALBK,EQ,        36.14,                118024909.55,3261959
,CENTRUM,EQ,        28.92,                  2541940.68,87880
,CENTUM,EQ,      2268.60,                 30724564.70,13455
,CENTURYPLY,EQ,       829.90,                 35726891.70,42942
,CERA,EQ,      5352.50,                252019117.50,47374
,CEREBRAINT,BZ,         6.67,                   122477.73,18144
,CESC,EQ,       169.82,                345570702.82,2032888
,CEWATER,EQ,       458.50,                 40167978.10,87392
,CGCL,EQ,       181.01,                192809544.26,1057552
,CGRAPHICS,SM,       199.95,                  1439160.00,7200
,CHALET,EQ,       878.65,                110527711.75,125824
,CHAMBLFERT,EQ,       445.80,               3187445000.10,7054664
,CHAMUNDA,SM,        51.10,                  1077300.00,21000
,CHANDAN,SM,       291.15,                  6104760.00,20800
,CHAVDA,SM,       120.30,                   963100.00,8000
,CHEMBOND,EQ,       163.19,                   174076.24,1064
,CHEMBONDCH,EQ,       157.43,                  1784600.89,11362
,CHEMCON,EQ,       202.01,                  4552934.18,22548
,CHEMFAB,EQ,       452.35,                  5624180.20,12229
,CHEMICAL,EQ,        28.51,                 13897515.79,485795
,CHEMPLASTS,EQ,       256.35,                 21802972.25,84814
,CHENNPETRO,EQ,       915.75,                615700088.80,668153
,CHETANA,SM,        52.70,                   922160.00,17600
,CHEVIOT,EQ,      1054.00,                   331661.70,314
,CHOICEGOLD,EQ,       131.25,                 13264415.28,100703
,CHOICEIN,EQ,       756.30,                304071743.35,400531
,CHOLAHLDNG,EQ,      1857.40,                325261522.20,172845
,CIEINDIA,EQ,       394.35,                 49843821.75,126663
,CIFL,EQ,        35.57,                  9797735.48,272193
,CIGNITITEC,EQ,      1812.60,                177255838.90,98243
,CINELINE,EQ,        91.25,                  1086150.63,12052
,CINEVISTA,EQ,        14.73,                   275954.39,18690
,CLASSICEIL,SM,        70.10,                  1884880.00,25600
,CLEAN,EQ,       899.75,                 92774057.50,102603
,CLEDUCATE,EQ,        82.72,                  1601864.22,19380
,CLSEL,EQ,       261.95,                 12274032.05,46877
,CLSL,SM,        46.00,                   184000.00,4000
,CMNL,SM,       123.10,                   278437.50,2250
,CMRSL,SM,        71.25,                    57000.00,800
,CMSINFO,EQ,       346.10,                106545966.70,307983
,CNL,EQ,       757.80,                  9963563.25,13086
,COASTCORP,BE,        44.23,                  8216757.63,187621
,COCHINSHIP,EQ,      1560.40,                538566237.20,343460
,COFFEEDAY,EQ,        35.02,                 38013980.17,1048760
,COFORGE,EQ,      1866.80,               1507210940.30,810515
,COHANCE,EQ,       538.25,               1102341566.55,2051805
,COLPAL,EQ,      2160.40,                772282381.30,355988
,COMMITTED,ST,       216.85,                  1012640.00,4800
,COMMOIETF,EQ,        93.36,                  7315730.45,78404
,COMPINFO,BZ,         1.60,                    86953.91,54605
,COMPUSOFT,EQ,        16.29,                   374267.32,22793
,COMSYN,BE,       141.26,                   469469.06,3267
,CONCOR,EQ,       499.60,                547462368.30,1094602
,CONCORDBIO,EQ,      1379.40,                 63918482.00,46583
,CONFIPET,EQ,        35.12,                 25614264.41,741710
,CONNPLEX,SM,       254.35,                 10272560.00,40800
,CONS,EQ,       125.01,                 20415960.40,163036
,CONSOFINVT,EQ,       173.38,                  2361266.07,13603
,CONSUMBEES,EQ,       135.66,                 14823152.83,109149
,CONSUMER,EQ,        11.78,                  1580990.54,134015
,CONSUMIETF,EQ,       126.08,                  1217993.96,9656
,CONTI,SM,        22.80,                    75992.40,3333
,CONTROLPR,EQ,       718.75,                 10823489.00,15085
,COOLCAPS,SM,        74.45,                  7778625.00,106250
,CORALFINAC,EQ,        39.20,                  1170827.50,29785
,CORDSCABLE,EQ,       191.00,                  4307172.69,22544
,COROMANDEL,EQ,      2314.30,                313171371.90,134934
,CORONA,EQ,      1441.10,               4461793618.20,3127896
,COSMOFIRST,EQ,       695.85,                 33466865.15,47739
,COUNCODOS,EQ,         5.91,                   164509.10,27761
,CPCAP,EQ,       118.00,                  4782640.19,40494
,CPEDU,EQ,       268.10,                   839711.95,3105
,CPPLUS,EQ,      1535.70,                 71858320.40,46613
,CPS,SM,       991.90,                  2826915.00,2850
,CPSEETF,EQ,        88.86,                 51355531.34,578048
,CRAFTSMAN,EQ,      7039.00,                144336617.00,20479
,CRAMC,EQ,       292.70,                150376222.00,513037
,CRAYONS,SM,        40.40,                   309300.00,8000
,CREATIVEYE,EQ,         7.09,                   109439.98,15496
,CREDITACC,EQ,      1257.90,                164105669.40,128870
,CREST,EQ,       360.80,                  1587870.85,4390
,CRISIL,EQ,      4430.70,                135771915.40,30629
,CRIZAC,EQ,       288.15,                146899794.55,513567
,CROMPTON,EQ,       252.45,                412481277.05,1629647
,CROWN,EQ,       136.00,                  2212999.05,16069
,CSBBANK,EQ,       391.15,                 73396166.75,187004
,CSLFINANCE,EQ,       307.10,                  3112437.00,10270
,CSSL,ST,       110.20,                 16155050.00,147000
,CTE,EQ,        39.81,                   757711.93,18396
,CUB,EQ,       270.50,                451849127.55,1660819
,CUBEINVIT,IV,       136.50,                 20750000.00,150000
,CUBEXTUB,EQ,        95.27,                 13039822.33,133770
,CUDML,SM,       143.20,                  1881250.00,13000
,CUMMINSIND,EQ,      4494.30,               1287065981.30,286429
,CUPID,EQ,       421.15,               1679071288.95,4039133
,CURAA,BE,       119.56,                     9564.80,80
,CURIS,SM,       115.55,                  2445950.00,21000
,CURRENT,SM,       140.00,                   224000.00,1600
,CYBERMEDIA,BE,        16.49,                   163631.69,9995
,CYBERTECH,BE,       146.41,                  1363588.75,9292
,CYIENT,EQ,      1149.80,                314199705.80,273414
,CYIENTDLM,EQ,       419.80,                 30370209.65,72099
,DABUR,EQ,       497.20,                742524911.90,1484940
,DALBHARAT,EQ,      2066.50,                543628159.20,262389
,DALMIASUG,EQ,       304.25,                 17274691.10,56552
,DAMCAPITAL,EQ,       210.16,                 41424748.70,196129
,DAMODARIND,EQ,        30.55,                   124254.91,4023
,DANGEE,EQ,         3.67,                   370373.01,100118
,DANISH,SM,       647.25,                 14677605.00,22800
,DATAMATICS,EQ,       823.45,                 22278423.30,27021
,DATAPATTNS,EQ,      2581.20,                473333260.00,184150
,DAVANGERE,EQ,         3.98,                 14357229.73,3632214
,DBCORP,EQ,       255.75,                 14916998.00,58394
,DBEIL,EQ,       119.61,                  2161844.85,17977
,DBL,EQ,       440.40,                 55198044.95,124814
,DBOL,EQ,        78.39,                  4896290.92,61778
,DBREALTY,EQ,       118.00,                 69824572.78,587203
,DBSTOCKBRO,EQ,        25.29,                    56094.63,2232
,DCAL,EQ,       230.62,                 48586123.23,212761
,DCBBANK,EQ,       167.23,                131076583.87,783007
,DCCL,SM,        45.35,                   544100.00,12000
,DCG,SM,        64.25,                   306660.00,4800
,DCI,EQ,       248.90,                  7068659.05,27612
,DCM,EQ,        92.57,                   886278.99,9539
,DCMFINSERV,EQ,         5.30,                    82146.06,15294
,DCMNVL,EQ,       126.47,                   864064.85,6772
,DCMSHRIRAM,EQ,      1237.70,                 63819135.10,51330
,DCMSRIND,EQ,       167.78,                 21142647.83,126666
,DCW,EQ,        60.13,                 51663391.83,854306
,DCXINDIA,EQ,       160.25,                 49045985.44,304296
,DDEVPLSTIK,EQ,       286.10,                 16530121.00,58044
,DECCANCE,EQ,       770.65,                 67018286.60,85833
,DEEDEV,EQ,       223.00,                 12721213.62,56744
,DEEM,SM,        44.55,                   999650.00,23000
,DEEPAKFERT,EQ,      1221.40,                350575480.50,281526
,DEEPAKNTR,EQ,      1595.40,                220007421.80,139503
,DEEPINDS,EQ,       453.25,                 63102993.85,139249
,DELAPLEX,SM,       133.55,                   563760.00,4200
,DELHIVERY,EQ,       401.80,                616313174.20,1528982
,DELPHIFX,EQ,       248.00,                  5977031.90,23946
,DELTACORP,EQ,        71.90,                 73158179.08,1017022
,DELTAMAGNT,EQ,        71.71,                    78313.91,1095
,DELTIC,SM,        47.30,                   519450.00,11000
,DEN,EQ,        31.22,                  9658557.26,306764
,DENEERS,SM,       154.85,                   730350.00,4800
,DENORA,EQ,       725.00,                  1254112.90,1722
,DENTA,EQ,       313.75,                 45332720.10,143672
,DENTALKART,SM,       577.05,                  3953662.50,6750
,DESTINY,SM,       127.50,                  2498100.00,21000
,DEVIT,EQ,        36.89,                   905853.61,24455
,DEVX,EQ,        43.54,                  2638963.37,60997
,DEVYANI,EQ,       128.02,                282120495.40,2180349
,DGCONTENT,EQ,        32.19,                   101728.92,3170
,DHAMPURSUG,EQ,       131.98,                 41974316.99,315149
,DHANBANK,EQ,        25.00,                  8266230.92,329248
,DHANLAXMI,SM,        26.65,                  1793800.00,66000
,DHANUKA,EQ,      1190.00,                 15143056.50,12695
,DHARAN,BZ,         0.29,                  9012044.06,31076014
,DHARIWAL,ST,       324.60,                  3505680.00,10800
,DHARMAJ,EQ,       233.78,                  3939297.61,16902
,DHRUV,EQ,        52.28,                  7572091.82,146827
,DHTL,ST,        62.10,                    99360.00,1600
,DHUNINV,EQ,      1170.40,                   908914.90,781
,DIACABS,EQ,       139.87,                 74935501.07,535507
,DIAMINESQ,EQ,       260.90,                   404472.45,1541
,DIAMONDYD,EQ,      1099.50,                115998026.80,105672
,DICIND,EQ,       494.60,                  1605815.95,3256
,DIFFNKG,EQ,       312.80,                 14471586.05,46304
,DIGIDRIVE,EQ,        27.30,                   217542.79,7980
,DIGIKORE,SM,        79.35,                  1492420.00,19200
,DIGISPICE,BE,        24.57,                   570879.91,23316
,DIGITIDE,EQ,       138.34,                 11787873.50,84418
,DIGJAMLMTD,EQ,        52.16,                  2734609.28,51620
,DIL,EQ,         1.75,                   417219.61,235256
,DISHTV,EQ,         4.00,                  9917056.32,2492231
,DIVGIITTS,EQ,       589.35,                  1275436.45,2155
,DIVINEHIRA,ST,       179.55,                 20034960.00,116800
,DIVOPPBEES,EQ,        81.35,                  2201392.84,27029
,DIXON,EQ,     13628.00,               4353653586.00,318608
,DJML,EQ,        70.68,                 79160794.93,1130781
,DKEGL,SM,        72.25,                   325125.00,4500
,DLINKINDIA,EQ,       423.65,                 17968402.85,42248
,DMCC,EQ,       262.95,                  3185206.55,12208
,DNAMEDIA,EQ,         3.92,                   109815.33,27838
,DODLA,EQ,      1230.40,                 55778042.10,45532
,DOLATALGO,EQ,        84.42,                 69959730.03,821603
,DOLLAR,EQ,       360.10,                 20648794.90,57190
,DOLLEX,SM,        38.95,                   615800.00,16000
,DOLPHIN,EQ,       418.25,                 69993605.40,173402
,DOMS,EQ,      2548.60,                 48070634.10,18840
,DONEAR,EQ,        97.73,                  1568867.43,16017
,DPABHUSHAN,EQ,      1415.80,                  6703861.00,4732
,DPEL,ST,       268.10,                  6118625.00,22500
,DPSCLTD,EQ,        10.13,                  1447373.20,141911
,DPWIRES,EQ,       192.88,                  1281620.20,6622
,DRCSYSTEMS,EQ,        17.14,                  1134604.61,65961
,DREAMFOLKS,EQ,       112.62,                  7452386.41,66105
,DREDGECORP,EQ,      1021.10,                225941118.65,219188
,DRONE,SM,        66.95,                  1583975.00,23500
,DSSL,EQ,       997.10,                227232946.85,229734
,DTIL,EQ,       160.46,                   480685.73,2965
,DUCON,EQ,         3.59,                   785232.27,218155
,DUGLOBAL,SM,        32.25,                   161875.00,5000
,DURLAX,SM,        40.65,                   322900.00,8000
,DVL,EQ,       281.20,                  7796120.30,27566
,DWARKESH,EQ,        39.02,                 12543389.24,318535
,DYCL,EQ,       335.45,                 17417569.20,52047
,DYNAMATECH,EQ,      8824.00,                286341366.50,32295
,DYNAMIC,SM,       104.15,                  1805650.00,17500
,DYNPRO,EQ,       269.30,                  7032681.75,26151
,E2E,EQ,      2039.60,                147627182.30,71650
,EASEMYTRIP,EQ,         7.64,                 76198423.14,9930075
,EBANKNIFTY,EQ,        59.46,                   125871.62,2112
,EBBETF0430,EQ,      1562.11,                 28319677.29,18145
,EBBETF0431,EQ,      1395.04,                  6912134.61,4954
,EBBETF0433,EQ,      1268.14,                  2514543.39,1982
,EBGNG,EQ,       297.95,                 44554065.75,148163
,ECAPINSURE,EQ,        23.85,                  1052444.70,43968
,ECLERX,EQ,      4467.90,                302241680.60,66975
,ECOLINE,SM,       133.85,                  2158550.00,16000
,ECOSMOBLTY,EQ,       224.37,                 40529023.75,180997
,EDELWEISS,EQ,       106.44,                358903110.35,3353495
,EEPL,SM,       208.60,                  5476450.00,26000
,EFACTOR,ST,       325.00,                   525900.00,1600
,EFCIL,EQ,       300.15,                121692884.45,409500
,EFFWA,SM,       241.10,                  4188360.00,17200
,EFORCE,SM,        34.30,                   165180.00,4800
,EGOLD,EQ,       132.45,                125355532.55,946575
,EIDPARRY,EQ,      1027.80,                 61722175.50,59869
,EIEL,EQ,       201.30,                 62853662.69,310665
,EIFFL,EQ,       241.55,                  7452557.61,30910
,EIHAHOTELS,EQ,       356.30,                  1990333.70,5591
,EIHOTEL,EQ,       370.05,                 36528110.55,98823
,EIMCOELECO,EQ,      1569.10,                 40811619.30,25631
,EKC,EQ,       115.27,                 16370829.92,141172
,ELDEHSG,EQ,       896.95,                  7314418.60,8345
,ELECON,EQ,       481.15,                 64968613.20,134702
,ELECTCAST,EQ,        74.43,                 65962850.17,889028
,ELECTHERM,EQ,       847.35,                  5647604.65,6674
,ELGIEQUIP,EQ,       478.55,                281604460.85,587297
,ELGIRUBCO,EQ,        49.62,                  3517233.13,68585
,ELGNZ,SM,        99.90,                  3599700.00,36000
,ELIN,EQ,       163.43,                 11219514.59,68135
,ELIQUID,EQ,      1010.46,                  2536254.50,2510
,ELLEN,EQ,       353.60,                 23912701.80,67426
,ELM250,EQ,        16.57,                   328557.58,19723
,EMAMILTD,EQ,       542.35,                285992099.45,524724
,EMAMIPAP,EQ,        90.07,                   205498.22,2289
,EMAMIREAL,EQ,        82.45,                   475466.29,5764
,EMAPARTNER,SM,        86.60,                  4733000.00,54000
,EMBASSY,RR,       443.61,                152697954.19,346306
,EMBDL,BE,        64.58,                 64705265.04,991308
,EMCURE,EQ,      1381.40,                139915940.60,101258
,EMIL,EQ,       109.56,                 30228459.70,276159
,EMKAY,BE,       261.70,                  2700046.95,10235
,EMKAYTOOLS,SM,       120.70,                   342262.50,2850
,EMMBI,EQ,        99.32,                  1111904.16,11191
,EMMIL,SM,       190.00,                   712562.50,3750
,EMMVEE,EQ,       186.40,                422784172.07,2232561
,EMSLIMITED,EQ,       438.80,                146001153.30,336041
,EMUDHRA,EQ,       604.50,                 27726294.75,45756
,EMULTIMQ,EQ,        41.56,                  3674961.09,88449
,ENCOMPAS,ST,       175.40,                 62757720.00,357600
,ENDURANCE,EQ,      2610.40,                103448237.60,39762
,ENERGY,EQ,        34.82,                  1107801.88,31842
,ENERGYDEV,BE,        19.85,                   816552.63,41046
,ENFUSE,SM,       242.00,                   145200.00,600
,ENGINERSIN,EQ,       194.15,                181919677.41,937983
,ENIFTY,EQ,        25.91,                  1188312.95,45806
,ENIL,EQ,       114.02,                  2085094.60,18091
,ENSER,SM,        16.80,                  1368250.00,80000
,ENTERO,EQ,       998.20,                 37233550.40,37289
,ENVIRO,SM,       126.00,                  2684500.00,22000
,EPACK,EQ,       300.80,              10397985387.10,35215554
,EPACKPEB,EQ,       290.95,                258137781.85,881350
,EPIGRAL,EQ,      1418.00,                 13506065.60,9516
,EPL,EQ,       216.41,                172065175.05,792601
,EQUAL200,EQ,        13.27,                  1673256.52,125679
,EQUAL50,EQ,       329.92,                    83009.82,251
,EQUAL50ADD,EQ,       340.10,                  1561713.00,4584
,EQUIPPP,BE,        22.23,                  1277159.55,57968
,EQUITASBNK,EQ,        58.33,                 56974579.07,974690
,ERIS,EQ,      1556.80,                105866868.10,67547
,ESABINDIA,EQ,      6049.00,                 35854925.50,5867
,ESAFSFB,EQ,        26.17,                  4912622.63,186533
,ESCONET,SM,       143.00,                  2484060.00,17600
,ESCORTS,EQ,      3678.20,                143039155.10,38860
,ESENSEX,EQ,        84.89,                    76715.69,904
,ESFL,SM,       173.95,                  1706904.00,9720
,ESG,EQ,        44.05,                   242426.14,5503
,ESILVER,EQ,       193.14,                 74373035.77,385598
,ESPRIT,SM,        60.05,                  2410160.00,40000
,ESSARSHPNG,BE,        28.34,                  1781844.45,63051
,ESSENTIA,EQ,         1.58,                  2198226.15,1387242
,ESTER,EQ,       105.13,                  5604263.65,52919
,ETHOSLTD,EQ,      2990.70,                 47228616.10,15790
,ETL,SM,       882.05,                   794242.50,900
,ETML,SM,       106.00,                  2862600.00,26400
,EUREKAFORB,EQ,       641.75,                 79232635.00,122968
,EUROBOND,EQ,       184.56,                   250192.69,1364
,EUROPRATIK,EQ,       291.65,                 34158754.25,116841
,EUROTEXIND,BE,        15.66,                     4791.96,306
,EVEREADY,EQ,       330.20,                 19617024.90,59386
,EVERESTIND,EQ,       518.75,                  1062668.15,2042
,EVIETF,EQ,        31.00,                  2059048.41,66430
,EVINDIA,EQ,        31.00,                  2856864.10,92102
,EXCEL,EQ,         1.24,                  2643374.91,2132057
,EXCELINDUS,EQ,       926.60,                  3846849.60,4133
,EXCELSOFT,EQ,        94.12,                443622794.66,4640181
,EXICOM,EQ,       123.14,               1791872996.46,14236706
,EXIDEIND,EQ,       366.25,                487249298.20,1326473
,EXPLEOSOL,EQ,      1037.90,                 25550573.60,24281
,EXXARO,BE,         8.01,                  1273586.47,159509
,FABTECH,EQ,       223.41,                227214325.28,1012930
,FACT,EQ,       896.60,               4965311591.60,5465207
,FAIRCHEMOR,EQ,       681.25,                  5877394.50,8606
,FAZE3Q,EQ,       443.45,                  3662570.35,8221
,FCL,EQ,        24.36,                 25626102.23,1052477
,FCSSOFT,EQ,         1.95,                  3733851.20,1917313
,FDC,EQ,       420.85,                 18720635.40,44492
,FEDERALBNK,EQ,       262.20,               1595194555.00,6068364
,FEDFINA,EQ,       139.51,                 55571069.95,395169
,FEL,BZ,         0.47,                   105047.57,221752
,FELDVR,BZ,         3.14,                     9224.89,2986
,FELIX,SM,       152.50,                  2736500.00,18000
,FIBERWEB,EQ,        35.97,                   825059.07,22808
,FIEMIND,EQ,      2289.00,                194422582.80,83608
,FILATEX,EQ,        52.56,                 37723825.02,710786
,FILATFASH,EQ,         0.40,                 19113360.06,47668425
,FINBUD,SM,       132.55,                  5139450.00,38000
,FINCABLES,EQ,       779.60,                261061574.00,337474
,FINEORG,EQ,      4316.20,                 25997272.30,5999
,FINIETF,EQ,        31.81,                 12998235.00,406743
,FINKURVE,EQ,       103.60,                  1166348.82,11173
,FINOPB,EQ,       261.75,                 69411914.75,263091
,FINPIPE,EQ,       167.14,                112546815.68,675511
,FIRSTCRY,EQ,       289.80,                303355914.15,1044130
,FISCHER,EQ,        43.67,                 32259760.93,734164
,FIVESTAR,EQ,       591.55,               2591855538.75,4366164
,FLAIR,EQ,       288.85,                 15718522.85,54127
,FLEXIADD,EQ,        10.67,                  1972995.82,184795
,FLEXITUFF,EQ,        15.33,                    43306.53,2854
,FLFL,BZ,         1.43,                    15802.10,11055
,FLUOROCHEM,EQ,      3522.70,                 94332595.50,26943
,FLYSBS,ST,       522.85,                  5572680.00,10600
,FMCGIETF,EQ,        58.74,                 86225258.12,1463384
,FMGOETZE,EQ,       452.95,                 22046254.00,48249
,FMNL,EQ,         8.96,                   324758.90,35966
,FOCUS,EQ,        77.34,                  4405802.35,57108
,FONEBOX,ST,        95.80,                   291300.00,3000
,FOODSIN,EQ,        70.24,                 14896639.84,211846
,FORCAS,SM,       128.80,                 10206000.00,81600
,FORCEMOT,EQ,     17330.00,                443037681.00,25508
,FORGEAUTO,SM,       119.00,                   142800.00,1200
,FORTIS,EQ,       875.00,               1865786876.05,2131839
,FOSECOIND,EQ,      5068.50,                  3193330.00,626
,FRESHARA,SM,       153.65,                 81340170.00,525000
,FROG,SM,       159.80,                  1347100.00,8400
,FSL,EQ,       342.75,                 77098423.20,225383
,FUSION,EQ,       155.94,                 24191453.09,155110
,FWSTC,ST,       225.65,                 23429340.00,105000
,GABRIEL,EQ,       975.00,                216639806.50,222648
,GAEL,EQ,       115.54,                 54782726.32,473112
,GAJANAND,SM,        10.50,                    64350.00,6000
,GALAPREC,EQ,       738.75,                  3073797.95,4143
,GALAXYSURF,EQ,      1987.30,                 18433995.20,9271
,GALLANTT,EQ,       594.85,                231268225.10,391606
,GANDHAR,EQ,       140.03,                142582963.10,1020973
,GANDHITUBE,EQ,       764.60,                  1155353.05,1499
,GANECOS,EQ,       920.10,                103773429.00,113566
,GANESHBE,EQ,        80.05,                  3901817.25,48875
,GANESHCP,EQ,       234.20,                  6599817.10,28152
,GANESHHOU,EQ,       810.70,                 28628789.20,35348
,GANESHIN,SM,       221.65,                 31128560.00,140800
,GANGABATH,SM,        21.85,                    65550.00,3000
,GANGAFORGE,EQ,         3.02,                   294270.74,97254
,GANGESSECU,EQ,       143.15,                   317729.62,2210
,GARFIBRES,EQ,       672.50,                 26088294.80,38746
,GARUDA,EQ,       204.20,                108480886.96,526836
,GATECH,EQ,         0.53,                  2772000.72,5121184
,GATECHDVR,EQ,         0.49,                   337254.94,674001
,GATEWAY,EQ,        60.91,                 50580539.89,831584
,GAYAHWS,BE,         3.20,                   895112.30,279091
,GCSL,BE,       369.50,                  9575823.70,25911
,GEECEE,EQ,       342.40,                  1228157.15,3586
,GEEKAYWIRE,EQ,        32.46,                  2205886.03,68066
,GEMAROMA,EQ,       146.85,                 78708372.07,528482
,GENCON,EQ,        47.43,                 20934978.89,444767
,GENESYS,EQ,       419.85,                 53368827.50,127630
,GENSOL,BZ,        27.72,                  1448641.72,51735
,GENUSPAPER,EQ,        13.43,                   294429.95,21914
,GENUSPOWER,EQ,       301.95,                 69928306.95,231489
,GEOJITFSL,EQ,        79.23,                901154223.03,11638006
,GESHIP,EQ,      1105.10,                181820143.40,163641
,GFLLIMITED,EQ,        58.13,                  3157426.29,54319
,GGBL,SM,       325.55,                  6207195.00,18900
,GHCL,EQ,       565.20,                 59632044.85,105198
,GHCLTEXTIL,EQ,        73.83,                 13040242.27,177614
,GICHSGFIN,EQ,       169.88,                 30479718.66,182826
,GICL,SM,        47.60,                  7217100.00,150000
,GICRE,EQ,       377.60,                 56204469.25,148065
,GILLANDERS,EQ,       102.09,                   660350.87,6423
,GILLETTE,EQ,      8069.00,                189939020.50,23398
,GILT5YBEES,EQ,        63.38,                  8853257.97,139719
,GINNIFILA,EQ,        38.48,                  4228610.08,109746
,GIPCL,EQ,       148.49,                 20776641.06,139072
,GIRIRAJ,SM,       182.40,                   957000.00,5250
,GKENERGY,EQ,       168.71,                240460607.66,1420496
,GKWLIMITED,EQ,      1713.80,                   445065.40,258
,GLAND,EQ,      1664.50,                 74159074.30,44392
,GLAXO,EQ,      2585.50,                108330624.60,41890
,GLENMARK,EQ,      1966.50,                979543930.30,497164
,GLOBAL,BE,        89.82,                  1738990.73,19774
,GLOBALE,EQ,        11.58,                    89275.05,7724
,GLOBALPET,SM,       117.65,                    88237.50,750
,GLOBALVECT,EQ,       197.85,                  1126749.64,5666
,GLOBE,EQ,         2.44,                  1268610.85,514284
,GLOBECIVIL,EQ,        60.85,                  2625105.35,42945
,GLOBUSSPR,EQ,       978.50,                 29872460.00,30575
,GLOSTERLTD,EQ,       649.25,                  2898499.60,4491
,GLOTTIS,EQ,        60.06,                  8103776.35,133784
,GMBREW,EQ,       975.70,                 69798917.40,71174
,GMDCLTD,EQ,       521.45,                789327650.85,1505155
,GML,SM,        22.25,                   502700.00,22000
,GMMPFAUDLR,EQ,      1052.40,                 43327544.50,40960
,GMRAIRPORT,EQ,       103.52,               1390375196.13,13369715
,GMRP&UI,EQ,       115.63,                109081827.80,939300
,GNA,EQ,       307.50,                  8400595.30,27180
,GNFC,EQ,       491.95,                 89943077.80,182062
,GOACARBON,EQ,       416.05,                 36012989.65,86736
,GOCLCORP,EQ,       302.80,                 64083390.10,204858
,GOCOLORS,EQ,       464.75,                 34816972.35,74664
,GODAVARIB,EQ,       270.21,                 34608593.18,128666
,GODFRYPHLP,EQ,      2865.10,                506655163.10,176818
,GODIGIT,EQ,       345.40,                 76866060.50,221629
,GODREJAGRO,EQ,       579.40,                 51444880.95,88537
,GODREJIND,EQ,      1014.80,                 21859512.90,21485
,GODREJPROP,EQ,      2023.60,                482346988.00,237245
,GOKEX,EQ,       823.20,                 91401644.95,110884
,GOKUL,EQ,        39.82,                   493338.36,12357
,GOKULAGRO,EQ,       192.67,                 61104249.47,315281
,GOLD1,EQ,       110.44,                464661754.03,4208175
,GOLD360,EQ,       129.30,                  3687204.75,28485
,GOLDADD,EQ,       128.49,                 29404581.75,228801
,GOLDBEES,EQ,       109.56,               3982891430.68,36341576
,GOLDBND,EQ,       132.81,                   454604.50,3432
,GOLDCASE,EQ,        20.82,                173580954.91,8338476
,GOLDENTOBC,BZ,        32.00,                    55589.23,1730
,GOLDETF,EQ,       128.69,                308446204.84,2396361
,GOLDIAM,EQ,       372.70,                 45688864.60,122655
,GOLDIETF,EQ,       113.22,                619391268.87,5464214
,GOLDSHARE,EQ,       111.35,                135454261.55,1216640
,GOLDSTAR,SM,         7.35,                    82687.50,11250
,GOLDTECH,EQ,        52.01,                  1075447.01,20655
,GOODLUCK,EQ,      1076.60,                 59629150.70,54986
,GOPAL,EQ,       316.70,                 17259409.20,54681
,GOYALALUM,EQ,         6.98,                   402267.70,57442
,GOYALSALT,SM,       159.00,                   190800.00,1200
,GPECO,SM,       438.65,                  5244270.00,12000
,GPIL,EQ,       242.31,                671604388.45,2721310
,GPPL,EQ,       191.94,                405219767.75,2100842
,GPTHEALTH,EQ,       140.40,                  6174030.63,43949
,GPTINFRA,EQ,       105.09,                 20041144.91,189938
