MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,HI_52_WK,LO_52_WK
N,ST,AIMTRON,AIMTRON ELECTRONICS LTD,       803.60,       786.05,       814.05,       786.05,       803.55,                 10109470.00,12600, ,      1040.00,       358.00
N,SM,AKANKSHA,AKANKSHA POWER N INFRA L,        72.85,        72.15,        72.15,        72.15,        72.15,                   144300.00,2000, ,       168.85,        72.05
N,ST,AKIKO,AKIKO GLOBAL SERVICES L,       272.00,       272.00,       272.00,       258.50,       261.75,                   636400.00,2400, ,       299.30,        62.00
N,SM,ALLETEC,ALL E TECHNOLOGIES LTD,       216.60,       219.50,       219.95,       214.20,       214.20,                  2259060.00,10400, ,       592.00,       213.05
N,SM,ALPEXSOLAR,ALPEX SOLAR LIMITED,       861.50,       854.00,       858.00,       845.00,       848.70,                 24673290.00,29000, ,      1449.70,       495.00
N,SM,AMEYA,AMEYA PRECISION ENG LTD,       103.00,       103.00,       103.00,        99.95,        99.95,                   405900.00,4000, ,       127.25,        91.90
N,ST,AMCL,ANB METAL CAST LIMITED,       359.00,       357.25,       357.25,       349.35,       349.35,                  1687920.00,4800, ,       369.25,       161.70
N,SM,ANLON,ANLON TECHNOLOGY SOL LTD,       416.00,       414.95,       418.85,       412.00,       413.00,                  2320740.00,5600, ,       497.00,       239.00
N,SM,ANNAPURNA,ANNAPURNA SWADISHT LTD,       225.00,       227.95,       232.10,       225.00,       225.00,                  4494412.50,19750, ,       441.00,       208.00
G,ST,ANONDITA,ANONDITA MEDICARE LIMITED,       720.30,       706.00,       706.00,       705.90,       705.90,                  2117800.00,3000, ,       741.85,       261.75
N,SM,ANYA,ANYA POLYTECH & FERTI LTD,        21.70,        21.75,        21.80,        21.25,        21.25,                  1514250.00,70000, ,        29.05,        16.20
N,SM,APEXECO,APEX ECOTECH LIMITED,       131.50,       131.50,       131.50,       131.50,       131.50,                   210400.00,1600, ,       169.00,        73.00
N,SM,APRAMEYA,APRAMEYA ENGINEERING LTD,       334.00,       324.30,       325.00,       320.00,       320.35,                  6948325.00,21500, ,       360.00,        86.50
N,SM,ARCIIL,ARC INSULATION & INSU LTD,        75.60,        73.50,        73.50,        73.50,        73.50,                  1764000.00,24000, ,       145.00,        65.10
N,ST,ARHAM,ARHAM TECHNOLOGIES LTD,       140.50,       141.00,       143.00,       141.00,       142.90,                  1421500.00,10000, ,       161.00,        70.80
N,SM,ARISTO,ARISTO BIO T AND LIFESC L,       115.00,       120.75,       120.75,       120.75,       120.75,                    96600.00,800, ,       152.90,        84.55
N,SM,ARUNAYA,ARUNAYA ORGANICS LIMITED,        18.00,        18.00,        18.00,        17.55,        17.70,                   106200.00,6000, ,        46.50,        17.55
N,SM,ARVINDPORT,ARVIND PORT AND INFRA LTD,        42.25,        44.25,        44.35,        44.15,        44.35,                   730800.00,16500, ,        99.70,        41.25
N,ST,ASCOM,ASCOM LEASIN & INVEST LTD,       115.00,       117.00,       117.00,       117.00,       117.00,                   585000.00,5000, ,       134.25,        76.55
N,SM,ASHALOG,ASHAPURA LOGISTICS LTD,        68.00,        67.00,        68.00,        67.00,        68.00,                   270550.00,4000, ,       102.95,        60.00
G,ST,ASLIND,ASL INDUSTRIES LIMITED,       105.45,       107.55,       107.55,       107.55,       107.55,                   430200.00,4000, ,       107.55,        29.00
N,SM,ASPIRE,ASPIRE & INNOVATIVE ADV L,        18.70,        18.70,        19.30,        18.70,        19.30,                    76000.00,4000, ,        47.45,        16.30
N,SM,ATCENERGY,ATC ENERGIES SYSTEM LTD,        39.05,        39.50,        40.50,        38.30,        38.55,                  1084620.00,27600, ,       115.35,        37.25
N,SM,ATMASTCO,ATMASTCO LIMITED,       149.40,       151.80,       151.80,       140.00,       140.95,                  7942560.00,55200, ,       300.80,       140.00
N,SM,AUROIMPEX,AURO IMPEX & CHEMICALS L,        39.20,        39.00,        39.00,        39.00,        39.00,                    62400.00,1600, ,        89.10,        35.75
N,SM,APS,AUSTRALIAN PREM SOLAR I L,       377.90,       379.50,       381.50,       373.00,       375.85,                  5459862.50,14500, ,       654.00,       345.00
N,SM,AVIANSH,AVI ANSH TEXTILE LIMITED,       116.50,       116.50,       117.00,       115.00,       115.90,                   696750.00,6000, ,       122.00,        93.80
N,SM,AVPINFRA,AVP INFRACON LIMITED,       123.05,       123.05,       124.45,       122.00,       123.35,                  2655200.00,21600, ,       264.30,       118.45
N,SM,BAGDIGITAL,B.A.G.CONVERGENCE LIMITED,       124.50,       124.50,       124.50,       121.25,       121.25,                  2764880.00,22400, ,       137.00,        95.75
N,SM,BAHETI,BAHETI RECYCLING IND LTD,       622.30,       621.00,       635.00,       621.00,       629.55,                 30649631.25,48750, ,       649.90,       328.10
N,SM,BALAJIPHOS,BALAJI PHOSPHATES LIMITED,       142.00,       142.00,       145.00,       140.00,       145.00,                 11654500.00,82000, ,       184.70,        72.60
N,SM,BARFLEX,BARFLEX POLYFILMS LIMITED,        76.45,        76.35,        76.35,        76.00,        76.00,                  1216800.00,16000, ,        82.40,        41.15
N,SM,BASILIC,BASILIC FLY STUDIO LTD,       320.90,       321.90,       323.00,       317.50,       319.40,                  2597160.00,8100, ,       509.80,       223.15
N,SM,BAWEJA,BAWEJA STUDIOS LIMITED,        38.50,        38.25,        38.25,        38.00,        38.00,                   121960.00,3200, ,        79.00,        37.60
N,ST,BEACON,BEACON TRUSTEESHIP LTD,        86.85,        86.75,        90.55,        86.75,        89.70,                  1246100.00,14000, ,       105.45,        50.00
N,SM,BEWLTD,BEW ENGINEERING LIMITED,       122.65,       123.80,       124.85,       123.80,       124.70,                   373750.00,3000, ,       295.00,       110.40
N,SM,BHADORA,BHADORA INDUSTRIES LTD,        81.00,        81.00,        82.00,        81.00,        82.00,                   294000.00,3600, ,       128.85,        71.05
N,SM,BIKEWO,BIKEWO GREEN TECH LIMITED,        20.35,        19.90,        20.20,        19.35,        19.50,                  1172300.00,60000, ,        30.95,        13.65
N,SM,BLUEPEBBLE,BLUE PEBBLE LIMITED,       119.40,       118.00,       133.00,       113.10,       121.05,                  4738840.00,38800, ,       370.85,        88.00
N,SM,BLUEWATER,BLUE WATER LOGISTICS LTD,       147.00,       143.00,       143.00,       143.00,       143.00,                   286000.00,2000, ,       187.20,       125.40
N,SM,BMETRICS,BOMBAY METRICS S C LTD,        40.50,        41.20,        42.00,        41.20,        42.00,                   100160.00,2400, ,        63.20,        38.10
N,SM,BOSS,BOSS PACKAGING SOLU LTD,        43.20,        43.00,        43.20,        43.00,        43.20,                   172400.00,4000, ,        56.30,        36.55
N,SM,BRACEPORT,BRACE PORT LOGISTICS LTD,        86.25,        85.00,        85.00,        85.00,        85.00,                   136000.00,1600, ,       111.00,        69.00
N,SM,CPS,C P S SHAPERS LIMITED,       944.70,       991.90,       991.90,       991.90,       991.90,                  2826915.00,2850, ,      1095.00,       412.00
N,SM,C2C,C2C ADVANCED SYSTEMS LTD,       475.95,       481.00,       485.00,       464.95,       469.25,                 27406710.00,57450, ,       954.00,       250.15
N,SM,CADSYS,CADSYS (INDIA) LIMITED,        40.40,        42.20,        42.20,        40.40,        40.40,                   101900.00,2500, ,       127.90,        35.60
N,SM,CANARYS,CANARYS AUTOMATIONS LTD,        30.50,        31.50,        31.90,        31.00,        31.30,                  1261400.00,40000, ,        46.40,        23.50
N,SM,CUDML,CASH UR DRIVE MARKETING L,       145.45,       146.25,       146.25,       142.25,       143.20,                  1881250.00,13000, ,       166.50,       130.00
N,SM,CEDAAR,CEDAAR TEXTILE LIMITED,        90.75,        94.00,        99.80,        90.95,        93.10,                 23719200.00,250000, ,       136.30,        60.00
N,SM,CELLPOINT,CELL POINT (INDIA) LTD,        17.00,        17.00,        17.00,        16.75,        16.75,                    60780.00,3600, ,        28.60,        15.60
N,SM,CELLECOR,CELLECOR GADGETS LIMITED,        31.15,        30.80,        30.95,        30.40,        30.50,                  3400650.00,111000, ,        81.50,        25.75
N,SM,CMNL,CHAMAN METALLICS LIMITED,       125.00,       125.00,       125.00,       123.10,       123.10,                   278437.50,2250, ,       183.90,       114.75
N,SM,CHAMUNDA,CHAMUNDA ELECTRICAL LTD,        51.40,        51.35,        51.35,        51.10,        51.10,                  1077300.00,21000, ,        71.00,        36.10
N,SM,CHANDAN,CHANDAN HEALTHCARE LTD,       293.90,       290.00,       299.90,       290.00,       291.15,                  6104760.00,20800, ,       358.00,       140.00
N,SM,CHAVDA,CHAVDA INFRA LIMITED,       122.00,       122.00,       122.40,       119.00,       120.30,                   963100.00,8000, ,       186.00,        82.10
N,SM,CHETANA,CHETANA EDUCATION LIMITED,        56.35,        54.00,        54.00,        51.05,        52.70,                   922160.00,17600, ,       129.00,        51.05
N,SM,CLASSICEIL,CLASSIC ELECTRODE (IND) L,        73.70,        78.00,        78.00,        70.00,        70.10,                  1884880.00,25600, ,       113.90,        66.00
N,ST,CSSL,CLEAR SECURED SERVICES L,       105.50,       105.50,       110.75,       105.50,       110.20,                 16155050.00,147000, ,       119.00,        96.75
N,ST,COMMITTED,COMMITTED CARGO CARE LTD,       206.55,       206.55,       216.85,       206.55,       216.85,                  1012640.00,4800, ,       274.05,        88.90
N,SM,CONNPLEX,CONNPLEX CINEMAS LIMITED,       256.05,       249.05,       257.15,       248.00,       254.35,                 10272560.00,40800, ,       270.00,       177.00
N,SM,CONTI,CONTINENTAL SEED CHEM LTD,        24.00,        22.80,        22.80,        22.80,        22.80,                    75992.40,3333, ,        41.60,        19.30
N,SM,COOLCAPS,COOL CAPS INDUSTRIES LTD,        73.50,        74.45,        74.85,        71.60,        74.45,                  7778625.00,106250, ,       931.00,        67.25
N,SM,CRAYONS,CRAYONS ADVERTISING LTD,        39.70,        37.90,        40.40,        37.00,        40.40,                   309300.00,8000, ,       109.00,        37.00
N,SM,CGRAPHICS,CREATIVE GRAPHICS S IND L,       200.00,       201.80,       201.80,       198.20,       199.95,                  1439160.00,7200, ,       259.00,       134.40
N,SM,CLSL,CROP LIFE SCIENCE LIMITED,        46.00,        46.00,        46.00,        46.00,        46.00,                   184000.00,4000, ,        62.80,        42.25
N,SM,CURIS,CURIS LIFESCIENCES LTD,       118.20,       115.10,       118.55,       114.05,       115.55,                  2445950.00,21000, ,       147.90,       107.00
N,SM,CURRENT,CURRENT INFRAPROJECTS LTD,       145.50,       140.00,       140.00,       140.00,       140.00,                   224000.00,1600, ,       163.00,       123.05
N,SM,CMRSL,CYBER MEDIA RES & SER LTD,        75.00,        71.25,        71.25,        71.25,        71.25,                    57000.00,800, ,       118.00,        64.00
N,SM,DKEGL,D K ENTERPRISES GLOBAL L,        72.00,        72.25,        72.25,        72.25,        72.25,                   325125.00,4500, ,        88.50,        56.50
N,SM,DANISH,DANISH POWER LIMITED,       640.55,       649.95,       649.95,       636.05,       647.25,                 14677605.00,22800, ,      1316.00,       599.95
N,SM,DCCL,DAR CREDIT & CAPITAL LTD,        47.20,        45.50,        46.20,        45.00,        45.35,                   544100.00,12000, ,        66.00,        44.00
N,SM,DCG,DCG CABLES & WIRES LTD,        67.50,        64.00,        65.00,        63.00,        64.25,                   306660.00,4800, ,       126.40,        55.00
N,SM,DENEERS,DE NEERS TOOLS LIMITED,       152.50,       152.50,       154.90,       151.00,       154.85,                   730350.00,4800, ,       374.80,       132.00
N,SM,DEEM,DEEM ROLL TECH LIMITED,        40.45,        41.00,        45.00,        41.00,        44.55,                   999650.00,23000, ,        94.90,        38.35
N,SM,DELAPLEX,DELAPLEX LIMITED,       135.00,       135.00,       135.00,       132.60,       133.55,                   563760.00,4200, ,       248.00,       126.00
N,SM,DELTIC,DELTA AUTOCORP LIMITED,        46.20,        46.00,        48.00,        46.00,        47.30,                   519450.00,11000, ,       183.75,        43.00
N,SM,DESTINY,DESTINY LOGISTICS & I LTD,       124.50,       118.30,       127.50,       118.30,       127.50,                  2498100.00,21000, ,       175.00,        67.80
N,SM,DHANLAXMI,DHANLAXMI CROP SCIENCE L,        27.95,        27.95,        28.70,        25.05,        26.65,                  1793800.00,66000, ,       110.00,        25.05
G,ST,DHARIWAL,DHARIWALCORP LIMITED,       318.25,       324.60,       324.60,       324.60,       324.60,                  3505680.00,10800, ,       371.30,        90.50
N,SM,DIGIKORE,DIGIKORE STUDIOS LIMITED,        76.50,        76.10,        83.00,        74.85,        79.35,                  1492420.00,19200, ,       310.50,        64.80
N,ST,DIVINEHIRA,DIVINE HIRA JEWELLERS LTD,       171.00,       172.00,       179.55,       168.75,       179.55,                 20034960.00,116800, ,       192.80,        43.00
N,ST,DPEL,DIVINE POWER ENERGY LTD,       274.95,       274.00,       276.90,       268.00,       268.10,                  6118625.00,22500, ,       305.70,        92.05
N,ST,DHTL,DOCMODE HEALTH TECH LTD,        65.35,        62.10,        62.10,        62.10,        62.10,                    99360.00,1600, ,       125.20,        36.90
N,SM,DOLLEX,DOLLEX AGROTECH LIMITED,        38.90,        38.00,        38.95,        38.00,        38.95,                   615800.00,16000, ,        44.25,        32.00
N,SM,DRONE,DRONE DESTINATION LIMITED,        66.80,        68.40,        68.40,        66.60,        66.95,                  1583975.00,23500, ,       219.85,        64.55
N,SM,DUGLOBAL,DUDIGITAL GLOBAL LIMITED,        30.50,        32.50,        32.50,        32.25,        32.25,                   161875.00,5000, ,        70.00,        28.05
N,SM,DURLAX,DURLAX TOP SURFACE LTD,        40.05,        40.00,        40.75,        40.00,        40.65,                   322900.00,8000, ,        63.55,        32.70
N,SM,DYNAMIC,DYNAMIC SRVCS & SEC LTD,       106.05,       106.95,       106.95,       101.30,       104.15,                  1805650.00,17500, ,       391.80,        85.40
N,ST,EFACTOR,E FACTOR EXPERIENCES LTD,       325.00,       339.75,       339.75,       325.00,       325.00,                   525900.00,1600, ,       348.00,       127.50
N,SM,ECOLINE,ECOLINE EXIM LIMITED,       138.50,       136.05,       136.05,       133.25,       133.85,                  2158550.00,16000, ,       143.90,       126.05
N,SM,EFFWA,EFFWA INFRA & RESEARCH L,       245.65,       247.00,       247.95,       239.30,       241.10,                  4188360.00,17200, ,       272.95,       147.55
N,SM,EFORCE,ELECTRO FORCE (INDIA) LTD,        35.00,        34.50,        34.50,        34.30,        34.30,                   165180.00,4800, ,        64.50,        29.20
N,SM,ELGNZ,ELEGANZ INTERIORS LIMITED,       103.00,       100.80,       100.90,        99.00,        99.90,                  3599700.00,36000, ,       163.50,        94.00
N,SM,EMAPARTNER,EMA PARTNERS INDIA LTD,        90.95,        90.95,        90.95,        86.00,        86.60,                  4733000.00,54000, ,       158.80,        83.00
N,SM,ETML,EMERALD TYRE MANUF LTD,       108.40,       108.00,       108.65,       106.00,       106.00,                  2862600.00,26400, ,       198.95,        96.10
N,SM,EMKAYTOOLS,EMKAY TAP & CUT. TOOL LTD,       120.00,       120.05,       122.00,       119.00,       120.70,                   342262.50,2850, ,       501.90,       119.00
N,SM,ETL,EMKAY TOOLS LIMITED,       898.80,       880.00,       888.80,       880.00,       882.05,                   794242.50,900, ,      1235.00,       721.10
N,ST,ENCOMPAS,ENCOMPASS DESIGN INDIA L,       183.50,       175.20,       180.60,       174.35,       175.40,                 62757720.00,357600, ,       203.30,       174.35
N,SM,EMMIL,ENERGY MISSION MACH IND L,       190.00,       190.00,       190.10,       190.00,       190.00,                   712562.50,3750, ,       341.00,       162.10
N,SM,ENFUSE,ENFUSE SOLUTIONS LIMITED,       230.00,       242.00,       242.00,       242.00,       242.00,                   145200.00,600, ,       284.00,       164.00
N,SM,ENSER,ENSER COMMUNICATIONS LTD,        18.00,        17.95,        17.95,        16.70,        16.80,                  1368250.00,80000, ,       321.00,        13.35
N,SM,ENVIRO,ENVIROTECH SYSTEMS LTD,       126.60,       118.00,       126.95,       118.00,       126.00,                  2684500.00,22000, ,       173.00,        90.05
N,SM,EEPL,EPPELTONE ENGINEERS LTD,       218.05,       214.05,       214.05,       208.00,       208.60,                  5476450.00,26000, ,       267.90,       160.05
N,SM,ESCONET,ESCONET TECHNOLOGIES LTD,       142.15,       141.05,       144.95,       138.05,       143.00,                  2484060.00,17600, ,       410.00,       138.05
N,SM,ESPRIT,ESPRIT STONES LIMITED,        60.50,        60.00,        60.80,        59.00,        60.05,                  2410160.00,40000, ,       159.45,        57.75
N,SM,ESFL,ESSEN SPECIALITY FILMS L,       177.05,       177.00,       179.40,       173.25,       173.95,                  1706904.00,9720, ,       744.85,       168.25
N,SM,FELIX,FELIX INDUSTRIES LTD.,       151.70,       151.70,       154.40,       150.00,       152.50,                  2736500.00,18000, ,       220.00,       108.00
N,SM,FINBUD,FINBUD FINANCIAL SERV LTD,       140.15,       140.15,       140.15,       131.05,       132.55,                  5139450.00,38000, ,       164.85,       110.00
N,ST,FLYSBS,FLYSBS AVIATION LIMITED,       525.15,       539.00,       539.00,       520.00,       522.85,                  5572680.00,10600, ,       790.00,       427.50
N,ST,FWSTC,FLYWINGS SIMULAT T C LTD,       214.95,       216.10,       225.65,       216.10,       225.65,                 23429340.00,105000, ,       225.65,       186.00
N,ST,FONEBOX,FONEBOX RETAIL LIMITED,       100.00,        98.00,        98.00,        95.80,        95.80,                   291300.00,3000, ,       136.00,        68.85
N,SM,FORCAS,FORCAS STUDIO LIMITED,       125.85,       125.00,       128.80,       124.95,       128.80,                 10206000.00,81600, ,       140.00,        65.05
N,SM,FORGEAUTO,FORGE AUTO INTERNATION L,       124.00,       119.00,       119.00,       119.00,       119.00,                   142800.00,1200, ,       175.50,        60.00
N,SM,FRESHARA,FRESHARA AGRO EXPORTS LTD,       150.70,       153.35,       161.85,       150.15,       153.65,                 81340170.00,525000, ,       221.95,       117.20
N,SM,FROG,FROG INNOVATIONS LIMITED,       162.15,       162.15,       162.15,       159.00,       159.80,                  1347100.00,8400, ,       458.00,       150.00
N,SM,GAJANAND,GAJANAND INTERNATIONAL L,        11.00,        10.95,        10.95,        10.50,        10.50,                    64350.00,6000, ,        20.00,         9.65
N,SM,GML,GALAXY MEDICARE LIMITED,        23.00,        23.00,        23.10,        22.25,        22.25,                   502700.00,22000, ,        54.00,        18.10
N,SM,GGBL,GANESH GREEN BHARAT LTD,       334.15,       333.00,       334.00,       322.00,       325.55,                  6207195.00,18900, ,       635.00,       282.20
N,SM,GANESHIN,GANESH INFRAWORLD LIMITED,       220.90,       222.50,       222.50,       218.50,       221.65,                 31128560.00,140800, ,       279.80,       106.25
N,SM,GANGABATH,GANGA BATH FITTINGS LTD,        21.85,        21.85,        21.85,        21.85,        21.85,                    65550.00,3000, ,        59.00,        21.15
N,SM,GIRIRAJ,GIRIRAJ CIVIL DEVP LTD,       173.75,       180.00,       182.40,       180.00,       182.40,                   957000.00,5250, ,       409.00,        96.80
N,SM,GLOBALPET,GLOBAL PET INDUSTRIES LTD,       130.00,       117.65,       117.65,       117.65,       117.65,                    88237.50,750, ,       159.70,        93.10
N,SM,GICL,GLOBE INTL CARRIERS LTD,        48.10,        48.85,        48.85,        47.30,        47.60,                  7217100.00,150000, ,       179.00,        40.00
N,ST,GSTL,GLOBESECURE TECHNO LTD,        13.35,        13.90,        13.95,        12.70,        13.95,                   876650.00,65000, ,        37.30,         5.95
N,SM,GOLDSTAR,GOLDSTAR POWER LIMITED,         7.35,         7.35,         7.35,         7.35,         7.35,                    82687.50,11250, ,        13.50,         6.80
N,SM,GOYALSALT,GOYAL SALT LIMITED,       160.00,       159.00,       159.00,       159.00,       159.00,                   190800.00,1200, ,       216.00,       142.00
N,SM,GPECO,GP ECO SOLUTIONS INDIA L,       433.70,       450.00,       450.00,       432.10,       438.65,                  5244270.00,12000, ,       616.50,       230.00
N,SM,GRAPHISAD,GRAPHISADS LIMITED,        41.40,        40.65,        43.40,        39.45,        42.80,                  3591780.00,86400, ,        66.50,        30.40
N,SM,GREENCHEF,GREENCHEF APPLIANCES LTD,        56.20,        57.00,        57.00,        57.00,        57.00,                    45600.00,800, ,        90.00,        48.15
N,SM,GREENLEAF,GREENLEAF ENVIROTECH LTD,       166.60,       175.00,       175.00,       167.00,       171.95,                  1031200.00,6000, ,       179.65,       111.00
N,SM,GRETEX,GRETEX INDUSTRIES LTD.,       195.00,       190.00,       190.00,       190.00,       190.00,                   142500.00,750, ,       263.40,       181.00
N,SM,GSMFOILS,GSM FOILS LIMITED,       207.95,       199.05,       204.30,       199.05,       203.50,                  3841925.00,19000, ,       255.15,       110.70
N,SM,GURUNANAK,GURUNANAK AGRICULTUR IN L,        33.70,        35.30,        35.35,        35.00,        35.30,                   845120.00,24000, ,        60.00,        27.00
N,SM,HIGREEN,HI GREEN CARBON LIMITED,       135.10,       135.10,       138.50,       132.00,       132.30,                  2053640.00,15200, ,       340.90,       127.05
N,ST,HOACFOODS,HOAC FOODS INDIA LIMITED,       345.55,       345.55,       345.55,       345.55,       345.55,                   259162.50,750, ,       380.00,       112.00
N,SM,HOLMARC,HOLMARC OPTO MECHATRO L,       109.65,       107.00,       107.00,       104.20,       105.00,                   471637.50,4500, ,       197.50,        86.15
N,SM,HOMESFY,HOMESFY REALTY LIMITED,       167.40,       165.00,       165.00,       165.00,       165.00,                    99000.00,600, ,       538.40,       159.75
N,ST,HPTL,HP TELECOM INDIA LIMITED,       290.00,       290.00,       290.00,       290.00,       290.00,                   174000.00,600, ,       327.40,       101.05
N,SM,HRHNEXT,HRH NEXT SERVICES LIMITED,        27.65,        28.20,        28.20,        28.20,        28.20,                    42300.00,1500, ,       125.60,        25.30
N,SM,HVAX,HVAX TECHNOLOGIES LIMITED,       824.60,       792.00,       862.00,       792.00,       859.95,                  1614135.00,1950, ,      1029.30,       544.50
N,SM,IBLFL,IBL FINANCE LIMITED,        68.00,        66.50,        66.50,        66.50,        66.50,                   133000.00,2000, ,        74.00,        45.45
N,SM,IDENTICAL,IDENTICAL BRAINS STUDIO L,        23.60,        23.05,        24.50,        23.05,        23.80,                   336000.00,14000, ,        99.75,        23.05
N,SM,IEML,INDIAN EMULSIFIERS LTD,        93.10,        93.95,        94.95,        90.75,        92.05,                  2633775.00,28500, ,       261.05,        86.00
N,SM,IPHL,INDIAN PHOSPHATE LIMITED,        62.50,        61.80,        64.00,        61.80,        63.00,                   454440.00,7200, ,        83.95,        42.40
N,SM,INFINIUM,INFINIUM PHARMACHEM LTD,       228.60,       226.00,       226.00,       215.50,       215.50,                   557225.00,2500, ,       337.00,       213.90
N,SM,INFLUX,INFLUX HEALTHTECH LIMITED,       231.00,       231.00,       231.00,       215.00,       220.05,                 17002620.00,76200, ,       249.00,       120.00
N,SM,INFOLLION,INFOLLION RESEARCH SER L,       418.50,       414.00,       414.00,       385.00,       390.00,                  4885280.00,12400, ,       575.00,       341.00
N,SM,INNOMET,INNOMET ADVANCED MATERI L,        98.65,        98.65,        98.65,        98.00,        98.00,                   941550.00,9600, ,       216.00,        88.65
N,ST,ITTL,INNOVATIVE TYRE & TUBE LT,       106.15,       104.05,       104.05,       104.05,       104.05,                    10925.25,105, ,       152.40,        18.60
N,SM,INSPIRE,INSPIRE FILMS LIMITED,        11.20,        11.20,        11.50,        10.80,        11.00,                    89000.00,8000, ,        31.00,        10.80
N,SM,IPSL,INTEGRATED PERSO SER LTD,       286.00,       280.00,       280.00,       280.00,       280.00,                   140000.00,500, ,       398.00,       240.05
N,ST,INVICTA,INVICTA DIAGNOSTIC LTD,        88.00,        84.55,        91.00,        84.30,        86.85,                  1927840.00,22400, ,       105.00,        83.05
N,SM,ISHAN,ISHAN INTERNATIONAL LTD,         0.75,         0.75,         0.75,         0.70,         0.75,                   213600.00,288000, ,         2.15,         0.70
N,SM,ITALIANE,ITALIAN EDIBLES LIMITED,        30.90,        31.10,        31.10,        30.00,        30.40,                   304200.00,10000, ,        48.40,        29.20
N,ST,IWARE,IWARE SUPPLYCHAIN SER LTD,       214.50,       211.00,       211.00,       206.00,       207.15,                  3740580.00,18000, ,       243.90,        70.05
N,SM,JAINAM,JAINAM FER ALLOYS (I) LTD,       251.00,       250.00,       250.00,       250.00,       250.00,                   125000.00,500, ,       322.85,       191.90
N,SM,JAINIK,JAINIK POWER CABLES LTD,       122.40,       120.05,       122.50,       116.05,       122.50,                  1296240.00,10800, ,       153.10,        60.60
N,SM,JALAN,JALAN TRANSOLU. INDIA LTD,         3.00,         3.10,         3.15,         3.10,         3.15,                    66000.00,21000, ,        14.60,         2.50
N,SM,JAYBEE,JAY BEE LAMINATIONS LTD,       123.95,       128.00,       128.00,       121.60,       123.35,                  1727950.00,14000, ,       422.00,       112.00
N,ST,KORE,JAY JALARAM TECHNO LTD,       151.00,       152.95,       154.90,       152.95,       154.90,                    76962.50,500, ,       415.00,       110.20
N,SM,JAYESH,JAYESH LOGISTICS LIMITED,       165.30,       164.10,       165.00,       160.00,       163.05,                  3767450.00,23000, ,       183.00,       106.35
N,ST,JEYYAM,JEYYAM GLOBAL FOODS LTD,        64.45,        64.50,        66.55,        64.25,        66.00,                  2632500.00,40000, ,        74.50,        31.00
N,SM,JFLLIFE,JFL LIFE SCIENCES LIMITED,        11.25,        11.75,        11.75,        11.50,        11.60,                   486900.00,42000, ,        32.35,        11.00
N,SM,JIWANRAM,JIWANRAM SHEODUTTRA IND L,         6.20,         6.50,         6.50,         6.50,         6.50,                    39000.00,6000, ,        15.95,         5.70
N,SM,JYOTIGLOBL,JYOTI GLOBAL PLAST LTD,        50.00,        51.00,        51.00,        50.00,        50.00,                   202000.00,4000, ,        77.75,        48.00
