MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,TRADES,HI_52_WK,LO_52_WK
N,N5,AEL120924A,SEC RE NCD SR V,      1105.00,      1110.00,      1111.00,      1110.00,      1111.00,                   116555.00,105, ,3,      1296.00,       860.00
N,N6,10IIFL29,UNSEC RED NCD 10.0% SR. V,      1015.00,      1014.99,      1015.00,      1014.99,      1014.99,                   634371.98,625, ,3,      1161.00,       950.00
N,N6,10NIDO26,SEC RED NCD 10% SR. VI,      1034.80,      1034.80,      1034.80,      1034.80,      1034.80,                     1034.80,1, ,1,      1083.00,       973.20
N,N6,829PFL29,SEC RED NCD 10.27% SR. VI,      1199.10,      1210.00,      1210.00,       965.25,       965.25,                   126198.25,112, ,10,      1299.99,       940.20
N,N6,875NHAI29,8.75% TAX FREE TR I S IIB,      1193.84,      1195.10,      1195.10,      1186.00,      1195.00,                   857653.85,723, ,15,      1298.00,      1113.50
N,N6,880IREDA34,IREDA 8.80NCDTR I SR IIIB,      1298.00,      1300.00,      1300.00,      1300.00,      1300.00,                   377000.00,290, ,2,      1348.00,      1185.50
N,N6,891NTPC33,8.91%S-R-NCD SERIES 3B,      1231.79,      1230.00,      1230.00,      1211.00,      1225.72,                   140168.70,114, ,6,      1338.00,      1208.60
N,N6,892NHPC33,8.92% SEC RED BOND S3B,      1270.01,      1324.90,      1520.00,      1324.90,      1520.00,                   308226.50,225, ,8,      1520.00,      1210.00
N,N6,893NHB29,NHB 8.93 NCD TR II SR 2 B,      5805.05,      5785.00,      5785.00,      5770.00,      5770.00,                   819355.00,142, ,11,      6340.00,      5445.01
N,N6,901NHB34,BOND 9.01%PA TF TR-I S 3B,      6641.00,      6660.00,      6675.00,      6631.00,      6675.00,                   338669.91,51, ,13,      7390.00,      6170.00
N,N6,956AEL29,SEC RE NCD 9.56% SR VI,      1086.00,      1042.00,      1047.21,      1042.00,      1047.21,                    28139.21,27, ,3,      1133.10,      1000.00
N,N6,SCL01825,SCL 0% 2027 SR III,       977.00,      1001.00,      1001.00,      1001.00,      1001.00,                   100100.00,100, ,1,      1001.00,       911.62
N,N7,10IFSL26,SEC RE NCD 10% SR.IV,      1083.80,      1083.80,      1083.80,      1083.80,      1083.80,                    10838.00,10, ,1,      1083.80,       960.30
N,N7,774IREDA31,7.74% TAX FREE NCD,      1162.01,      1170.00,      1170.00,      1170.00,      1170.00,                   351000.00,300, ,2,      1184.90,      1085.00
N,N7,867PFCL33,8.67% TAX FREE NCD,      1210.15,      1183.10,      1196.50,      1183.10,      1196.50,                  4771100.00,4000, ,3,      1277.15,      1183.10
N,N7,890NHB34,NHB 8.90 NCD TR II SR 3 B,      6400.00,      6500.00,      6500.00,      6500.00,      6500.00,                    26000.00,4, ,1,      7399.50,      5961.00
N,N7,898LTF29,SERENCD 8.98% SR.VI OP2,      1071.85,      1089.99,      1090.00,      1084.00,      1089.88,                   111168.65,102, ,4,      1182.00,      1030.00
N,N7,NIDOZC26,SEC RED NCD SR. VII,      2400.00,      2400.20,      2400.20,      2400.20,      2400.20,                    45603.80,19, ,1,      2442.60,      1920.21
N,N8,739NHAI26,TAX FREE7.39% SR.IB,      1053.00,      1053.00,      1054.00,      1051.01,      1052.52,                   210588.52,200, ,12,      1080.00,      1000.00
N,N8,764HUDCO31,7.64% TAX FREETRI SR2B,      1161.90,      1162.00,      1162.00,      1162.00,      1162.00,                   233562.00,201, ,2,      1179.99,      1081.20
N,N8,81TCHF28,SEC RED NCD 8.10% SR.IV,      1033.00,      1033.00,      1033.00,      1033.00,      1033.00,                   487576.00,472, ,44,      1107.50,      1001.00
N,N8,865SCL26,SEC RED NCD 8.65% SR. V,      1015.00,      1000.00,      1000.00,      1000.00,      1000.00,                    27000.00,27, ,1,      1015.00,       925.00
N,N8,892PFCL33,8.92% TAX FREE NCD,      1234.71,      1226.02,      1237.00,      1226.02,      1236.00,                   448649.04,363, ,8,      1343.00,      1219.99
N,N9,769HUDCO31,7.69% TAX FREETRII SR2B,      1093.00,      1098.00,      1098.00,      1096.00,      1096.00,                   770686.49,703, ,14,      1173.00,      1083.01
N,N9,871REC28,BOND 8.71% TAX FREE S2B,      1082.84,      1082.75,      1084.25,      1082.75,      1083.36,                  1963498.75,1812, ,39,      1179.99,      1075.00
N,N9,885SCL26,SEC RED NCD 8.85% SR. VI,      1002.68,      1000.00,      1000.00,       999.46,       999.55,                   124950.50,125, ,3,      1076.25,       925.21
N,N9,895AEL27,AEL 8.95% 2027 SR I,      1030.01,      1005.02,      1005.02,      1005.02,      1005.02,                    10050.20,10, ,1,      1094.00,       935.10
N,NA,1040NFL26,SEC RE NCD 10.40% SR.II,      1000.20,      1001.00,      1001.00,       994.00,       994.00,                    24955.00,25, ,2,      1040.00,       850.20
N,NA,76NHAI31,TAX FREE7.60% SR.IIB,      1143.00,      1143.15,      1143.15,      1140.06,      1141.75,                  1827477.01,1600, ,10,      1180.00,      1086.00
N,NA,84TCHF28,SEC RED NCD 8.40% SR.V,      1089.66,      1089.99,      1089.99,      1082.00,      1082.00,                   368352.00,340, ,5,      1090.00,      1009.55
N,NA,865IRFC29,BOND 8.65% PA TF TI-SIIB,      1140.23,      1150.00,      1150.00,      1150.00,      1150.00,                     1150.00,1, ,1,      1389.90,      1090.00
N,NA,888SCL28,SCL 8.88% 2028 SR V,       975.10,       984.90,       984.90,       984.90,       984.90,                    39396.00,40, ,1,      1163.99,       901.20
N,NA,910TCAP28,UNSERENCD9.1%SRIIICIII&IV,      1049.37,      1050.00,      1050.00,      1049.20,      1049.20,                   118643.60,113, ,9,      1157.00,      1032.00
N,NA,957IIFLS27,SEC RE NCD 9.57% SR III,       985.00,       985.00,       985.00,       985.00,       985.00,                    21670.00,22, ,1,      1021.00,       930.00
N,NA,9PCHFL31A,SEC RE NCD 9% SR.V,      1048.80,      1040.00,      1043.70,      1037.00,      1038.52,                   270036.99,260, ,16,      1089.80,       985.00
N,NA,9SCL26BA,SEC RED NCD 9.0% SR. VI,      1012.80,      1014.00,      1015.00,      1014.00,      1015.00,                   213965.00,211, ,5,      1064.75,       950.00
N,NA,AEL17725,AEL 0% 2027 SR II,      1022.00,      1029.85,      1029.85,      1016.00,      1016.00,                    12330.50,12, ,2,      1050.00,      1000.00
N,NB,96SFIL24A,SERENCD8.84%SRVICIII&IV,       985.45,       998.00,       998.00,       997.95,       997.95,                    62872.45,63, ,2,      1122.84,       821.00
N,NB,SCLZC26C,SEC RE NCD SR VI,      1205.10,      1211.21,      1211.21,      1211.21,      1211.21,                     4844.84,4, ,1,      1211.21,      1030.30
N,NB,TCHF30,UN SE RE NCD 8.55% SR.VI,      1120.00,      1107.00,      1107.00,      1107.00,      1107.00,                   166050.00,150, ,3,      1131.25,      1000.00
N,NC,1065NFL27,SEC RE NCD 10.65% SR.IV,      1050.00,      1010.00,      1010.00,      1010.00,      1010.00,                    50500.00,50, ,3,      1200.00,       950.01
N,NC,11UCL26,SEC RE NCD 11% SR V,      1070.20,      1070.20,      1070.20,      1070.20,      1070.20,                     1070.20,1, ,1,      1240.30,       880.25
N,NC,729NHAI26,TAX FREE 7.29% SR. IB,      1025.00,      1025.00,      1025.00,      1025.00,      1025.00,                   113775.00,111, ,3,      1085.00,       983.55
N,NC,915AEL28,AEL 9.15% 2028 SR IV,      1048.00,      1048.00,      1048.00,      1048.00,      1048.00,                    45064.00,43, ,1,      1050.00,       990.60
N,ND,1119NFL27,SEC RE NCD 11.19% SR.V,      1084.50,      1099.00,      1099.00,      1099.00,      1099.00,                     2198.00,2, ,1,      1244.00,       915.00
N,ND,875IHFL29,SEC RE NCD 8.75% SR.VII,      1034.00,      1034.11,      1035.01,      1033.00,      1035.01,                   310299.80,300, ,4,      1048.00,       880.00
N,ND,876HUDCO28,8.76% TAX FREETRI SR2B,      1095.00,      1095.00,      1097.90,      1095.00,      1097.90,                   175490.00,160, ,4,      1270.00,      1072.00
N,ND,970CAGL28,SEC RE NCD 9.70% SR VII,      1020.00,      1028.00,      1028.00,      1028.00,      1028.00,                     1028.00,1, ,1,      1123.00,       992.08
N,NE,10IIFL28A,UNSE RE NCD 10% SR.I,      1059.98,      1050.01,      1060.00,      1050.01,      1058.00,                  6464380.29,6119, ,45,      1111.00,       934.00
N,NE,769NHAI31,TAX FREE 7.69% SR. IIB,      1114.40,      1110.15,      1114.00,      1110.15,      1114.00,                  2095386.40,1883, ,27,      1210.00,      1089.11
N,NE,850CIFCL26,SEC RE NCD 8.50% SR 3,      1006.99,      1006.00,      1006.99,      1006.00,      1006.99,                    87607.14,87, ,4,      1079.99,       975.81
N,NE,888IRFC29,BOND 8.88% PA TF TII-SIIB,      1167.85,      1176.00,      1176.00,      1176.00,      1176.00,                    11760.00,10, ,1,      1354.90,      1105.00
N,NE,901HUDCO34,9.01% TAX FREETRII SR3B,      1331.99,      1331.00,      1331.00,      1328.00,      1328.00,                    59795.09,45, ,7,      1350.05,      1211.00
N,NE,9AEL30,AEL 9% 2030 SR VI,      1030.10,      1036.00,      1036.00,      1031.00,      1031.00,                    41407.50,40, ,4,      1068.00,       995.00
N,NF,1015UCL27,UCL 10.15% SR III,       997.00,       997.00,       997.00,       997.00,       997.00,                    24925.00,25, ,1,      1049.00,       950.00
N,NF,79IGT28,SEC RE NCD 7.90% SR.III,      1020.00,      1025.00,      1035.00,      1025.00,      1035.00,                   206500.00,200, ,4,      1059.45,       920.22
N,NF,905LTF27,SERENCD 9.05% SR.VI OPII,      1071.00,      1090.00,      1090.00,      1088.99,      1088.99,                    21789.90,20, ,2,      1124.05,      1015.30
N,NF,96IIFL28A,UNSE RE NCD 9.6% SR.II,       997.99,       995.99,       997.00,       991.00,       996.99,                  2448116.53,2458,XI,33,       999.99,       890.00
N,NG,860CIFCL28,SEC RE NCD 8.60% SR 5,      1005.00,      1005.55,      1005.55,      1005.55,      1005.55,                     7038.85,7, ,2,      1092.00,       982.82
N,NI,812REC27,8.12/8.32% TAX FREE NCD,      1067.00,      1066.80,      1066.95,      1066.80,      1066.87,                    37338.75,35, ,3,      1170.00,      1032.00
N,NJ,753IRFC30,TAX FREE  7.53% SR. 103 A,      1093.00,      1093.00,      1093.00,      1093.00,      1093.00,                    71045.00,65, ,1,      1210.00,      1074.00
N,NJ,82IGT31,SEC RE NCD 8.20% SR.V,      1062.00,      1066.00,      1066.00,      1066.00,      1066.00,                     1066.00,1, ,1,      1156.05,      1003.75
N,NJ,943ECL28,SEC RED NCD 9.43% SR. VI,       992.50,       997.00,       998.00,       997.00,       997.00,                   531699.00,533, ,9,      1074.00,       822.00
N,NK,750IRFC35,TAX FREE7.50% SR.104 A,      1199.99,      1203.00,      1205.00,      1203.00,      1205.00,                    14448.00,12, ,2,      1269.99,      1132.10
N,NK,985ECL28,SEC RED NCD 9.85% SR. VII,      1016.50,      1016.50,      1016.50,      1016.50,      1016.50,                   101650.00,100, ,1,      1098.00,       941.00
N,NL,842IIFL26,SEC RE NCD 8.42% SR.V,       993.00,       988.00,       992.00,       988.00,       988.01,                    29720.05,30,XI,4,       999.89,       945.25
N,NN,729IRFC26,TAX FREE  7.29% SR. 107A,      1020.00,      1020.00,      1020.00,      1020.00,      1020.00,                    84660.00,83, ,6,      1079.90,       980.09
N,NN,865LTF26,SERENCD 8.65% SR.VI OP12,      1008.11,      1012.00,      1012.00,      1007.00,      1007.00,                    65607.25,65, ,5,      1156.40,       990.11
N,NN,IIFLZC26,SEC RE NCD 0% SR.VII,      1394.90,      1395.00,      1395.00,      1395.00,      1395.00,                    62775.00,45, ,3,      1406.00,      1207.00
N,NO,764IRFC31,TAX FREE  7.64% SR. 108A,      1103.01,      1101.25,      1108.00,      1101.25,      1108.00,                   331725.00,300, ,5,      1170.00,      1085.20
N,NO,955SCL35,SCL 9.55% 2035 SR XIII,       935.00,       935.00,      1020.00,       935.00,      1020.00,                   220415.00,219, ,5,      1020.00,       837.25
N,NR,1015ECL29,SEC RED NCD 10.15% SR. VI,      1018.00,      1019.00,      1019.00,      1019.00,      1019.00,                  1120900.00,1100, ,4,      1029.00,       965.00
N,NR,IIFLZC26A,SEC RE NCD 0% SR.IV,      1261.00,      1261.00,      1268.00,      1261.00,      1268.00,                   366474.00,290, ,8,      1279.90,      1112.20
N,NS,1060ECL29,SEC RED NCD 10.6% SR. VII,      1083.00,      1062.00,      1093.90,      1062.00,      1093.90,                    72810.20,68, ,3,      1340.00,       890.30
N,NS,865IIFL28,SEC RE NCD 8.65% SR.V,       985.00,       986.05,       986.05,       980.00,       986.00,                    19690.55,20,XI,3,       991.00,       861.00
N,NV,1003SCL30A,SEC RE NCD 10.03% SR X,       702.00,       769.99,       769.99,       769.99,       769.99,                      769.99,1, ,1,       950.01,       651.00
N,NZ,890SFIL23A,SEC RE NCD 10.03% SR.VIII,       660.00,       660.00,       660.00,       660.00,       660.00,                     6600.00,10, ,1,       925.00,       550.50
N,NZ,965SCL25F,SEC RE NCD 10.25% SR XII,       850.00,       850.00,       850.00,       850.00,       850.00,                    42500.00,50, ,7,      1060.00,       721.10
N,Y0,9IIFL28,SEC RE NCD 9% SR.VI,      1020.00,      1030.00,      1030.00,      1030.00,      1030.00,                     5150.00,5, ,1,      1055.00,       920.00
N,Y1,IIFLZC28B,SEC RE NCD 0% SR.VII,      1173.80,      1175.00,      1175.00,      1175.00,      1175.00,                     1175.00,1, ,1,      1199.00,       986.11
N,Y2,960IIFL30,IIFL 9.60% TR I SR VIII,       991.00,      1010.00,      1010.00,      1010.00,      1010.00,                    11110.00,11,XI,1,      1133.00,       830.00
N,YC,889SCFL27,SEC RE NCD 8.89% SR.VIII,       956.47,       975.00,       980.00,       930.40,       930.40,                   124566.80,129, ,4,      1000.00,       900.30
N,YG,980SCL33D,SEC RE NCD 9.71% SR VIII,       996.00,       996.00,       996.00,       996.00,       996.00,                     6972.00,7, ,1,      1020.00,       900.00
N,YI,903SFL28,SEC RED NCD 9.03% SR. II,      1043.40,      1048.00,      1048.00,      1048.00,      1048.00,                     2096.00,2, ,2,      1100.00,      1000.00
N,YL,94SFL28,SEC RED NCD 9.40% SR. V,      1264.48,      1261.00,      1261.00,      1261.00,      1261.00,                     5044.00,4, ,1,      1264.48,      1023.00
N,YS,97SFL28,SEC RED NCD 9.70% SR. V,      1084.90,      1079.99,      1079.99,      1079.99,      1079.99,                    97199.10,90, ,1,      1169.00,       945.00
N,YW,957ICCL25,SEC RED NCD 9.30% SR. II,      1079.90,      1083.00,      1085.00,      1083.00,      1084.95,                    96551.00,89,XI,4,      1100.00,      1020.00
N,Z8,1025SCL34,SEC RE NCD 10.25% SR XII,      1020.00,       995.00,       995.00,       995.00,       995.00,                    49750.00,50, ,2,      1020.00,       901.50
N,ZJ,948SCL27A,SEC RE NCD 9.48% SR V,       970.00,       940.30,       984.00,       940.30,       984.00,                   151302.38,158, ,12,       992.00,       930.40
