Date, ISIN, Scrip Name, NSE Symbol, MWPL, NCL Open Interest ,NCL FutEq OI
12-DEC-2025,INE195A01028,SUPREME INDUSTRIES LTD,SUPREMEIND,7242074,4059125,1869516.279708
12-DEC-2025,INE208A01029,ASHOK LEYLAND LTD,ASHOKLEY,409181558,262270000,138194828.9126
12-DEC-2025,INE752E01010,POWER GRID CORP. LTD.,POWERGRID,488832949,131286200,77332178.39541
12-DEC-2025,INE021A01026,ASIAN PAINTS LIMITED,ASIANPAINT,52357280,24289500,11789801.487725
12-DEC-2025,INE136B01020,CYIENT LIMITED,CYIENT,12039544,5317600,3250087.96398425
12-DEC-2025,INE040H01021,SUZLON ENERGY LIMITED,SUZLON,1813533848,526063975,246175173.93008675
12-DEC-2025,INE548A01028,HFCL LIMITED,HFCL,147979599,203478150,93529922.936184
12-DEC-2025,INE134E01011,POWER FIN CORP LTD.,PFC,203602113,152956700,77287424.797232
12-DEC-2025,INE095N01031,NBCC (INDIA) LIMITED,NBCC,154894704,148213000,82078765.368535
12-DEC-2025,INE982J01020,ONE 97 COMMUNICATIONS LTD,PAYTM,95715382,32107350,17289047.570234
12-DEC-2025,INE476A01022,CANARA BANK,CANBK,504315430,329832000,133719033.96342
12-DEC-2025,INE121A01024,CHOLAMANDALAM IN & FIN CO,CHOLAFIN,63212268,19114375,12175682.0835125
12-DEC-2025,INE531F01015,NUVAMA WEALTH MANAGE LTD,NUVAMA,2444664,798450,374752.8033945
12-DEC-2025,INE117A01022,ABB INDIA LIMITED,ABB,7946564,4119625,2368742.91778875
12-DEC-2025,INE813H01021,TORRENT POWER LTD,TORNTPOWER,24646022,4608950,2676988.673189
12-DEC-2025,INE271C01023,DLF LIMITED,DLF,83667734,83716050,48038104.25398875
12-DEC-2025,INE142M01025,TATA TECHNOLOGIES LIMITED,TATATECH,27246569,21441600,10176344.80172
12-DEC-2025,INE044A01036,SUN PHARMACEUTICAL IND L,SUNPHARMA,109220043,23509500,15829055.980773
12-DEC-2025,INE562A01011,INDIAN BANK,INDIANB,52862157,26798000,11912170.91537
12-DEC-2025,INE299U01018,CROMPT GREA CON ELEC LTD,CROMPTON,81400589,90325800,51689309.645322
12-DEC-2025,INE455K01017,POLYCAB INDIA LIMITED,POLYCAB,8350688,3113875,1966160.4681325
12-DEC-2025,INE148I01020,SAMMAAN CAPITAL LIMITED,SAMMAANCAP,122326971,153940000,75697726.968096
12-DEC-2025,INE062A01020,STATE BANK OF INDIA,SBIN,407307212,156186750,78003733.3378125
12-DEC-2025,INE202E01016,INDIAN RENEWABLE ENERGY,IREDA,119011160,104390100,45731416.1895405
12-DEC-2025,INE002A01018,RELIANCE INDUSTRIES LTD,RELIANCE,662701060,174182000,106784009.170375
12-DEC-2025,INE160A01022,PUNJAB NATIONAL BANK,PNB,447910372,504752000,223976770.59024
12-DEC-2025,INE376G01013,BIOCON LIMITED.,BIOCON,90981174,93902500,43426549.718625
12-DEC-2025,INE070A01015,SHREE CEMENT LIMITED,SHREECEM,1548028,418175,282812.21629525
12-DEC-2025,INE04I401011,KPIT TECHNOLOGIES LIMITED,KPITTECH,24568295,6685750,3254361.21956725
12-DEC-2025,INE263A01024,BHARAT ELECTRONICS LTD,BEL,535778534,241466250,119551202.435085
12-DEC-2025,INE009A01021,INFOSYS LIMITED,INFY,341789333,110914000,70886371.412508
12-DEC-2025,INE343H01029,SOLAR INDUSTRIES (I) LTD,SOLARINDS,3644817,1909600,936740.76402725
12-DEC-2025,INE917I01010,BAJAJ AUTO LIMITED,BAJAJ-AUTO,12547731,6421200,3317426.23889025
12-DEC-2025,INE092T01019,IDFC FIRST BANK LIMITED,IDFCFIRSTB,761294821,560163625,342095739.7125765
12-DEC-2025,INE663F01032,INFO EDGE (I) LTD,NAUKRI,60530911,12876750,7953573.92409
12-DEC-2025,INE303R01014,KALYAN JEWELLERS IND LTD,KALYANKJIL,57552009,49460450,30445848.2961705
12-DEC-2025,INE481G01011,ULTRATECH CEMENT LIMITED,ULTRACEMCO,11962066,4152550,2821798.3133475
12-DEC-2025,INE849A01020,TRENT LTD,TRENT,33590487,16699100,8881500.38219
12-DEC-2025,INE127D01025,HDFC AMC LIMITED,HDFCAMC,30518916,7071900,4379294.875779
12-DEC-2025,INE572E01012,PNB HOUSING FIN LTD.,PNBHOUSING,28062406,27222650,16137523.7566595
12-DEC-2025,INE047A01021,GRASIM INDUSTRIES LTD,GRASIM,38514157,20348500,12858977.7424775
12-DEC-2025,INE296A01032,BAJAJ FINANCE LIMITED,BAJFINANCE,281116345,131620500,87701598.6987675
12-DEC-2025,INE093I01010,OBEROI REALTY LIMITED,OBEROIRLTY,17614093,7859950,4285465.3181865
12-DEC-2025,INE075A01022,WIPRO LTD,WIPRO,292948819,195999000,109262929.00725
12-DEC-2025,INE280A01028,TITAN COMPANY LIMITED,TITAN,41744334,14632975,9175041.173312
12-DEC-2025,INE121E01018,JSW ENERGY LIMITED,JSWENERGY,80203755,73673000,45498847.04377
12-DEC-2025,INE089A01031,DR. REDDY S LABORATORIES,DRREDDY,61006521,23437500,12854692.51569375
12-DEC-2025,INE669E01016,VODAFONE IDEA LIMITED,IDEA,8713529091,9840106200,5857295381.2909125
12-DEC-2025,INE238A01034,AXIS BANK LIMITED,AXISBANK,316147681,100521875,74885055.32515
12-DEC-2025,INE016A01026,DABUR INDIA LTD,DABUR,89873278,37965000,18647980.3716125
12-DEC-2025,INE111A01025,CONTAINER CORP OF IND LTD,CONCOR,48077012,60650000,36009901.6566125
12-DEC-2025,INE249Z01020,MAZAGON DOCK SHIPBUIL LTD,MAZDOCK,11364224,9759200,4590393.73731925
12-DEC-2025,INE797F01020,JUBILANT FOODWORKS LTD,JUBLFOOD,48884739,35595000,19706873.1628625
12-DEC-2025,INE931S01010,ADANI ENERGY SOLUTION LTD,ADANIENSOL,51907388,24253425,16782976.62476775
12-DEC-2025,INE647A01010,SRF LTD,SRF,21205300,7063200,3919606.251426
12-DEC-2025,INE414G01012,MUTHOOT FINANCE LIMITED,MUTHOOTFIN,16050690,7374400,3412745.04824
12-DEC-2025,INE323A01026,BOSCH LIMITED,BOSCHLTD,982526,310125,199648.09243875
12-DEC-2025,INE795G01014,HDFC LIFE INS CO LTD,HDFCLIFE,119296253,56888700,31765537.595528
12-DEC-2025,INE591G01025,COFORGE LIMITED,COFORGE,50163899,23704875,13231663.02127875
12-DEC-2025,INE405E01023,UNO MINDA LIMITED,UNOMINDA,22813802,8567350,4526301.244421
12-DEC-2025,INE484J01027,GODREJ PROPERTIES LTD,GODREJPROP,24082879,13670250,8690968.42299125
12-DEC-2025,INE006I01046,ASTRAL LIMITED,ASTRAL,18495534,12614425,7068433.94996275
12-DEC-2025,INE721A01047,SHRIRAM FINANCE LIMITED,SHRIRAMFIN,210459276,90127125,60582012.4956585
12-DEC-2025,INE274J01014,OIL INDIA LTD,OIL,94123587,20721400,11291506.003596
12-DEC-2025,INE226A01021,VOLTAS LTD,VOLTAS,34594689,16727625,9389255.65910625
12-DEC-2025,INE003A01024,SIEMENS LTD,SIEMENS,13354588,6495050,3056236.64459925
12-DEC-2025,INE356A01018,MPHASIS LIMITED,MPHASIS,14652855,8530225,6196026.02561525
12-DEC-2025,INE121J01017,INDUS TOWERS LIMITED,INDUSTOWER,197705578,119969000,77318513.097862
12-DEC-2025,INE646L01027,INTERGLOBE AVIATION LTD,INDIGO,32732860,38060400,12923855.953158
12-DEC-2025,INE040A01034,HDFC BANK LTD,HDFCBANK,1329733550,273899450,212634513.0525055
12-DEC-2025,INE066F01020,HINDUSTAN AERONAUTICS LTD,HAL,28450886,22342500,9568633.3913205
12-DEC-2025,INE670K01029,LODHA DEVELOPERS LIMITED,LODHA,42060143,19292400,12299694.498936
12-DEC-2025,INE066P01011,INOX WIND LIMITED,INOXWIND,144708707,153849028,76822098.76048898
12-DEC-2025,INE00R701025,DALMIA BHARAT LIMITED,DALBHARAT,12425041,4698850,2330679.7022015
12-DEC-2025,INE154A01025,ITC LTD,ITC,1251412841,272300800,171615048.247856
12-DEC-2025,INE437A01024,APOLLO HOSPITALS ENTER. L,APOLLOHOSP,15240043,6110125,3296375.0570925
12-DEC-2025,INE848E01016,NHPC LTD,NHPC,398201603,134982400,70511152.636352
12-DEC-2025,INE371P01015,AMBER ENTERPRISES (I) LTD,AMBER,3067454,3075400,1001328.28866
12-DEC-2025,INE095A01012,INDUSIND BANK LIMITED,INDUSINDBK,93805784,70188300,45476519.926908
12-DEC-2025,INE192R01011,AVENUE SUPERMARTS LIMITED,DMART,22136392,8511750,4808471.217138
12-DEC-2025,INE918I01026,BAJAJ FINSERV LTD.,BAJAJFINSV,65659712,26833250,18913810.04552
12-DEC-2025,INE347G01014,PETRONET LNG LIMITED,PETRONET,93668136,78373000,37799935.443582
12-DEC-2025,INE237A01028,KOTAK MAHINDRA BANK LTD,KOTAKBANK,215751979,55987600,38798230.174024
12-DEC-2025,INE118H01025,BSE LIMITED,BSE,48385387,27886875,11255979.61732125
12-DEC-2025,INE214T01019,LTIMINDTREE LIMITED,LTIM,9315942,3810900,2161960.223385
12-DEC-2025,INE200M01039,VARUN BEVERAGES LIMITED,VBL,203804339,76582325,44690512.5475745
12-DEC-2025,INE090A01021,ICICI BANK LTD.,ICICIBANK,579785172,171002300,113629471.429166
12-DEC-2025,INE022Q01020,INDIAN ENERGY EXC LTD,IEX,133395043,133338750,54228759.5723625
12-DEC-2025,INE528G01035,YES BANK LIMITED,YESBANK,3136562346,1746638200,1003494530.751546
12-DEC-2025,INE262H01021,PERSISTENT SYSTEMS LTD,PERSISTENT,16151851,3660900,2210195.043142
12-DEC-2025,INE114A01011,STEEL AUTHORITY OF INDIA,SAIL,216861410,247079000,152534338.399335
12-DEC-2025,INE868B01028,NCC LIMITED,NCC,72342848,52860600,23027710.505139
12-DEC-2025,INE213A01029,OIL AND NATURAL GAS CORP.,ONGC,517141211,174017250,102858905.0646675
12-DEC-2025,INE415G01027,RAIL VIKAS NIGAM LIMITED,RVNL,84941460,73028350,34248838.409457
12-DEC-2025,INE129A01019,GAIL (INDIA) LTD,GAIL,402429848,207484200,98889169.0088295
12-DEC-2025,INE976G01028,RBL BANK LIMITED,RBLBANK,91351468,110556675,62410110.74087
12-DEC-2025,INE974X01010,TUBE INVEST OF INDIA LTD,TIINDIA,14039249,5454800,3086894.302014
12-DEC-2025,INE267A01025,HINDUSTAN ZINC LIMITED,HINDZINC,167680340,105679525,42143251.0208605
12-DEC-2025,INE397D01024,BHARTI AIRTEL LIMITED,BHARTIARTL,314058656,74947400,48795834.27646075
12-DEC-2025,INE949L01017,AU SMALL FINANCE BANK LTD,AUBANK,86234186,33967000,19786171.24379
12-DEC-2025,INE467B01029,TATA CONSULTANCY SERV LT,TCS,123298271,41647725,24918402.90938775
12-DEC-2025,INE239A01024,NESTLE INDIA LIMITED,NESTLEIND,71801274,25603000,16733492.163955
12-DEC-2025,INE053F01010,INDIAN RAILWAY FIN CORP L,IRFC,226853356,105038750,43801009.4625875
12-DEC-2025,INE318A01026,PIDILITE INDUSTRIES LTD,PIDILITIND,31170515,9383500,6871388.896675
12-DEC-2025,INE918Z01012,KAYNES TECHNOLOGY IND LTD,KAYNES,4667784,13809400,3242267.129276
12-DEC-2025,INE335Y01020,INDIAN RAIL TOUR CORP LTD,IRCTC,30082783,36531250,18040445.88275125
12-DEC-2025,INE406A01037,AUROBINDO PHARMA LTD,AUROPHARMA,41977935,30465050,21154658.673995
12-DEC-2025,INE115A01026,LIC HOUSING FINANCE LTD,LICHSGFIN,45183075,52105000,32820504.87239
12-DEC-2025,INE692A01016,UNION BANK OF INDIA,UNIONBANK,289041713,140653050,75505352.91194475
12-DEC-2025,INE326A01037,LUPIN LIMITED,LUPIN,35341043,12324150,7577344.5915395
12-DEC-2025,INE102D01028,GODREJ CONSUMER PRODUCTS,GODREJCP,58001204,13881500,10242919.19165
12-DEC-2025,INE123W01016,SBI LIFE INSURANCE CO LTD,SBILIFE,44735132,14454750,8581431.1664025
12-DEC-2025,INE245A01021,TATA POWER CO LTD,TATAPOWER,169808198,120909700,52578218.4772675
12-DEC-2025,INE192A01025,TATA CONSUMER PRODUCT LTD,TATACONSUM,65471528,20695950,12482032.2068255
12-DEC-2025,INE466L01038,360 ONE WAM LIMITED,360ONE,44660948,4081000,1816724.759085
12-DEC-2025,INE619A01035,PATANJALI FOODS LIMITED,PATANJALI,50840137,45405000,21254785.154136
12-DEC-2025,INE158A01026,HERO MOTOCORP LIMITED,HEROMOTOCO,19579129,10290900,6026013.257214
12-DEC-2025,INE148O01028,DELHIVERY LIMITED,DELHIVERY,94196226,34928475,15010112.926731
12-DEC-2025,INE775A01035,SAMVRDHNA MTHRSN INTL LTD,MOTHERSON,542522848,292653900,181381092.1220475
12-DEC-2025,INE670A01012,TATA ELXSI LIMITED,TATAELXSI,4309631,3983200,1749147.563205
12-DEC-2025,INE811K01011,PRESTIGE ESTATE LTD,PRESTIGE,25234534,7025400,4044099.8451465
12-DEC-2025,INE702C01027,APL APOLLO TUBES LTD,APLAPOLLO,27232196,9420950,7203751.6887175
12-DEC-2025,INE027H01010,MAX HEALTHCARE INS LTD,MAXHEALTH,97211768,26890500,18861318.1318695
12-DEC-2025,INE257A01026,BHEL,BHEL,169029877,127365000,60649300.4923575
12-DEC-2025,INE685A01028,TORRENT PHARMACEUTICALS L,TORNTPHARM,16072672,3345750,2472752.60733
12-DEC-2025,INE522D01027,MANAPPURAM FINANCE LTD,MANAPPURAM,82205057,68535000,36089695.66242
12-DEC-2025,INE176B01034,HAVELLS INDIA LIMITED,HAVELLS,38133766,12840500,8174083.556925
12-DEC-2025,INE585B01010,MARUTI SUZUKI INDIA LTD.,MARUTI,16752897,6041350,3186181.232679
12-DEC-2025,INE947Q01028,LAURUS LABS LIMITED,LAURUSLABS,58629477,28951000,13985609.775422
12-DEC-2025,INE854D01024,UNITED SPIRITS LIMITED,UNITDSPR,47269416,18539600,12152122.717064
12-DEC-2025,INE028A01039,BANK OF BARODA,BANKBARODA,257509827,169992225,85516028.6774625
12-DEC-2025,INE776C01039,GMR AIRPORTS LIMITED,GMRAIRPORT,534704421,379370250,174423596.014656
12-DEC-2025,INE084A01016,BANK OF INDIA,BANKINDIA,181770921,93849600,52053033.718972
12-DEC-2025,INE603J01030,PI INDUSTRIES LTD,PIIND,8178275,4213300,2360767.03890475
12-DEC-2025,INE674K01013,ADITYA BIRLA CAPITAL LTD.,ABCAPITAL,122316423,116414300,78877557.123949
12-DEC-2025,INE736A01011,CENTRAL DEPO SER (I) LTD,CDSL,26647500,24005550,9272182.7201215
12-DEC-2025,INE079A01024,AMBUJA CEMENTS LTD,AMBUJACEM,119762774,69414450,44647644.6138345
12-DEC-2025,INE628A01036,UPL LIMITED,UPL,82588393,47685160,29129817.76615865
12-DEC-2025,INE545U01014,BANDHAN BANK LIMITED,BANDHANBNK,142752962,185083200,109491803.121312
12-DEC-2025,INE765G01017,ICICI LOMBARD GIC LIMITED,ICICIGI,26688038,8766550,5937708.57418375
12-DEC-2025,INE061F01013,FORTIS HEALTHCARE LTD,FORTIS,62490435,24155975,13690916.16252825
12-DEC-2025,INE881D01027,ORACLE FIN SERV SOFT LTD.,OFSS,3401732,2722350,1317384.6218835
12-DEC-2025,INE0DK501011,PIRAMAL PHARMA LIMITED,PPLPHARMA,120138597,48547875,21341433.18257625
12-DEC-2025,INE361B01024,DIVI S LABORATORIES LTD,DIVISLAB,16353614,4463800,2831348.940129
12-DEC-2025,INE018A01030,LARSEN & TOUBRO LTD.,LT,136007303,22860250,14378231.7012775
12-DEC-2025,INE935N01020,DIXON TECHNO (INDIA) LTD,DIXON,6445442,7121400,2182197.3822915
12-DEC-2025,INE242A01010,INDIAN OIL CORP LTD,IOC,684903861,176523750,87717143.46681
12-DEC-2025,INE398R01022,SYNGENE INTERNATIONAL LTD,SYNGENE,28408333,12730000,8486352.98535
12-DEC-2025,INE031A01017,HSG & URBAN DEV CORPN LTD,HUDCO,75071250,85669800,31549210.6311885
12-DEC-2025,INE020B01018,REC LIMITED,RECLTD,187084550,170636425,93962024.58775975
12-DEC-2025,INE494B01023,TVS MOTOR COMPANY  LTD,TVSMOTOR,35369445,10937150,7675739.28423575
12-DEC-2025,INE878B01027,KEI INDUSTRIES LTD.,KEI,9313740,1875650,1040050.502729
12-DEC-2025,INE138Y01010,KFIN TECHNOLOGIES LIMITED,KFINTECH,19911179,7920700,2980220.2992545
12-DEC-2025,INE029A01011,BHARAT PETROLEUM CORP  LT,BPCL,281577339,53404000,28655843.34616475
12-DEC-2025,INE364U01010,ADANI GREEN ENERGY LTD,ADANIGREEN,61877951,43576200,22510635.107646
12-DEC-2025,INE758T01015,ETERNAL LIMITED,ETERNAL,1361988292,427549325,307626187.0054105
12-DEC-2025,INE302A01020,EXIDE INDUSTRIES LTD,EXIDEIND,68856800,47185200,24536820.964428
12-DEC-2025,INE0J1Y01017,LIFE INSURA CORP OF INDIA,LICI,32057152,23643200,9914666.552609
12-DEC-2025,INE465A01025,BHARAT FORGE LTD,BHARATFORG,35155737,12631500,7393293.029835
12-DEC-2025,INE139A01034,NATIONAL ALUMINIUM CO LTD,NATIONALUM,134225816,121717500,62746836.6172125
12-DEC-2025,INE155A01022,TATA MOTORS PASS VEH LTD,TMPV,284575867,194181600,86542406.144904
12-DEC-2025,INE732I01013,ANGEL ONE LIMITED,ANGELONE,9647634,10201250,3706152.2513675
12-DEC-2025,INE726G01019,ICICI PRU LIFE INS CO LTD,ICICIPRULI,48653643,21793925,15425571.38324325
12-DEC-2025,INE745G01035,MULTI COMMODITY EXCHANGE,MCX,7635422,7040375,2826135.8797525
12-DEC-2025,INE073K01018,SONA BLW PRECISION FRGS L,SONACOMS,67126548,22491175,14157483.862193
12-DEC-2025,INE298A01020,CUMMINS INDIA LTD,CUMMINSIND,20374200,4488800,2984296.961422
12-DEC-2025,INE030A01027,HINDUSTAN UNILEVER LTD.,HINDUNILVR,89517840,20118600,9914981.546868
12-DEC-2025,INE019A01038,JSW STEEL LIMITED,JSWSTEEL,133166619,75232800,46279179.4778415
12-DEC-2025,INE498L01015,L&T FINANCE LIMITED,LTF,126777205,95693148,41097701.85829412
12-DEC-2025,INE196A01026,MARICO LIMITED,MARICO,79408529,41314800,33813273.593352
12-DEC-2025,INE101A01026,MAHINDRA & MAHINDRA LTD,M&M,100261459,27415400,18971302.60582
12-DEC-2025,INE530B01024,IIFL FINANCE LIMITED,IIFL,47888370,22590150,12007857.390441
12-DEC-2025,INE059A01026,CIPLA LTD,CIPLA,57073940,22597125,13443823.71607875
12-DEC-2025,INE067A01029,CG POWER AND IND SOL LTD,CGPOWER,100245792,26946700,14511177.769304
12-DEC-2025,INE081A01020,TATA STEEL LIMITED,TATASTEEL,833987639,515641500,274301165.26406
12-DEC-2025,INE540L01014,ALKEM LABORATORIES LTD.,ALKEM,6130387,1972625,1586784.5841575
12-DEC-2025,INE669C01036,TECH MAHINDRA LIMITED,TECHM,76137451,32008200,22106439.523134
12-DEC-2025,INE596I01020,COMPUTER AGE MNGT SER LTD,CAMS,37106075,18204750,8308779.55173
12-DEC-2025,INE388Y01029,FSN E COMMERCE VENTURES,NYKAA,205324177,84696875,52730078.3360625
12-DEC-2025,INE259A01022,COLGATE PALMOLIVE LTD.,COLPAL,19990944,10108575,5966162.73004725
12-DEC-2025,INE742F01042,ADANI PORT & SEZ LTD,ADANIPORTS,73799006,36256750,23515473.78707575
12-DEC-2025,INE094A01015,HINDUSTAN PETROLEUM CORP,HINDPETRO,143933168,60464475,37644040.101501
12-DEC-2025,INE472A01039,BLUE STAR LIMITED,BLUESTARCO,19584741,3071900,1904280.16792975
12-DEC-2025,INE423A01024,ADANI ENTERPRISES LIMITED,ADANIENT,30942206,42902796,19779307.4906697
