Date, ISIN, Scrip Name, NSE Symbol, MWPL, NCL Open Interest ,NCL FutEq OI
17-DEC-2025,INE226A01021,VOLTAS LTD,VOLTAS,34594689,16797000,9088008.343845
17-DEC-2025,INE090A01021,ICICI BANK LTD.,ICICIBANK,579785172,183283100,116349160.615653
17-DEC-2025,INE405E01023,UNO MINDA LIMITED,UNOMINDA,22813802,8516200,4289778.071876
17-DEC-2025,INE00R701025,DALMIA BHARAT LIMITED,DALBHARAT,12425041,4723875,2279391.321142
17-DEC-2025,INE192R01011,AVENUE SUPERMARTS LIMITED,DMART,22136392,9257700,4939571.06526
17-DEC-2025,INE721A01047,SHRIRAM FINANCE LIMITED,SHRIRAMFIN,210459276,100320000,63194737.50597975
17-DEC-2025,INE670K01029,LODHA DEVELOPERS LIMITED,LODHA,42060143,20845350,12558731.1315525
17-DEC-2025,INE154A01025,ITC LTD,ITC,1251412841,273240000,171850447.38048
17-DEC-2025,INE040A01034,HDFC BANK LTD,HDFCBANK,1329733550,289273050,217012098.627126
17-DEC-2025,INE003A01024,SIEMENS LTD,SIEMENS,13354588,6380825,3094698.20221675
17-DEC-2025,INE214T01019,LTIMINDTREE LIMITED,LTIM,9315942,3882900,2192330.828505
17-DEC-2025,INE371P01015,AMBER ENTERPRISES (I) LTD,AMBER,3067454,3036300,915762.678519
17-DEC-2025,INE347G01014,PETRONET LNG LIMITED,PETRONET,93668136,80119600,38292357.971236
17-DEC-2025,INE095A01012,INDUSIND BANK LIMITED,INDUSINDBK,93805784,71074500,44270768.336193
17-DEC-2025,INE200M01039,VARUN BEVERAGES LIMITED,VBL,203804339,81284650,46176375.47808575
17-DEC-2025,INE121J01017,INDUS TOWERS LIMITED,INDUSTOWER,197705578,124366900,76166690.396784
17-DEC-2025,INE591G01025,COFORGE LIMITED,COFORGE,50163899,22729875,12823092.35163375
17-DEC-2025,INE484J01027,GODREJ PROPERTIES LTD,GODREJPROP,24082879,14349225,8820594.5029565
17-DEC-2025,INE066F01020,HINDUSTAN AERONAUTICS LTD,HAL,28450886,23453850,9842229.5551965
17-DEC-2025,INE848E01016,NHPC LTD,NHPC,398201603,139724800,69892832.214464
17-DEC-2025,INE006I01046,ASTRAL LIMITED,ASTRAL,18495534,12951025,6719984.4922335
17-DEC-2025,INE274J01014,OIL INDIA LTD,OIL,94123587,22017800,11060434.279468
17-DEC-2025,INE326A01037,LUPIN LIMITED,LUPIN,35341043,12258700,7252301.14003375
17-DEC-2025,INE415G01027,RAIL VIKAS NIGAM LIMITED,RVNL,84941460,76691275,34422740.28959475
17-DEC-2025,INE102D01028,GODREJ CONSUMER PRODUCTS,GODREJCP,58001204,14011500,9146847.905215
17-DEC-2025,INE466L01038,360 ONE WAM LIMITED,360ONE,44660948,4681000,1837388.409815
17-DEC-2025,INE397D01024,BHARTI AIRTEL LIMITED,BHARTIARTL,314058656,73443075,48341512.62602325
17-DEC-2025,INE467B01029,TATA CONSULTANCY SERV LT,TCS,123298271,41938750,24315346.73906275
17-DEC-2025,INE114A01011,STEEL AUTHORITY OF INDIA,SAIL,216861410,254114900,151764982.236092
17-DEC-2025,INE692A01016,UNION BANK OF INDIA,UNIONBANK,289041713,138343200,73152760.13827575
17-DEC-2025,INE868B01028,NCC LIMITED,NCC,72342848,54413100,22289244.509448
17-DEC-2025,INE974X01010,TUBE INVEST OF INDIA LTD,TIINDIA,14039249,5654800,3149008.999408
17-DEC-2025,INE262H01021,PERSISTENT SYSTEMS LTD,PERSISTENT,16151851,3924800,2199738.734963
17-DEC-2025,INE129A01019,GAIL (INDIA) LTD,GAIL,402429848,207931500,98280935.1429255
17-DEC-2025,INE053F01010,INDIAN RAILWAY FIN CORP L,IRFC,226853356,111511500,44749778.491675
17-DEC-2025,INE245A01021,TATA POWER CO LTD,TATAPOWER,169808198,123316700,52393002.111496
17-DEC-2025,INE406A01037,AUROBINDO PHARMA LTD,AUROPHARMA,41977935,30779650,21134396.2631395
17-DEC-2025,INE115A01026,LIC HOUSING FINANCE LTD,LICHSGFIN,45183075,53653000,33175734.26802
17-DEC-2025,INE335Y01020,INDIAN RAIL TOUR CORP LTD,IRCTC,30082783,37895375,18183899.85647375
17-DEC-2025,INE528G01035,YES BANK LIMITED,YESBANK,3136562346,1811730500,1022147742.891359
17-DEC-2025,INE123W01016,SBI LIFE INSURANCE CO LTD,SBILIFE,44735132,14237625,8523898.5523275
17-DEC-2025,INE213A01029,OIL AND NATURAL GAS CORP.,ONGC,517141211,189054000,101370968.20071
17-DEC-2025,INE918Z01012,KAYNES TECHNOLOGY IND LTD,KAYNES,4667784,14862400,3321153.019611
17-DEC-2025,INE239A01024,NESTLE INDIA LIMITED,NESTLEIND,71801274,25873500,16740694.104915
17-DEC-2025,INE949L01017,AU SMALL FINANCE BANK LTD,AUBANK,86234186,36192000,20992845.40202
17-DEC-2025,INE267A01025,HINDUSTAN ZINC LIMITED,HINDZINC,167680340,118466075,40567578.50794425
17-DEC-2025,INE192A01025,TATA CONSUMER PRODUCT LTD,TATACONSUM,65471528,20950050,12218021.2805365
17-DEC-2025,INE976G01028,RBL BANK LIMITED,RBLBANK,91351468,120627775,65615224.2025505
17-DEC-2025,INE318A01026,PIDILITE INDUSTRIES LTD,PIDILITIND,31170515,9606500,6993274.59057
17-DEC-2025,INE670A01012,TATA ELXSI LIMITED,TATAELXSI,4309631,4010000,1693953.57315
17-DEC-2025,INE028A01039,BANK OF BARODA,BANKBARODA,257509827,174309525,84898894.9093155
17-DEC-2025,INE854D01024,UNITED SPIRITS LIMITED,UNITDSPR,47269416,19481200,12262214.278244
17-DEC-2025,INE545U01014,BANDHAN BANK LIMITED,BANDHANBNK,142752962,178833600,105366121.404984
17-DEC-2025,INE176B01034,HAVELLS INDIA LIMITED,HAVELLS,38133766,13105500,8277701.04837
17-DEC-2025,INE811K01011,PRESTIGE ESTATE LTD,PRESTIGE,25234534,7366500,4061138.277672
17-DEC-2025,INE079A01024,AMBUJA CEMENTS LTD,AMBUJACEM,119762774,68570250,44372079.1813425
17-DEC-2025,INE736A01011,CENTRAL DEPO SER (I) LTD,CDSL,26647500,26079400,9336011.88397025
17-DEC-2025,INE027H01010,MAX HEALTHCARE INS LTD,MAXHEALTH,97211768,30276225,19902349.02201
17-DEC-2025,INE776C01039,GMR AIRPORTS LIMITED,GMRAIRPORT,534704421,397700550,155224741.65012675
17-DEC-2025,INE702C01027,APL APOLLO TUBES LTD,APLAPOLLO,27232196,9824500,7441171.9029585
17-DEC-2025,INE084A01016,BANK OF INDIA,BANKINDIA,181770921,95955600,50655711.880228
17-DEC-2025,INE685A01028,TORRENT PHARMACEUTICALS L,TORNTPHARM,16072672,3311750,2379174.9180775
17-DEC-2025,INE257A01026,BHEL,BHEL,169029877,134940750,60787372.9776075
17-DEC-2025,INE765G01017,ICICI LOMBARD GIC LIMITED,ICICIGI,26688038,8709350,5661109.06485475
17-DEC-2025,INE603J01030,PI INDUSTRIES LTD,PIIND,8178275,4409125,2356409.18359
17-DEC-2025,INE628A01036,UPL LIMITED,UPL,82588393,51271845,29644078.1150078
17-DEC-2025,INE674K01013,ADITYA BIRLA CAPITAL LTD.,ABCAPITAL,122316423,117403200,75460751.224485
17-DEC-2025,INE148O01028,DELHIVERY LIMITED,DELHIVERY,94196226,38161325,15506152.06088175
17-DEC-2025,INE158A01026,HERO MOTOCORP LIMITED,HEROMOTOCO,19579129,11451600,6211563.546795
17-DEC-2025,INE775A01035,SAMVRDHNA MTHRSN INTL LTD,MOTHERSON,542522848,296374650,182770459.169505
17-DEC-2025,INE585B01010,MARUTI SUZUKI INDIA LTD.,MARUTI,16752897,5805150,3036468.181587
17-DEC-2025,INE619A01035,PATANJALI FOODS LIMITED,PATANJALI,50840137,48541500,22105711.399374
17-DEC-2025,INE947Q01028,LAURUS LABS LIMITED,LAURUSLABS,58629477,29286750,13909325.770214
17-DEC-2025,INE522D01027,MANAPPURAM FINANCE LTD,MANAPPURAM,82205057,68325000,34033252.59552
17-DEC-2025,INE465A01025,BHARAT FORGE LTD,BHARATFORG,35155737,13557000,7422169.56973
17-DEC-2025,INE878B01027,KEI INDUSTRIES LTD.,KEI,9313740,2236325,1105421.29481
17-DEC-2025,INE031A01017,HSG & URBAN DEV CORPN LTD,HUDCO,75071250,90834075,32273161.57282125
17-DEC-2025,INE138Y01010,KFIN TECHNOLOGIES LIMITED,KFINTECH,19911179,8434250,3178717.6585805
17-DEC-2025,INE242A01010,INDIAN OIL CORP LTD,IOC,684903861,199504500,97836874.03069125
17-DEC-2025,INE0J1Y01017,LIFE INSURA CORP OF INDIA,LICI,32057152,25197900,9946227.615086
17-DEC-2025,INE494B01023,TVS MOTOR COMPANY  LTD,TVSMOTOR,35369445,10915275,7593505.130253
17-DEC-2025,INE302A01020,EXIDE INDUSTRIES LTD,EXIDEIND,68856800,49804200,25501488.041844
17-DEC-2025,INE364U01010,ADANI GREEN ENERGY LTD,ADANIGREEN,61877951,43672200,22635768.422862
17-DEC-2025,INE935N01020,DIXON TECHNO (INDIA) LTD,DIXON,6445442,7292600,2193110.3130895
17-DEC-2025,INE061F01013,FORTIS HEALTHCARE LTD,FORTIS,62490435,23621225,13391722.09878725
17-DEC-2025,INE732I01013,ANGEL ONE LIMITED,ANGELONE,9647634,11007000,3525426.41212
17-DEC-2025,INE398R01022,SYNGENE INTERNATIONAL LTD,SYNGENE,28408333,13206000,8362447.76997
17-DEC-2025,INE155A01022,TATA MOTORS PASS VEH LTD,TMPV,284575867,202684000,86646608.375576
17-DEC-2025,INE726G01019,ICICI PRU LIFE INS CO LTD,ICICIPRULI,48653643,23087075,16401172.671257
17-DEC-2025,INE018A01030,LARSEN & TOUBRO LTD.,LT,136007303,22284675,14046160.72065675
17-DEC-2025,INE758T01015,ETERNAL LIMITED,ETERNAL,1361988292,446093300,299144203.0986875
17-DEC-2025,INE745G01035,MULTI COMMODITY EXCHANGE,MCX,7635422,7657625,3040516.63232875
17-DEC-2025,INE361B01024,DIVI S LABORATORIES LTD,DIVISLAB,16353614,4583300,2863490.786833
17-DEC-2025,INE0DK501011,PIRAMAL PHARMA LIMITED,PPLPHARMA,120138597,53325250,22216936.86861
17-DEC-2025,INE881D01027,ORACLE FIN SERV SOFT LTD.,OFSS,3401732,2711700,1352746.57423875
17-DEC-2025,INE020B01018,REC LIMITED,RECLTD,187084550,182147275,93704573.01824225
17-DEC-2025,INE139A01034,NATIONAL ALUMINIUM CO LTD,NATIONALUM,134225816,119021250,57572756.868825
17-DEC-2025,INE029A01011,BHARAT PETROLEUM CORP  LT,BPCL,281577339,58489625,28911749.80885225
17-DEC-2025,INE669C01036,TECH MAHINDRA LIMITED,TECHM,76137451,32868600,22293916.691706
17-DEC-2025,INE423A01024,ADANI ENTERPRISES LIMITED,ADANIENT,30942206,43971318,19687505.91188697
17-DEC-2025,INE298A01020,CUMMINS INDIA LTD,CUMMINSIND,20374200,4691800,2973016.552926
17-DEC-2025,INE388Y01029,FSN E COMMERCE VENTURES,NYKAA,205324177,85803125,50307015.50509375
17-DEC-2025,INE101A01026,MAHINDRA & MAHINDRA LTD,M&M,100261459,28112000,18507843.808482
17-DEC-2025,INE530B01024,IIFL FINANCE LIMITED,IIFL,47888370,23670900,11424193.4749635
17-DEC-2025,INE030A01027,HINDUSTAN UNILEVER LTD.,HINDUNILVR,89517840,20581200,10258064.758428
17-DEC-2025,INE596I01020,COMPUTER AGE MNGT SER LTD,CAMS,37106075,18803250,8467854.5226375
17-DEC-2025,INE498L01015,L&T FINANCE LIMITED,LTF,126777205,97457438,40754696.53913876
17-DEC-2025,INE094A01015,HINDUSTAN PETROLEUM CORP,HINDPETRO,143933168,61410150,36927572.809329
17-DEC-2025,INE259A01022,COLGATE PALMOLIVE LTD.,COLPAL,19990944,12047400,6301208.525157
17-DEC-2025,INE019A01038,JSW STEEL LIMITED,JSWSTEEL,133166619,78655050,46920085.608366
17-DEC-2025,INE742F01042,ADANI PORT & SEZ LTD,ADANIPORTS,73799006,37002975,23162098.46704025
17-DEC-2025,INE540L01014,ALKEM LABORATORIES LTD.,ALKEM,6130387,2002625,1568475.294255
17-DEC-2025,INE073K01018,SONA BLW PRECISION FRGS L,SONACOMS,67126548,23402400,14241783.611944
17-DEC-2025,INE059A01026,CIPLA LTD,CIPLA,57073940,23502375,13513037.59708125
17-DEC-2025,INE081A01020,TATA STEEL LIMITED,TATASTEEL,833987639,500610000,261349283.0344
17-DEC-2025,INE196A01026,MARICO LIMITED,MARICO,79408529,43808400,34351050.647292
17-DEC-2025,INE067A01029,CG POWER AND IND SOL LTD,CGPOWER,100245792,28025350,14418090.055905
17-DEC-2025,INE472A01039,BLUE STAR LIMITED,BLUESTARCO,19584741,3606525,2025901.69522975
