INSTRUMENT,SYMBOL    ,EXP_DATE  ,OPEN_PRICE ,HI_PRICE   ,LO_PRICE   ,CLOSE_PRICE,OPEN_INT*      ,TRD_VAL           ,TRD_QTY          ,NO_OF_CONT       ,NO_OF_TRADE      
FUTSTK    ,MARICO    ,24/02/2026,00000744.20,00000744.20,00000744.20,00000744.20,000000000026400,         893040.00,             1200,              001,              001
FUTSTK    ,MARUTI    ,30/12/2025,00016396.00,00016512.00,00016381.00,00016409.00,000000002662750,     3474252650.00,           211450,             4229,             3380
FUTSTK    ,MARUTI    ,27/01/2026,00016490.00,00016612.00,00016490.00,00016516.00,000000000226550,      798439200.00,            48300,              966,              441
FUTSTK    ,MARUTI    ,24/02/2026,00016645.00,00016698.00,00016590.00,00016600.00,000000000013750,       23264950.00,             1400,              028,              025
FUTSTK    ,MAXHEALTH ,30/12/2025,00001074.00,00001076.00,00001029.10,00001033.80,000000018793425,     3363980550.00,          3224025,             6141,             5375
FUTSTK    ,MAXHEALTH ,27/01/2026,00001080.40,00001081.00,00001036.00,00001041.20,000000000941850,      462603172.50,           440475,              839,              770
FUTSTK    ,MAXHEALTH ,24/02/2026,00001081.80,00001081.80,00001043.20,00001046.70,000000000162225,       37772437.50,            35700,              068,              066
FUTSTK    ,MAZDOCK   ,30/12/2025,00002410.60,00002423.70,00002354.40,00002362.60,000000004105675,     1344445130.00,           564200,             3224,             2619
FUTSTK    ,MAZDOCK   ,27/01/2026,00002428.40,00002439.00,00002365.70,00002376.90,000000000456000,      408143940.00,           170200,              851,              729
FUTSTK    ,MAZDOCK   ,24/02/2026,00002437.00,00002455.00,00002385.00,00002388.80,000000000044400,       92776760.00,            38400,              192,              152
FUTSTK    ,MCX       ,30/12/2025,00010219.00,00010244.00,00010017.00,00010066.00,000000002569250,     4782470375.00,           472250,             3778,             3232
FUTSTK    ,MCX       ,27/01/2026,00010265.00,00010303.00,00010075.00,00010120.00,000000000275125,      882305375.00,            86625,              693,              661
FUTSTK    ,MCX       ,24/02/2026,00010321.00,00010354.00,00010135.00,00010188.00,000000000044875,       32016625.00,             3125,              025,              025
FUTSTK    ,MFSL      ,30/12/2025,00001674.00,00001685.90,00001648.40,00001668.50,000000007804000,     1157303080.00,           696000,             1740,             1541
FUTSTK    ,MFSL      ,27/01/2026,00001684.10,00001695.90,00001658.50,00001677.50,000000000141600,      182708880.00,           109200,              273,              259
FUTSTK    ,MFSL      ,24/02/2026,00001688.00,00001688.00,00001680.00,00001684.60,000000000007600,        2021040.00,             1200,              003,              003
FUTSTK    ,MOTHERSON ,30/12/2025,00000119.46,00000121.17,00000119.01,00000119.73,000000182956350,     1490574147.00,         12404550,             2017,             1750
FUTSTK    ,MOTHERSON ,27/01/2026,00000120.22,00000121.84,00000119.80,00000120.37,000000005639550,      323225673.00,          2675250,              435,              382
FUTSTK    ,MOTHERSON ,24/02/2026,00000122.00,00000122.21,00000120.85,00000121.14,000000001832700,       18657070.50,           153750,              025,              024
FUTSTK    ,MPHASIS   ,30/12/2025,00002880.00,00002900.70,00002860.00,00002868.40,000000006332425,     1384923320.00,           481525,             1751,             1597
FUTSTK    ,MPHASIS   ,27/01/2026,00002876.40,00002918.20,00002876.40,00002886.30,000000000134200,      252178245.00,            87175,              317,              210
FUTSTK    ,MPHASIS   ,24/02/2026,00002901.60,00002902.70,00002901.60,00002902.70,000000000007975,        1596182.50,              550,              002,              002
FUTSTK    ,MUTHOOTFIN,30/12/2025,00003850.20,00003870.40,00003761.00,00003769.20,000000002817375,     4043675240.00,          1062050,             3862,             3338
FUTSTK    ,MUTHOOTFIN,27/01/2026,00003878.10,00003881.40,00003781.00,00003791.70,000000000333850,     1116650810.00,           290950,             1058,              947
FUTSTK    ,MUTHOOTFIN,24/02/2026,00003881.30,00003885.00,00003801.10,00003808.40,000000000038500,      102292355.00,            26675,              097,              089
FUTSTK    ,NATIONALUM,30/12/2025,00000277.20,00000281.80,00000277.20,00000279.70,000000055927500,     3821715375.00,         13653750,             3641,             3221
FUTSTK    ,NATIONALUM,27/01/2026,00000280.50,00000283.50,00000280.00,00000281.50,000000004256250,      496418062.50,          1762500,              470,              444
FUTSTK    ,NATIONALUM,24/02/2026,00000279.85,00000282.00,00000278.50,00000280.00,000000001758750,       71487375.00,           255000,              068,              064
FUTSTK    ,NAUKRI    ,30/12/2025,00001348.80,00001370.00,00001339.30,00001343.20,000000007894875,      705647925.00,           522375,             1393,             1083
FUTSTK    ,NAUKRI    ,27/01/2026,00001358.00,00001379.00,00001347.20,00001350.80,000000000573000,      221919787.50,           163500,              436,              222
FUTSTK    ,NAUKRI    ,24/02/2026,00001373.00,00001377.50,00001356.50,00001358.20,000000000034500,        5127375.00,             3750,              010,              010
FUTSTK    ,NBCC      ,30/12/2025,00000113.30,00000113.30,00000109.28,00000109.71,000000085345000,     1466779210.00,         13247000,             2038,             1931
FUTSTK    ,NBCC      ,27/01/2026,00000112.85,00000112.90,00000110.02,00000110.37,000000005083000,      257140715.00,          2307500,              355,              332
FUTSTK    ,NBCC      ,24/02/2026,00000113.00,00000113.17,00000110.58,00000110.58,000000000455000,       10915515.00,            97500,              015,              014
FUTSTK    ,NCC       ,30/12/2025,00000156.34,00000158.68,00000155.10,00000155.97,000000022439700,      503285643.00,          3213000,             1190,              986
FUTSTK    ,NESTLEIND ,30/12/2025,00001243.10,00001243.20,00001228.20,00001235.90,000000015278500,     2130723050.00,          1723000,             3446,             2221
FUTSTK    ,NESTLEIND ,27/01/2026,00001250.70,00001250.80,00001236.10,00001243.50,000000001866000,     1125892250.00,           904500,             1809,              645
FUTSTK    ,NESTLEIND ,24/02/2026,00001250.00,00001251.50,00001239.20,00001245.70,000000000080500,        9967700.00,             8000,              016,              016
FUTSTK    ,NHPC      ,30/12/2025,00000075.83,00000076.11,00000075.12,00000075.57,000000066835200,      574313472.00,          7596800,             1187,              982
FUTSTK    ,NHPC      ,27/01/2026,00000075.96,00000076.61,00000075.68,00000076.03,000000005932800,      146650624.00,          1926400,              301,              247
FUTSTK    ,NHPC      ,24/02/2026,00000075.50,00000076.10,00000075.30,00000075.76,000000001696000,       39769344.00,           524800,              082,              069
FUTSTK    ,NMDC      ,30/12/2025,00000077.38,00000078.00,00000076.87,00000077.35,000000322872750,     1722990285.00,         22227750,             3293,             2674
FUTSTK    ,NMDC      ,27/01/2026,00000077.50,00000078.39,00000077.34,00000077.66,000000014897250,      474960577.50,          6102000,              904,              629
FUTSTK    ,NMDC      ,24/02/2026,00000077.85,00000078.77,00000077.68,00000078.06,000000001505250,       47000250.00,           600750,              089,              075
FUTSTK    ,NTPC      ,30/12/2025,00000319.90,00000322.90,00000319.90,00000321.50,000000084450000,     1556605650.00,          4840500,             3227,             2765
FUTSTK    ,NTPC      ,27/01/2026,00000322.80,00000324.75,00000322.40,00000323.50,000000007416000,      205764900.00,           636000,              424,              339
FUTSTK    ,NTPC      ,24/02/2026,00000322.80,00000324.50,00000322.05,00000323.00,000000000591000,       17933025.00,            55500,              037,              036
FUTSTK    ,NUVAMA    ,30/12/2025,00007238.00,00007317.50,00007176.00,00007201.50,000000000359100,      470869837.50,            65025,              867,              810
FUTSTK    ,NUVAMA    ,27/01/2026,00007287.50,00007339.00,00007205.50,00007239.50,000000000016100,       95981600.00,            13200,              132,              132
FUTSTK    ,NYKAA     ,30/12/2025,00000247.80,00000249.00,00000244.60,00000246.05,000000053953125,     1041776250.00,          4234375,             1355,             1290
FUTSTK    ,NYKAA     ,27/01/2026,00000246.65,00000248.75,00000244.55,00000246.20,000000002503125,      198403750.00,           806250,              258,              222
FUTSTK    ,NYKAA     ,24/02/2026,00000247.00,00000247.55,00000244.10,00000244.80,000000000125000,       17662500.00,            71875,              023,              023
FUTSTK    ,OBEROIRLTY,30/12/2025,00001631.90,00001646.90,00001600.30,00001609.60,000000004491900,      734974765.00,           453950,             1297,             1147
FUTSTK    ,OBEROIRLTY,27/01/2026,00001624.80,00001633.50,00001592.10,00001602.40,000000000274750,       93735915.00,            58100,              166,              157
FUTSTK    ,OBEROIRLTY,24/02/2026,00001622.00,00001622.00,00001595.00,00001595.00,000000000012950,        1125950.00,              700,              002,              002
FUTSTK    ,OFSS      ,30/12/2025,00007805.00,00007888.50,00007710.00,00007727.50,000000001362600,     1395760837.50,           179325,             2391,             1992
FUTSTK    ,OFSS      ,27/01/2026,00007859.50,00007922.50,00007750.00,00007762.50,000000000086400,      331521337.50,            42450,              566,              401
FUTSTK    ,OFSS      ,24/02/2026,00007929.50,00007929.50,00007790.00,00007805.00,000000000007800,       29999887.50,             3825,              051,              051
FUTSTK    ,OIL       ,30/12/2025,00000402.45,00000404.55,00000396.50,00000398.25,000000010610600,      376016060.00,           939400,              671,              614
FUTSTK    ,OIL       ,27/01/2026,00000403.60,00000406.15,00000399.05,00000400.05,000000000495600,       43898400.00,           109200,              078,              074
FUTSTK    ,OIL       ,24/02/2026,00000401.90,00000404.95,00000398.15,00000399.50,000000000159600,        7867090.00,            19600,              014,              014
FUTSTK    ,ONGC      ,30/12/2025,00000232.38,00000233.68,00000228.77,00000233.14,000000094225500,     2062472692.50,          8871750,             3943,             3276
FUTSTK    ,ONGC      ,27/01/2026,00000232.80,00000234.97,00000230.49,00000234.61,000000006736500,      420597675.00,          1797750,              799,              659
FUTSTK    ,ONGC      ,24/02/2026,00000232.00,00000234.62,00000231.38,00000234.30,000000001053000,       27856012.50,           119250,              053,              048
FUTSTK    ,PAGEIND   ,30/12/2025,00036225.00,00036510.00,00035985.00,00036085.00,000000000253290,     1025163450.00,            28275,             1885,             1348
FUTSTK    ,PAGEIND   ,27/01/2026,00036485.00,00036495.00,00035935.00,00036020.00,000000000015360,      161664825.00,             4470,              298,              243
FUTSTK    ,PAGEIND   ,24/02/2026,00036305.00,00036330.00,00035950.00,00036000.00,000000000003150,       16252500.00,              450,              030,              029
FUTSTK    ,PATANJALI ,30/12/2025,00000541.80,00000548.80,00000530.00,00000544.60,000000036430200,     4562053875.00,          8464500,             9405,             7291
FUTSTK    ,PATANJALI ,27/01/2026,00000544.55,00000551.65,00000533.10,00000547.70,000000000860400,      484276635.00,           893700,              993,              595
FUTSTK    ,PATANJALI ,24/02/2026,00000545.30,00000551.90,00000536.00,00000551.90,000000000050400,        9311940.00,            17100,              019,              018
FUTSTK    ,PAYTM     ,30/12/2025,00001283.00,00001295.00,00001263.00,00001272.70,000000017953175,     2391461292.50,          1874125,             2585,             2103
FUTSTK    ,PAYTM     ,27/01/2026,00001302.00,00001302.00,00001271.20,00001279.00,000000000930175,      613434535.00,           478500,              660,              384
FUTSTK    ,PAYTM     ,24/02/2026,00001306.10,00001306.90,00001280.20,00001284.80,000000000108750,       34602655.00,            26825,              037,              029
FUTSTK    ,PERSISTENT,30/12/2025,00006213.00,00006363.50,00006213.00,00006289.00,000000002088400,     1877374750.00,           297600,             2976,             2495
FUTSTK    ,PERSISTENT,27/01/2026,00006294.00,00006389.00,00006294.00,00006324.50,000000000103200,      390747000.00,            61600,              616,              539
FUTSTK    ,PERSISTENT,24/02/2026,00006356.00,00006405.00,00006329.50,00006346.00,000000000012900,       15897300.00,             2500,              025,              024
FUTSTK    ,PETRONET  ,30/12/2025,00000266.00,00000270.50,00000265.45,00000269.45,000000043608600,      676289160.00,          2514600,             1397,             1238
FUTSTK    ,PETRONET  ,27/01/2026,00000267.30,00000272.00,00000267.25,00000271.00,000000003404800,      140982185.00,           520600,              274,              249
FUTSTK    ,PETRONET  ,24/02/2026,00000272.00,00000273.00,00000272.00,00000272.30,000000000235600,        6215470.00,            22800,              012,              012
FUTSTK    ,PFC       ,30/12/2025,00000336.20,00000339.90,00000335.25,00000336.75,000000076484200,     1420151655.00,          4208100,             3237,             2324
FUTSTK    ,PFC       ,27/01/2026,00000339.70,00000341.85,00000337.35,00000338.70,000000008828300,      477335690.00,          1405300,             1081,              825
FUTSTK    ,PFC       ,24/02/2026,00000340.50,00000343.00,00000338.50,00000339.70,000000001653600,      103749555.00,           304200,              234,              222
FUTSTK    ,PGEL      ,30/12/2025,00000563.20,00000569.95,00000557.10,00000563.65,000000009730700,      727949215.00,          1291500,             1845,             1676
FUTSTK    ,PGEL      ,27/01/2026,00000570.85,00000573.35,00000560.00,00000566.30,000000000464550,      127072760.00,           224200,              236,              218
FUTSTK    ,PGEL      ,24/02/2026,00000572.90,00000574.10,00000567.40,00000569.95,000000000064600,       10328685.00,            18050,              019,              019
FUTSTK    ,PHOENIXLTD,30/12/2025,00001789.00,00001806.90,00001773.00,00001782.50,000000003299450,      562957080.00,           315350,              901,              810
FUTSTK    ,PHOENIXLTD,27/01/2026,00001800.00,00001803.40,00001783.60,00001791.40,000000000092050,       81729655.00,            45500,              130,              108
FUTSTK    ,PHOENIXLTD,24/02/2026,00001809.00,00001809.00,00001800.00,00001800.90,000000000005950,        2523780.00,             1400,              004,              004
FUTSTK    ,PIDILITIND,30/12/2025,00001475.20,00001476.10,00001448.50,00001452.60,000000006783000,     1379123150.00,           947000,             1894,             1327
FUTSTK    ,PIDILITIND,27/01/2026,00001480.80,00001483.00,00001456.90,00001461.30,000000000739000,      662206600.00,           452500,              905,              441
FUTSTK    ,PIDILITIND,24/02/2026,00001474.10,00001474.10,00001466.10,00001470.20,000000000028000,        9555950.00,             6500,              013,              013
FUTSTK    ,PIIND     ,30/12/2025,00003259.90,00003262.00,00003196.50,00003216.60,000000002450350,      979963477.50,           303975,             1737,             1605
FUTSTK    ,PIIND     ,27/01/2026,00003254.00,00003254.00,00003201.10,00003221.90,000000000271950,      121202462.50,            37625,              215,              181
FUTSTK    ,PIIND     ,24/02/2026,00003240.00,00003240.00,00003220.70,00003220.70,000000000022050,        3959480.00,             1225,              007,              007
FUTSTK    ,PNB       ,30/12/2025,00000117.68,00000119.99,00000117.46,00000119.75,000000212016000,     4481334320.00,         37600000,             4700,             4234
FUTSTK    ,PNB       ,27/01/2026,00000118.49,00000120.68,00000118.28,00000120.42,000000030320000,     1396043520.00,         11648000,             1456,             1315
FUTSTK    ,PNB       ,24/02/2026,00000119.33,00000121.20,00000119.13,00000121.06,000000004208000,       68437280.00,           568000,              071,              070
FUTSTK    ,PNBHOUSING,30/12/2025,00000910.00,00000918.90,00000892.85,00000897.80,000000015786550,     1355800842.50,          1498250,             2305,             1942
FUTSTK    ,PNBHOUSING,27/01/2026,00000922.30,00000923.30,00000899.00,00000902.80,000000000604500,      183857700.00,           202150,              311,              267
FUTSTK    ,PNBHOUSING,24/02/2026,00000923.00,00000923.00,00000906.10,00000906.10,000000000033800,        5359282.50,             5850,              009,              009
FUTSTK    ,POLICYBZR ,30/12/2025,00001820.90,00001832.00,00001763.30,00001770.40,000000006082300,     4666436285.00,          2604700,             7442,             6498
FUTSTK    ,POLICYBZR ,27/01/2026,00001814.90,00001837.40,00001772.80,00001783.20,000000000500500,      611532285.00,           340200,              972,              767
FUTSTK    ,POLICYBZR ,24/02/2026,00001828.60,00001828.60,00001783.00,00001790.80,000000000017150,       18318160.00,            10150,              029,              028
FUTSTK    ,POLYCAB   ,30/12/2025,00007262.50,00007262.50,00007057.50,00007103.00,000000002073250,     7077446250.00,           994125,             7953,             6663
FUTSTK    ,POLYCAB   ,27/01/2026,00007265.00,00007271.50,00007100.00,00007139.00,000000000153000,     1060142250.00,           148000,             1184,             1068
FUTSTK    ,POLYCAB   ,24/02/2026,00007213.00,00007253.00,00007151.50,00007188.50,000000000010750,       54944812.50,             7625,              061,              060
FUTSTK    ,POWERGRID ,30/12/2025,00000260.95,00000263.45,00000260.00,00000261.90,000000073634500,     1671134455.00,          6374500,             3355,             3026
FUTSTK    ,POWERGRID ,27/01/2026,00000262.35,00000265.00,00000262.35,00000263.45,000000008417000,      253567540.00,           961400,              506,              452
FUTSTK    ,POWERGRID ,24/02/2026,00000262.45,00000263.50,00000261.65,00000262.40,000000000898700,       22441660.00,            85500,              045,              041
FUTSTK    ,POWERINDIA,30/12/2025,00019315.00,00019650.00,00019135.00,00019215.00,000000000254100,     1122891250.00,            58050,             1161,             1010
FUTSTK    ,POWERINDIA,27/01/2026,00019450.00,00019740.00,00019225.00,00019290.00,000000000012900,      143658000.00,             7400,              148,              137
FUTSTK    ,POWERINDIA,24/02/2026,00019795.00,00019795.00,00019365.00,00019365.00,000000000001300,        3914750.00,              200,              004,              004
FUTSTK    ,PPLPHARMA ,30/12/2025,00000169.69,00000171.60,00000167.71,00000168.20,000000024847500,      553421525.00,          3270000,             1308,             1074
FUTSTK    ,PPLPHARMA ,27/01/2026,00000170.82,00000172.54,00000168.50,00000169.05,000000003323250,      128273355.00,           753375,              287,              274
FUTSTK    ,PPLPHARMA ,24/02/2026,00000171.27,00000171.48,00000170.00,00000170.02,000000000228375,        1792271.25,            10500,              004,              004
FUTSTK    ,PRESTIGE  ,30/12/2025,00001627.10,00001628.10,00001602.00,00001613.20,000000004012650,      505878165.00,           313200,              696,              630
FUTSTK    ,PRESTIGE  ,27/01/2026,00001632.00,00001638.60,00001611.20,00001621.30,000000000088200,      106733610.00,            65700,              146,              110
FUTSTK    ,PRESTIGE  ,24/02/2026,00001640.00,00001640.00,00001632.30,00001632.50,000000000011250,        3681000.00,             2250,              005,              005
FUTSTK    ,RBLBANK   ,30/12/2025,00000303.00,00000305.40,00000296.00,00000298.00,000000074647425,     4188051695.00,         14004925,             4411,             3537
FUTSTK    ,RBLBANK   ,27/01/2026,00000305.80,00000306.65,00000297.95,00000299.90,000000002730500,      541767236.25,          1800225,              567,              461
FUTSTK    ,RBLBANK   ,24/02/2026,00000301.00,00000303.70,00000300.30,00000301.70,000000000133350,       11508422.50,            38100,              012,              011
FUTSTK    ,RECLTD    ,30/12/2025,00000336.35,00000337.50,00000333.00,00000334.50,000000092599425,     1715540677.50,          5119125,             4015,             3391
FUTSTK    ,RECLTD    ,27/01/2026,00000338.30,00000339.55,00000334.95,00000336.50,000000009163000,      543191040.00,          1611400,             1151,             1029
FUTSTK    ,RECLTD    ,24/02/2026,00000338.80,00000339.05,00000334.50,00000335.90,000000001881600,      158725630.00,           471800,              337,              321
FUTSTK    ,RELIANCE  ,30/12/2025,00001550.00,00001554.60,00001544.60,00001548.80,000000088321000,     8791468700.00,          5677000,            11354,             8890
FUTSTK    ,RELIANCE  ,27/01/2026,00001559.00,00001563.90,00001554.00,00001558.50,000000010574500,     2820237300.00,          1810000,             3620,             2547
FUTSTK    ,RELIANCE  ,24/02/2026,00001567.00,00001572.60,00001564.00,00001566.40,000000001001500,      119881050.00,            76500,              153,              137
FUTSTK    ,RVNL      ,30/12/2025,00000308.35,00000309.45,00000303.75,00000305.40,000000039051375,      868352306.25,          2832500,             2060,             1864
FUTSTK    ,RVNL      ,27/01/2026,00000304.20,00000304.20,00000298.20,00000299.95,000000008000150,      481440288.75,          1598200,             1048,             1002
FUTSTK    ,RVNL      ,24/02/2026,00000299.05,00000299.05,00000294.00,00000295.20,000000001024800,       52787417.50,           178425,              117,              109
FUTSTK    ,SAIL      ,30/12/2025,00000129.51,00000130.69,00000129.14,00000130.31,000000159066800,     1439302714.00,         11073200,             2356,             2051
FUTSTK    ,SAIL      ,27/01/2026,00000131.00,00000131.57,00000129.99,00000131.14,000000015782600,      340453289.00,          2603800,              554,              426
FUTSTK    ,SAIL      ,24/02/2026,00000131.46,00000132.06,00000130.60,00000131.73,000000003459200,       74681778.00,           568700,              121,              121
FUTSTK    ,SAMMAANCAP,30/12/2025,00000148.20,00000153.75,00000141.73,00000146.19,000000089749600,     8648999360.00,         58652000,            13640,             9080
FUTSTK    ,SAMMAANCAP,27/01/2026,00000148.89,00000154.75,00000142.58,00000147.17,000000027713500,     3274356561.00,         22123500,             5145,             2772
FUTSTK    ,SAMMAANCAP,24/02/2026,00000148.95,00000155.16,00000143.87,00000147.65,000000001173900,      180540746.00,          1216900,              283,              140
FUTSTK    ,SBICARD   ,30/12/2025,00000841.00,00000852.30,00000831.60,00000836.55,000000015552000,     1691601640.00,          2014400,             2518,             2280
FUTSTK    ,SBICARD   ,27/01/2026,00000842.00,00000851.70,00000832.20,00000836.75,000000001301600,      360310200.00,           428800,              536,              474
FUTSTK    ,SBICARD   ,24/02/2026,00000848.40,00000849.00,00000834.00,00000838.00,000000000110400,       18150120.00,            21600,              027,              026
FUTSTK    ,SBILIFE   ,30/12/2025,00002034.90,00002046.70,00002000.20,00002016.30,000000007614375,     2686985850.00,          1333125,             3555,             3121
FUTSTK    ,SBILIFE   ,27/01/2026,00002053.20,00002058.50,00002014.10,00002028.30,000000000364125,      349443487.50,           172125,              459,              392
FUTSTK    ,SBILIFE   ,24/02/2026,00002060.00,00002060.00,00002027.10,00002040.70,000000000066375,       38251425.00,            18750,              050,              040
FUTSTK    ,SBIN      ,30/12/2025,00000966.80,00000979.70,00000966.80,00000977.50,000000062763000,    13998380812.50,         14348250,            19131,            15040
FUTSTK    ,SBIN      ,27/01/2026,00000972.80,00000985.60,00000972.80,00000983.55,000000012814500,     3423063900.00,          3486000,             4648,             3885
FUTSTK    ,SBIN      ,24/02/2026,00000980.00,00000990.75,00000980.00,00000988.95,000000000841500,      183014475.00,           185250,              247,              230
FUTSTK    ,SHREECEM  ,30/12/2025,00026115.00,00026245.00,00025990.00,00026080.00,000000000291575,      876006125.00,            33550,             1342,             1229
FUTSTK    ,SHREECEM  ,27/01/2026,00026300.00,00026310.00,00026080.00,00026140.00,000000000032200,      106013500.00,             4050,              162,              137
FUTSTK    ,SHREECEM  ,24/02/2026,00026360.00,00026360.00,00026270.00,00026270.00,000000000001900,        1315750.00,              050,              002,              002
FUTSTK    ,SHRIRAMFIN,30/12/2025,00000857.00,00000877.00,00000855.60,00000867.95,000000064484475,    10782598571.25,         12438525,            15077,            12013
FUTSTK    ,SHRIRAMFIN,27/01/2026,00000861.75,00000881.25,00000859.00,00000872.95,000000003634950,     2242417980.00,          2573175,             3119,             2211
FUTSTK    ,SHRIRAMFIN,24/02/2026,00000870.30,00000884.00,00000868.00,00000874.05,000000000265650,      110967903.75,           127050,              154,              148
FUTSTK    ,SIEMENS   ,30/12/2025,00003173.70,00003190.20,00003143.30,00003152.30,000000002714000,      912795287.50,           289000,             2312,             2138
FUTSTK    ,SIEMENS   ,27/01/2026,00003181.20,00003194.80,00003155.00,00003163.30,000000000332325,       90428047.50,            28525,              163,              163
FUTSTK    ,SIEMENS   ,24/02/2026,00003181.00,00003183.00,00003181.00,00003183.00,000000000013475,        1113700.00,              350,              002,              002
FUTSTK    ,SOLARINDS ,30/12/2025,00011793.00,00012012.00,00011786.00,00011824.00,000000000940800,     1169620575.00,            98325,             1311,             1158
FUTSTK    ,SOLARINDS ,27/01/2026,00011963.00,00012090.00,00011868.00,00011910.00,000000000071650,      172376350.00,            14400,              288,              262
FUTSTK    ,SOLARINDS ,24/02/2026,00012046.00,00012146.00,00011960.00,00011960.00,000000000014700,       19887800.00,             1650,              033,              028
FUTSTK    ,SONACOMS  ,30/12/2025,00000483.15,00000494.35,00000483.15,00000491.45,000000013834800,      739041870.00,          1507800,             1436,             1331
FUTSTK    ,SONACOMS  ,27/01/2026,00000487.20,00000496.75,00000487.20,00000494.55,000000000567175,      119773762.50,           242550,              198,              168
FUTSTK    ,SONACOMS  ,24/02/2026,00000492.65,00000498.00,00000492.65,00000496.00,000000000073500,        7889673.75,            15925,              013,              013
FUTSTK    ,SRF       ,30/12/2025,00003008.30,00003040.00,00003001.70,00003036.70,000000003362400,     1739252160.00,           575000,             2875,             2426
FUTSTK    ,SRF       ,27/01/2026,00003031.10,00003056.80,00003017.40,00003053.30,000000000135000,      158225000.00,            52000,              260,              217
FUTSTK    ,SRF       ,24/02/2026,00003040.80,00003048.10,00003040.80,00003048.10,000000000015000,        3043700.00,             1000,              005,              003
FUTSTK    ,SUNPHARMA ,30/12/2025,00001786.60,00001801.20,00001777.60,00001799.20,000000013368250,     2799348755.00,          1564500,             4470,             2518
FUTSTK    ,SUNPHARMA ,27/01/2026,00001797.90,00001812.00,00001788.10,00001810.50,000000001894900,     1778387730.00,           988050,             2823,             1045
FUTSTK    ,SUNPHARMA ,24/02/2026,00001796.10,00001807.00,00001790.90,00001807.00,000000000065100,        6291320.00,             3500,              010,              010
FUTSTK    ,SUPREMEIND,30/12/2025,00003399.60,00003409.70,00003337.50,00003359.10,000000002008125,     1507290855.00,           447825,             2559,             2382
FUTSTK    ,SUPREMEIND,27/01/2026,00003405.60,00003414.80,00003352.00,00003370.20,000000000223825,      162264182.50,            47950,              274,              259
FUTSTK    ,SUPREMEIND,24/02/2026,00003423.10,00003423.10,00003370.60,00003391.40,000000000011725,       12491167.50,             3675,              021,              020
FUTSTK    ,SUZLON    ,30/12/2025,00000052.56,00000052.82,00000051.81,00000051.98,000000248312000,     1010923120.00,         19352000,             2419,             2144
FUTSTK    ,SUZLON    ,27/01/2026,00000053.12,00000053.13,00000052.17,00000052.30,000000039610725,      376243044.50,          7156825,              793,              731
FUTSTK    ,SUZLON    ,24/02/2026,00000053.42,00000053.42,00000052.50,00000052.63,000000004088325,       95456161.50,          1805000,              200,              140
FUTSTK    ,SYNGENE   ,30/12/2025,00000646.20,00000653.25,00000642.50,00000647.25,000000008331000,      460827450.00,           711000,              711,              675
FUTSTK    ,SYNGENE   ,27/01/2026,00000650.65,00000655.95,00000648.00,00000650.90,000000000261000,       56680200.00,            87000,              087,              083
FUTSTK    ,TATACONSUM,30/12/2025,00001178.80,00001189.40,00001172.90,00001180.50,000000011411950,     1808841925.00,          1531200,             2784,             2444
FUTSTK    ,TATACONSUM,27/01/2026,00001184.70,00001196.10,00001182.10,00001188.40,000000001010900,      320425875.00,           269500,              490,              321
FUTSTK    ,TATACONSUM,24/02/2026,00001191.00,00001199.00,00001191.00,00001194.60,000000000050050,        8534680.00,             7150,              013,              013
FUTSTK    ,TATAELXSI ,30/12/2025,00005005.00,00005073.50,00004961.50,00004985.50,000000001769100,      648844250.00,           129500,             1295,             1154
FUTSTK    ,TATAELXSI ,27/01/2026,00005030.00,00005096.50,00004990.50,00005008.00,000000000141300,      118668950.00,            23600,              236,              202
FUTSTK    ,TATAELXSI ,24/02/2026,00005089.00,00005110.00,00005026.00,00005026.00,000000000028700,        8100900.00,             1600,              016,              016
FUTSTK    ,TATAPOWER ,30/12/2025,00000381.00,00000384.60,00000378.60,00000379.55,000000051037100,     1757658970.00,          4608100,             3178,             2668
FUTSTK    ,TATAPOWER ,27/01/2026,00000384.00,00000386.80,00000380.95,00000381.90,000000004996700,      301045085.00,           784450,              541,              533
FUTSTK    ,TATAPOWER ,24/02/2026,00000387.30,00000388.70,00000383.05,00000383.55,000000000613350,       20701215.00,            53650,              037,              036
FUTSTK    ,TATASTEEL ,30/12/2025,00000171.00,00000171.59,00000170.15,00000170.81,000000225830000,     3431363155.00,         20086000,             3652,             2831
FUTSTK    ,TATASTEEL ,27/01/2026,00000172.07,00000172.53,00000171.22,00000171.88,000000031883500,     1041437265.00,          6061000,             1102,              664
FUTSTK    ,TATASTEEL ,24/02/2026,00000173.18,00000173.50,00000172.35,00000172.82,000000002838000,       74148800.00,           429000,              078,              074
FUTSTK    ,TATATECH  ,30/12/2025,00000651.00,00000654.70,00000640.20,00000641.80,000000011114400,      976481840.00,          1513600,             1892,             1742
FUTSTK    ,TATATECH  ,27/01/2026,00000653.00,00000656.60,00000642.70,00000644.20,000000001668800,      436509040.00,           673600,              842,              644
FUTSTK    ,TATATECH  ,24/02/2026,00000658.00,00000659.00,00000647.00,00000647.40,000000000164800,       32349600.00,            49600,              062,              056
FUTSTK    ,TCS       ,30/12/2025,00003218.00,00003241.60,00003206.00,00003220.80,000000023190650,     4918917447.50,          1525650,             8718,             6914
FUTSTK    ,TCS       ,27/01/2026,00003232.00,00003253.90,00003221.40,00003234.20,000000002242100,      768495665.00,           237300,             1356,             1174
