SYMBOL,SYMBOL P/E,ADJUSTED P/E
GOODLUCK,21.08,21.08
FCL,26.57,26.57
CAMLINFINE,,46.20
GULPOLY,30.02,30.02
APOLSINHOT,30.78,30.78
CCHHL,51.13,51.13
LAMBODHARA,17.98,17.98
GRPLTD,33.08,33.08
GENUSPAPER,121.43,121.43
MOLDTKPAC,28.65,28.93
GREENLAM,199.27,199.27
VISHNU,26.61,26.61
GANECOS,26.97,26.97
LINC,18.03,18.03
MENONBE,21.90,21.90
HESTERBIO,39.32,39.32
JMA,6.87,6.87
MANAKALUCO,23.11,23.11
MANAKSTEEL,25.96,25.54
MANAKCOAT,53.55,55.35
ZENTEC,45.04,45.04
IMAGICAA,49.87,50.13
INOXWIND,44.75,43.56
LFIC,20.81,20.81
BYKE,60.77,60.77
AVANTIFEED,18.67,18.67
VRLLOG,21.48,21.48
PRIVISCL,56.73,56.73
BCG,2.92,2.92
UFO,16.79,17.14
TPLPLASTEH,21.59,21.59
NILAINFRA,14.08,14.08
ARROWGREEN,15.08,15.08
PNCINFRA,9.81,16.34
SKIPPER,31.15,31.15
ALANKIT,14.49,12.58
ORICONENT,45.59,67.43
ADANIENSOL,45.52,45.52
SYNGENE,51.35,51.35
AYMSYNTEX,166.57,166.57
EMKAYTOOLS,2.76,2.76
RAMASTEEL,78.28,78.28
PKTEA,43.70,43.70
MUTHOOTCAP,14.78,14.78
SATIN,12.38,12.38
ARVSMART,21.94,21.94
POWERMECH,19.82,19.82
SHARDAMOTR,16.00,16.89
SHREEPUSHK,18.41,18.41
GUJGASLTD,23.32,23.32
SADBHIN,16.94,1.66
IDFCFIRSTB,55.13,55.13
INDIGO,28.67,28.67
SHK,12.39,17.51
BALAXI,8.39,8.39
LUXIND,21.72,21.72
TTKHLTCARE,23.59,22.05
SALZERELEC,17.19,17.19
PILANIINVS,45.40,45.40
KRIDHANINF,0.56,74.01
LINCOLN,11.33,11.33
LALPATHLAB,45.77,45.77
ALKEM,29.01,29.14
NH,49.33,48.90
PRECAM,23.63,44.65
TEAMLEASE,23.25,23.25
HITECH,25.18,25.18
VIDHIING,35.03,35.03
BHAGERIA,17.88,17.88
NECCLTD,22.77,22.77
KELLTONTEC,11.69,11.68
SEQUENT,130.71,128.88
GOKULAGRO,21.50,21.50
SIMBHALS,1.97,1.97
KDDL,19.88,19.85
PDMJEPAPER,8.94,8.94
HCG,256.14,256.14
HECPROJECT,13.98,13.98
WEALTH,29.44,28.54
BHARATWIRE,17.77,17.77
INFIBEAM,21.29,21.70
THYROCARE,57.65,57.65
CROMPTON,30.35,30.35
SAGARDEEP,21.79,21.79
PARAGMILK,32.49,32.49
SHRIPISTON,25.54,25.54
UNITEDPOLY,37.80,37.80
ARMANFIN,258.03,258.03
ALBERTDAVD,67.57,67.57
BLS,21.61,21.61
ASPINWALL,24.21,24.21
SALONA,60.76,60.76
PREMEXPLN,71.90,66.30
CONTROLPR,11.86,12.19
INCREDIBLE,13.12,13.12
DAMODARIND,9.04,9.04
MGL,10.27,10.27
MOLDTECH,61.63,61.63
POKARNA,14.15,14.15
COMPINFO,0.41,0.41
VIJIFIN,2628.33,2628.33
GPTINFRA,15.85,15.85
QUESS,23.28,9.88
GROBTEA,18.62,18.62
SOMICONVEY,25.43,25.43
LLOYDSENGG,61.08,61.08
LTIM,39.03,39.03
GATECH,8.33,8.33
MINDTECK,21.13,21.13
ADVENZYMES,24.58,24.58
DBL,7.36,11.81
SPAL,18.61,18.52
NDGL,16.49,16.13
RBLBANK,31.97,31.97
MBAPL,39.24,39.24
CUPID,237.55,237.55
LTTS,38.44,38.44
GNA,12.90,12.90
CROWN,14.16,14.26
ICICIPRULI,73.16,73.16
MARATHON,20.66,20.66
HPL,26.26,26.26
JAIPURKURT,17.05,17.05
MASKINVEST,18648.06,18648.06
GRETEX,194.40,194.40
SAKAR,46.73,46.61
PANSARI,102.23,102.23
ARTNIRMAN,82.60,82.60
ENDURANCE,42.75,43.28
GICL,110.96,110.98
NIRAJISPAT,8.49,8.49
MAZDA,15.99,15.99
PNBHOUSING,11.68,11.68
VBL,55.96,55.96
KINGFA,46.36,46.36
AGROPHOS,7.92,7.92
PODDARMENT,14.68,14.68
NBIFIN,57.02,57.02
JETFREIGHT,18.67,18.67
SFL,113.18,113.15
HEADSUP,4.30,4.30
TCIEXP,27.16,27.16
LAURUSLABS,107.40,107.40
TERASOFT,54.82,53.42
ITDC,59.00,59.00
HISARMETAL,32.33,32.33
RHFL,6.14,51.46
LIBAS,,16.29
PROLIFE,6.66,6.66
SPCENET,27.34,27.34
MAHESHWARI,7.67,7.67
BHANDARI,12.30,12.30
BSE,70.51,70.51
MCL,31.19,31.19
PRICOLLTD,44.98,44.98
STEELCITY,8.72,8.72
KRISHANA,32.38,32.38
GLOBAL,19.22,19.22
NITIRAJ,31.91,31.91
SANGINITA,62.26,62.26
AKASH,58.34,58.34
DMART,92.73,92.73
TASTYBITE,55.71,55.71
INTENTECH,22.89,22.89
AIRAN,995.26,995.26
AKSHARCHEM,46.46,46.46
ARIHANTSUP,19.76,19.76
URJA,222.80,222.80
LAXMICOT,6.20,
EIFFL,110.12,110.12
NRAIL,26.38,26.38
SHANKARA,2.87,2.87
CNL,20.99,20.99
WIPL,44.23,44.23
FOCUS,63.23,63.23
DEVIT,15.69,15.69
SIKKO,48.87,48.87
MKPL,23.89,23.89
DOLLAR,20.84,21.14
PANACHE,78.21,78.21
INFOBEAN,35.53,34.97
SCHAND,11.92,11.92
BHAGYANGR,22.21,22.21
PSPPROJECT,146.85,146.85
STARCEMENT,38.22,38.22
GLOBE,13.43,13.43
TEJASNET,47.42,47.42
ERIS,51.75,51.75
CDSL,63.67,63.67
GTPL,28.03,28.13
AUBANK,33.52,33.52
TRANSWIND,24.39,24.39
DYNPRO,19.64,19.64
STEELXIND,29.90,29.90
SALASAR,62.61,75.07
UNIVASTU,14.26,14.26
AVADHSUGAR,11.07,11.07
MAGADSUGAR,7.35,7.35
GANGESSECU,25.71,25.71
THEINVEST,17.68,17.68
TOTAL,10.64,10.64
OPTIEMUS,75.65,75.65
WEWIN,28.96,28.96
SIS,332.49,332.49
COCHINSHIP,48.82,48.82
HALEOSLABS,25.76,25.76
VAISHALI,263.81,263.81
GEEKAYWIRE,10.16,10.16
SERVOTECH,54.59,54.59
ABCAPITAL,30.02,30.02
APEX,89.57,89.57
BRNL,1.20,1.20
DIXON,60.98,86.51
DCAL,34.69,29.92
LASA,,15.20
MATRIMONY,27.99,27.99
CHOLAHLDNG,7.22,7.22
CAPACITE,12.20,12.20
ICICIGI,49.05,49.05
WORTHPERI,12.61,12.61
SBILIFE,82.05,82.05
DPWIRES,16.07,16.07
AARVI,15.39,15.39
AIROLAM,83.12,83.12
RKEC,7.74,7.74
GATECHDVR,1.32,1.32
GOLDSTAR,92.27,92.27
JASH,33.34,33.28
RELIABLE,14.06,14.06
TIRUPATIFL,59.37,59.37
GODREJAGRO,30.10,30.10
TCPLPACK,20.64,20.64
MILTON,41.94,41.94
MASFIN,17.56,17.56
IEX,28.73,28.73
DPABHUSHAN,26.06,26.06
GICRE,8.87,8.87
TIINDIA,48.75,48.48
NAM-INDIA,40.96,40.96
NIACL,23.71,23.71
IFGLEXPOR,51.60,51.60
KHADIM,31.61,31.61
5PAISA,16.25,16.25
HDFCLIFE,87.63,87.63
VERTOZ,23.61,23.61
PULZ,,480.84
SILVERTUC,48.62,48.62
ZODIAC,23.03,23.03
FELIX,28.79,28.79
ICEMAKE,67.80,67.80
DNAMEDIA,4.97,4.97
SHRADHA,14.38,14.38
INNOVANA,26.34,26.34
TOUCHWOOD,18.90,18.90
ONEPOINT,39.31,39.31
SHIVATEX,17.87,17.87
AJOONI,20.46,20.46
MOKSH,14.36,14.36
BCONCEPTS,162.19,162.19
APOLLO,116.94,116.94
NEWGEN,37.86,37.86
AMBER,76.02,76.02
GALAXYSURF,23.13,23.13
AMJUMBO,48.69,48.69
SINTERCOM,354.02,354.02
MHHL,12.32,12.32
SOUTHWEST,36.35,36.91
ARVEE,140.67,140.67
ASTERDM,84.53,76.03
GMMPFAUDLR,119.72,52.29
HGINFRA,11.16,11.44
HINDCON,37.50,37.50
SARVESHWAR,16.80,16.80
MACPOWER,38.75,37.92
TARACHAND,22.53,22.53
BDL,88.61,88.61
MDL,34.80,34.05
TSFINV,137.13,137.13
BANDHANBNK,11.73,11.73
HAL,34.48,34.50
URAVIDEF,98.79,98.79
MITTAL,41.46,41.46
SANDHAR,23.62,25.18
GIRIRAJ,24.40,24.40
KAPSTON,29.95,29.95
MIDHANI,47.50,47.50
CONTI,14.45,49.11
LEMONTREE,47.07,47.07
AVG,12.93,12.93
MMP,40.16,19.17
NARMADA,19.57,19.57
PIGL,18.48,18.48
CHEMFAB,,108.81
BSHSL,38.87,38.87
MAHICKRA,45.04,45.04
AAKASH,75.91,75.91
AURIGROW,16.53,16.53
SOFTTECH,243.31,243.31
ORIENTELEC,45.24,45.24
E2E,118.89,118.89
INDOSTAR,80.00,80.00
SIRCA,51.54,51.54
SVLL,253.08,253.08
SONAMLTD,25.61,25.61
ADANIGREEN,93.31,81.91
OSWALSEEDS,9.20,9.20
PRITI,21.64,21.64
ACCURACY,32.65,32.65
SOLARA,86.45,86.45
GAYAHWS,2.26,2.26
FINEORG,31.86,32.27
RITES,26.21,26.27
VARROC,68.26,41.25
GANGAFORGE,403.07,250.42
REPL,16.36,16.36
AVROIND,44.59,43.18
HDFCAMC,42.48,42.48
TEMBO,16.63,16.73
CREDITACC,103.78,103.78
AARON,50.66,50.66
SIGIND,10.38,9.36
SUMIT,24.09,24.09
LAGNAM,9.48,9.48
RPPL,8.63,8.63
AKG,60.16,60.16
IRCON,24.07,24.07
AHLADA,26.67,26.67
AAVAS,20.05,20.05
GRSE,46.81,46.81
KRITIKA,20.82,20.82
PARIN,94.51,94.28
SILGO,39.46,39.46
VINNY,11.47,11.47
MARINE,66.00,66.00
IRISDOREME,53.44,53.44
ATGL,102.95,102.95
TECHNOE,29.39,29.39
SHUBHLAXMI,43.32,43.32
UNIPARTS,23.05,23.05
SHRIRAMPPS,25.89,25.89
TREJHARA,184.23,184.23
NILASPACES,35.68,35.68
AWHCL,11.95,15.02
DALBHARAT,40.84,41.53
RPSGVENT,31.63,7.57
SURANI,204.92,30.47
CHALET,67.44,67.44
MSTCLTD,7.99,14.82
OSIAHYPER,14.43,14.43
ANUP,36.60,36.60
ARVINDFASN,149.88,149.88
PAR,8.73,8.73
KHFM,42.15,42.15
RVNL,59.26,59.26
POLYCAB,49.39,49.39
METROPOLIS,64.91,64.91
KPITTECH,39.86,39.86
SWSOLAR,41.16,41.16
NEOGEN,89.71,150.82
EMAMIPAP,27.92,27.92
VCL,35.79,35.79
CONFIPET,12.40,12.50
PPL,8.68,8.68
DGCONTENT,8.80,8.80
INDIAMART,20.78,20.78
ATMASTCO,18.08,18.08
ABINFRA,58.61,57.14
OAL,42.70,42.70
DCMNVL,21.29,206.44
SATIA,6.70,6.70
WEL,122.75,122.75
AFFLE,60.08,60.08
CHEMCON,29.05,29.05
WESTLIFE,816.63,816.63
DOLATALGO,8.11,8.11
HNDFDS,55.45,55.45
UJJIVANSFB,19.79,19.79
MAZDOCK,47.83,47.83
IRCTC,40.13,41.05
SAFARI,74.40,74.40
DCI,25.71,25.71
360ONE,43.47,43.47
IIFLCAPS,13.91,13.91
HPIL,101.78,101.78
SAMHI,38.09,32.06
FLUOROCHEM,62.21,62.21
GREENPANEL,132.05,132.05
KUANTUM,9.00,9.00
APOLLOPIPE,45.88,45.88
CHEMBOND,6.67,6.91
MGEL,21.02,19.13
ROUTE,14.06,13.49
SBICARD,42.96,42.96
HOMEFIRST,29.71,29.71
SIGMA,25.33,25.33
CSBBANK,11.33,11.33
ASCOM,26.81,26.77
EASEMYTRIP,36.65,36.65
ROSSARI,23.78,23.78
HINDWAREAP,,318.82
PRINCEPIPE,120.31,120.31
LIKHITHA,11.01,11.01
PARKHOTELS,28.48,28.31
ARTEMISMED,51.70,51.70
PATANJALI,48.02,48.02
SUMICHEM,40.79,40.79
LGHL,123.91,123.78
ATALREAL,69.83,69.83
ASALCBR,20.88,20.88
MAHEPC,32.42,32.42
UNIVPHOTO,7.55,7.55
COHANCE,82.24,80.39
POWERINDIA,170.47,170.47
STOVEKRAFT,48.13,48.13
BHARTIHEXA,63.45,60.68
KSOLVES,21.33,21.33
RAJRATAN,41.15,41.15
HAPPSTMNDS,39.15,37.68
AARTISURF,22.39,32.19
GLAND,35.60,35.60
BOROLTD,42.46,42.46
NDRAUTO,43.39,43.39
MAXHEALTH,90.96,87.02
PAVNAIND,90.05,52.58
AAATECH,36.64,36.64
KALYANKJIL,61.79,61.79
BTML,21.29,21.29
SHAREINDIA,12.64,12.64
UNIDT,30.03,30.03
SIGACHI,,16.89
ANGELONE,23.15,23.15
ADL,350.93,
NIRAJ,13.97,14.09
VALIANTORG,137.84,137.84
CAMS,40.06,40.06
SURYODAY,17.99,17.99
ROML,15.20,15.20
UTIAMC,18.25,18.25
RAILTEL,33.55,33.38
BECTORFOOD,57.04,57.04
KHAICHEM,20.08,20.08
ORCHPHARMA,51.83,51.83
INDIGOPNTS,41.06,41.06
LXCHEM,47.43,47.43
MTARTECH,123.56,123.56
FAIRCHEMOR,95.43,95.43
ANURAS,76.62,76.62
KANPRPLA,23.23,22.36
ISGEC,21.44,21.44
RUBFILA,13.77,13.77
STYLAMIND,30.72,30.72
PAKKA,10.93,10.93
CLSEL,12.78,12.78
PARTYCRUS,43.36,43.36
CARYSIL,36.15,36.15
MANCREDIT,29.17,28.65
SHAILY,92.66,92.66
MODISONLTD,15.91,16.63
FIBERWEB,6.03,6.03
BCLIND,8.27,8.27
BHAGCHEM,246.05,246.05
SBCL,44.34,44.34
AADHARHFC,22.44,22.44
SMCGLOBAL,14.97,14.97
ARIHANTCAP,19.75,20.60
SIDDHIKA,15.92,15.92
NAZARA,80.27,80.27
IPL,19.67,19.67
GENCON,22.19,22.19
LODHA,36.20,36.20
HLEGLAS,42.71,42.71
BESTAGRO,14.16,14.16
VMARCIND,45.03,45.03
SONACOMS,52.01,50.11
DRCSYSTEMS,16.02,16.02
PARAS,84.76,84.76
CRAFTSMAN,79.98,72.62
DODLA,28.80,28.80
EXXARO,72.79,95.20
JUBLINGREA,40.16,40.15
ROLEXRINGS,20.77,19.50
SHYAMMETL,24.39,24.39
KIMS,64.95,66.25
MAKS,37.28,36.71
JSFB,10.43,10.43
TATVA,466.08,466.08
CLEAN,35.61,35.61
ALIVUS,22.57,22.57
ABSLAMC,22.86,22.86
DEEPINDS,,14.47
ETERNAL,918.07,918.07
BEWLTD,13.41,13.41
PIXTRANS,17.56,17.56
MEDIASSIST,35.38,35.38
WINDLAS,24.88,24.88
CARTRADE,77.39,77.39
KRSNAA,30.03,30.03
EQUIPPP,229.71,229.71
APTUS,18.14,18.14
SUPRIYA,32.95,32.95
ANMOL,9.16,9.16
BMETRICS,11.49,11.49
VIJAYA,66.65,66.29
ACUTAAS,73.11,73.11
MOL,85.83,85.83
SUYOG,17.74,17.74
SANSERA,46.17,46.17
BAJAJHCARE,27.57,27.57
PRITIKAUTO,8.63,8.63
NIVABUPA,101.56,101.56
AAREYDRUGS,46.16,46.16
GRINFRA,9.09,9.34
INTLCONV,5.13,5.13
DUGLOBAL,68.22,68.22
PAYTM,277.61,
STEELCAS,26.71,26.71
HPAL,23.25,23.25
UGROCAP,13.56,13.56
STARHEALTH,46.06,46.06
KPIGREEN,22.64,22.57
YUKEN,52.08,52.08
SGIL,47.25,47.25
ANANDRATHI,77.33,77.33
SJS,42.30,42.30
FINOPB,25.32,25.32
POLICYBZR,223.87,223.87
NYKAA,843.13,843.13
AWL,29.16,29.16
MONARCH,14.69,14.69
SAPPHIRE,1088.37,690.61
DKEGL,9.56,9.56
QUADPRO,19.52,19.52
PRUDENT,54.56,54.56
EPIGRAL,14.19,14.19
NUVOCO,84.15,84.15
GOCOLORS,28.82,28.82
IXIGO,147.36,149.04
CMSINFO,15.17,15.17
COASTCORP,41.22,41.22
TARSONS,44.69,44.69
MEDPLUS,53.89,53.89
TEGA,65.58,65.58
RATEGAIN,37.22,37.22
MANORG,17.94,17.94
LATENTVIEW,54.13,54.13
METROBRAND,85.57,85.57
MICEL,112.45,112.45
EMCURE,34.02,33.62
PASUPTAC,18.77,18.77
FOODSIN,12.22,12.22
PARADEEP,16.33,16.33
JAINAM,29.32,29.32
MAPMYINDIA,55.26,55.26
3IINFOLTD,4.72,4.72
TMB,6.70,6.70
DYNAMIC,6.87,6.88
DESTINY,75.86,75.86
MANYAVAR,36.56,36.56
GANESHBE,14.48,7.86
DMCC,23.49,23.49
KOTYARK,18.15,18.15
MEDICAMEQ,73.11,73.11
EMIL,38.61,36.88
SHIVALIK,30.40,30.40
PRECISION,35.86,35.86
WAAREEENER,36.51,36.46
DATAPATTNS,67.36,67.36
COOLCAPS,71.90,71.89
MEDANTA,57.37,55.26
AFSL,8.70,8.70
MALLCOM,12.29,12.29
NIDAN,14.06,14.06
IRIS,58.76,58.76
ASIANENE,31.79,31.79
SMLT,35.04,35.04
NRL,26.35,26.35
RADIANTCMS,13.35,13.35
GPTHEALTH,24.18,24.18
CHOICEIN,87.06,87.06
HARIOMPIPE,16.39,16.39
GRWRHITECH,25.36,25.36
CAPITALSFB,8.88,8.88
DELHIVERY,151.72,151.72
DCMSRIND,17.00,17.00
RAJRILTD,72.81,72.81
EMUDHRA,53.22,53.22
DYCL,22.76,22.76
FIVESTAR,16.03,16.03
STARTECK,22.08,20.37
SBC,82.57,82.57
DHRUV,13.01,13.01
ELDEHSG,52.97,52.97
RICHA,17.17,17.17
ELIN,24.75,24.75
ANUHPHR,25.31,25.31
SHIGAN,11.41,11.41
MADHAVBAUG,43.50,36.84
SEJALLTD,60.75,60.75
MHLXMIRU,12.93,12.93
RELCHEMQ,22.25,22.25
GATEWAY,7.87,10.53
SYRMA,64.77,64.22
ZIMLAB,36.40,36.40
JTLIND,28.24,28.24
CAMPUS,67.85,67.85
RAINBOW,52.49,52.49
TBOTEK,79.77,86.33
VENUSPIPES,28.18,28.18
AETHER,65.31,61.99
ROTO,34.17,34.17
SPRL,12.84,12.84
MEGASTAR,55.86,55.86
SANATHAN,25.12,25.12
INDOBORAX,22.49,22.49
LANDMARK,100.42,
RACE,32.01,32.19
AVONMORE,17.99,17.99
ETHOSLTD,83.96,83.96
DREAMFOLKS,8.67,8.67
SONUINFRA,10.35,10.35
MSUMI,50.29,50.29
DHARMAJ,15.10,15.10
HARSHA,37.12,37.92
OBCL,36.66,36.66
GMRP&UI,19.25,
LICI,11.10,11.10
INDOAMIN,13.15,13.15
KRISHNADEF,47.46,47.46
PROPEQUITY,15.38,15.38
TVSSCS,86.42,
SWARAJ,16.83,16.83
AMEYA,16.92,16.92
INOXGREEN,178.48,178.48
FEDFINA,22.69,22.69
ACI,39.83,33.63
BIKAJI,96.09,96.09
RITCO,18.46,18.46
SADHNANIQ,50.30,50.30
SURAJEST,13.62,13.62
VEEKAYEM,16.99,16.99
SKP,95.74,95.74
RILINFRA,16.12,16.12
HARDWYN,60.92,60.92
CHEVIOT,10.27,10.27
MUKKA,16.98,16.98
HMAAGRO,16.93,16.93
MEDICO,40.04,40.04
CMRSL,13.16,13.16
KFINTECH,52.14,52.14
YATHARTH,47.11,47.11
DCXINDIA,44.64,44.64
YATRA,58.12,58.12
ARISTO,20.23,20.23
KAYNES,88.40,88.40
NGLFINE,39.38,39.38
JFLLIFE,9.27,9.27
SWASTIK,16.59,16.59
PLAZACABLE,54.04,54.04
SENCO,24.48,24.48
QVCEL,5.47,5.47
RADHIKAJWE,13.89,13.89
SPLPETRO,34.52,34.52
RAMRAT,40.55,40.55
VIVIANA,37.96,37.95
CSLFINANCE,9.34,9.34
AGNI,72.63,72.63
KORE,30.03,30.03
GOYALALUM,84.98,84.98
RUSTOMJEE,35.44,35.44
GENSOL,1.39,1.39
SPORTKING,9.98,9.98
ALLETEC,14.34,14.34
AIIL,11.67,11.67
ABDL,72.82,72.82
MANORAMA,56.57,56.57
ISHAN,75.47,73.55
INNOVACAP,30.78,30.78
GRMOVER,44.71,44.71
SYNCOMF,24.19,24.20
CEWATER,14.79,14.79
DJML,31.90,31.90
BAHETI,36.24,36.24
SULA,31.35,31.35
SIGNATURE,122.26,122.26
ANNAPURNA,22.82,24.95
KRITINUT,10.69,10.69
MEGAFLEX,38.26,38.26
KALAMANDIR,20.28,20.28
VITAL,33.07,33.07
RAMAPHO,19.53,19.53
PPLPHARMA,773.60,23405.75
AVALON,71.12,71.12
RITEZONE,9.94,9.94
CONCORDBIO,40.39,40.39
GODIGIT,69.07,69.07
BAIDFIN,12.26,12.26
PHANTOMFX,18.74,18.74
QUICKTOUCH,9.91,9.91
IPSL,36.15,36.15
KAMOPAINTS,34.71,34.71
DOLLEX,18.79,18.79
BLUEJET,26.22,26.22
MVGJL,8.90,8.90
JIWANRAM,7.04,5.66
UYFINCORP,21.56,21.56
SCPL,32.36,32.36
SUKHJITS,14.54,14.54
ARHAM,33.23,33.23
FROG,10.55,10.54
MANKIND,45.62,45.62
SKYGOLD,32.39,32.39
AEROENTER,11.73,11.72
DIVGIITTS,65.88,65.88
EIEL,18.63,18.27
PRITIKA,46.41,46.41
ANLON,39.81,39.81
MOTISONS,35.00,35.00
CMNL,30.39,30.39
DIACABS,193.73,193.73
IKIO,61.47,61.47
MANOMAY,20.53,20.53
FAZE3Q,23.36,23.36
RBMINFRA,14.22,14.22
LLOYDSME,45.11,45.11
AARTIPHARM,25.51,25.51
RHL,20.73,20.73
SAHYADRI,15.82,15.82
SAHANA,22.29,22.29
NINSYS,26.80,26.80
HOMESFY,38.71,38.71
SBFC,31.33,31.33
SBGLP,50.78,50.78
ASMS,282.91,790.99
HYBRIDFIN,17.22,16.26
SHERA,13.20,13.20
VIAZ,28.74,28.74
LRRPL,45.87,45.87
INDGN,28.97,28.97
ZAGGLE,50.47,50.47
GANDHAR,17.79,17.79
AGARWALFT,9.55,9.55
MCON,19.34,19.34
HONASA,114.66,114.66
RISHABH,40.35,40.36
IRMENERGY,27.30,27.30
AERONEU,278.19,278.19
DENEERS,15.14,15.14
JGCHEM,21.07,21.07
QFIL,12.27,12.27
CYIENTDLM,51.30,51.30
AGUL,26.18,26.18
NIRMAN,2.04,2.04
AKI,50.20,52.95
RPTECH,10.64,10.74
LORDSCHLO,30.81,30.81
SYSTANGO,20.83,20.83
RATNAVEER,21.67,21.67
PATTECH,89.35,89.35
MOS,44.11,44.11
SECMARK,40.11,40.11
AUROIMPEX,10.28,10.28
SPECTSTM,27.83,27.83
ATAM,14.25,14.25
AFIL,8.58,8.58
CRAYONS,13.23,13.23
SHRITECH,10.21,10.21
INFOLLION,30.40,30.40
LAL,32.71,32.71
URBAN,12.24,12.24
INFINIUM,42.82,42.82
AARTECH,66.78,66.78
POCL,56.07,56.07
KRISHCA,20.84,20.84
ESFL,102.00,102.00
AATMAJ,143.12,143.12
DOLPHIN,33.29,33.29
TATATECH,39.02,39.02
REMUS,21.97,21.97
NOVAAGRI,13.80,13.80
REDTAPE,38.94,38.94
ASHOKAMET,5.52,5.52
PENTAGON,19.64,19.64
CELLPOINT,13.84,
SEL,29.55,29.55
GREENCHEF,22.29,22.29
PROV,57.98,57.98
PTCIL,428.99,423.69
KDL,7.59,7.59
NETWEB,143.45,143.45
PYRAMID,22.48,22.48
VILINBIO,118.28,118.28
MAGSON,276.87,276.87
AEROFLEX,49.20,49.20
EMSLIMITED,13.15,13.15
EFACTOR,21.08,21.08
GHCLTEXTIL,12.23,12.23
MONOPHARMA,9.91,9.91
VPRPL,18.23,18.23
UDS,9.58,9.58
DENTALKART,59.20,59.20
SYNOPTICS,14.04,14.04
CLSL,14.08,14.08
SSFL,12.09,12.09
KIRLPNU,32.32,31.89
ATL,30.00,28.02
BALUFORGE,32.73,32.73
RRKABEL,48.53,48.66
COMMITTED,31.85,31.85
JSWINFRA,35.53,35.53
SANGANI,31.44,31.44
JLHL,47.87,47.87
NUVAMA,25.56,25.56
DRONE,160.20,160.20
GLOBALPET,32.44,32.44
YASHO,147.80,147.80
SERVICE,28.28,28.28
KEL,12.74,12.74
PRAMARA,82.08,82.08
NIITMTS,28.73,27.32
VALIANTLAB,2750.62,2750.62
ZEAL,9.07,9.07
RACLGEAR,58.60,58.60
WCIL,21.49,21.49
ARVINDPORT,8.94,8.94
SINDHUTRAD,67.21,67.21
UNIHEALTH,33.91,33.91
ORIANA,27.97,27.97
ASKAUTOLTD,36.44,36.44
CHAVDA,14.06,14.06
ONDOOR,8.81,8.81
BAWEJA,8.45,8.45
TRANSTEEL,24.15,24.15
SANDUMA,20.21,20.21
VLEGOV,,154.79
PLADAINFO,7.49,7.49
LLOYDSENT,23.93,23.93
OLIL,80.10,80.10
RBZJEWEL,15.21,15.21
MASTERTR,12.09,12.09
KODYTECH,69.04,69.04
KARNIKA,41.24,41.24
AKANKSHA,171.53,171.53
SCML,20.88,20.88
SAAKSHI,65.94,65.94
MUFIN,107.95,107.95
MAL,9.16,9.17
HIGREEN,29.71,29.71
PLATIND,30.43,30.43
MUFTI,9.83,9.83
FLAIR,24.99,24.99
BASILIC,17.69,16.26
CELLECOR,21.78,21.78
SRGHFL,16.38,16.38
JIOFIN,148.60,151.39
MCLOUD,19.63,19.63
CPS,1349.00,1349.00
MADHUSUDAN,12.37,15.55
GOYALSALT,21.49,21.49
TICL,7.22,4.03
WOMANCART,28.32,28.32
BLSE,30.40,30.40
HOLMARC,28.25,28.25
TREL,12.00,22.07
MARCO,31.22,31.22
DIAMINESQ,133.63,133.63
VISHNUINFR,14.79,14.79
KONTOR,9.43,9.43
RKSWAMY,29.52,29.52
EPACK,50.13,50.13
HAPPYFORGE,37.44,37.44
IBLFL,69.82,69.82
INDIASHLTR,22.57,22.57
CELLO,34.52,34.52
CANARYS,21.60,21.60
DIGIDRIVE,16.37,16.37
DOMS,70.84,70.84
MAITREYA,78.55,78.55
LANCORHOL,98.66,98.66
AMNPLST,28.41,28.41
SARTELE,23.83,23.83
VINYAS,75.87,75.87
SAIFL,7.12,7.12
JNKINDIA,50.76,50.76
PARAGON,14.38,14.38
ARKADE,15.91,15.94
INOXINDIA,43.81,44.85
GRAPHISAD,8.90,8.61
SHEETAL,18.38,18.38
ROXHITECH,3.38,3.38
JYOTICNC,63.83,63.83
STANLEY,37.56,37.56
BAJEL,145.37,145.37
EFORCE,62.69,62.69
DEEM,12.81,12.81
APS,19.04,19.04
ENTERO,37.08,37.08
TECHLABS,45.52,45.52
SIGNPOST,31.09,31.09
ROCKINGDCE,21.31,21.31
SHREEOSFM,12.13,12.13
PRESSTONIC,52.63,52.63
HRHNEXT,11.80,11.84
INDOFARM,34.52,34.52
DEEDEV,28.77,28.77
MEGATHERM,19.59,19.59
OWAIS,11.62,10.81
SSDL,10.16,10.40
BRACEPORT,14.30,14.30
VR,53.15,52.74
KLL,7.10,7.10
ZENITHDRUG,12.33,12.33
SJLOGISTIC,10.34,10.34
SRM,20.52,20.52
AZAD,104.34,104.34
PRATHAM,19.69,19.69
KONSTELEC,14.36,14.36
JUNIPER,83.60,66.89
KRYSTAL,11.42,11.42
VSTL,21.73,21.73
FONEBOX,21.62,21.62
DURLAX,9.02,9.02
ITALIANE,14.74,14.74
SUPREMEPWR,26.78,26.78
KCEIL,10.82,10.82
MAXESTATES,181.06,181.06
CGRAPHICS,23.39,23.39
ACCENTMIC,25.01,25.01
COMSYN,27.21,27.21
SADHAV,12.21,12.21
MANDEEP,17.19,17.19
WTICAB,13.43,13.43
GOPAL,,109.57
DAVANGERE,50.36,50.36
MAXPOSURE,30.59,30.59
ALPEXSOLAR,25.84,25.76
