,17-Dec-2025
The Nifty witnessed an intraday movement of about 158.8 points.The closing index was 0.16 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 85179.75
, Traded Quantity (in Lakhs), 40759.53
, Number of Trades, 28077055
, Total Market Capitalisation (Rs. Crores), 46381903.84

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty Auto,     27542.20,     27620.00,     27689.40,     27438.30,     27489.25,-52.95
,Nifty Metal,     10464.35,     10520.80,     10551.60,     10449.75,     10490.15,25.80
,Nifty Media,      1435.60,      1437.30,      1439.10,      1406.95,      1411.05,-24.55
,NIFTY SMLCAP 100,     17265.15,     17293.25,     17326.80,     17103.95,     17138.55,-126.60
,Nifty 200,     14368.35,     14386.25,     14410.75,     14302.30,     14331.25,-37.10
,Nifty Div Opps 50,      6229.40,      6233.75,      6273.00,      6231.55,      6246.85,17.45
,Nifty Commodities,      9195.85,      9208.90,      9231.80,      9169.40,      9196.10,0.25
,Nifty Consumption,     12192.95,     12217.35,     12229.65,     12115.55,     12136.85,-56.10
,Nifty Fin Service,     27385.55,     27424.00,     27446.70,     27190.70,     27251.95,-133.60
,Nifty50 Div Point,       249.14,       249.14,       249.14,       249.14,       249.14,0.00
,Nifty100 Liq 15,      7418.80,      7448.55,      7469.30,      7421.80,      7437.85,19.05
,Nifty CPSE,      6165.45,      6159.65,      6178.40,      6142.20,      6160.70,-4.75
,Nifty GrowSect 15,     12360.25,     12365.95,     12419.20,     12330.75,     12362.80,2.55
,Nifty50 PR 2x Lev,     14432.75,     14477.80,     14507.10,     14330.95,     14384.20,-48.55
,Nifty50 PR 1x Inv,       201.70,       201.40,       202.45,       201.20,       202.05,0.35
,Nifty50 TR 2x Lev,     21596.55,     21664.00,     21707.80,     21444.20,     21523.95,-72.60
,Nifty50 TR 1x Inv,       165.05,       164.80,       165.65,       164.65,       165.35,0.30
,Nifty50 Value 20,     13110.40,     13107.20,     13167.30,     13106.00,     13127.45,17.05
,Nifty Mid Liq 15,     16160.55,     16159.05,     16232.80,     16015.35,     16051.00,-109.55
,Nifty Pvt Bank,     28465.05,     28481.65,     28512.70,     28270.15,     28338.50,-126.55
,NIFTY100 Qualty30,      5803.50,      5802.00,      5819.10,      5774.95,      5786.55,-16.95
,Nifty GS 8 13Yr,      2966.90,      2967.43,      2970.04,      2964.94,      2965.27,-1.63
,Nifty GS 10Yr,      2611.61,      2612.07,      2614.15,      2608.89,      2609.67,-1.94
,Nifty GS 10Yr Cln,       893.62,       893.62,       894.33,       892.51,       892.78,-0.84
,Nifty GS 4 8Yr,      3215.74,      3216.32,      3218.61,      3214.48,      3216.58,0.84
,Nifty GS 11 15Yr,      3231.62,      3232.22,      3236.15,      3231.64,      3233.33,1.71
,Nifty GS 15YrPlus,      3461.76,      3462.45,      3467.51,      3462.45,      3462.54,0.78
,Nifty GS Compsite,      3045.47,      3046.03,      3048.14,      3044.45,      3044.47,-1.00
,NIFTY HEALTHCARE,     14625.30,     14629.45,     14656.65,     14531.00,     14566.60,-58.70
,NIFTY CONSR DURBL,     37223.65,     37217.20,     37229.20,     36756.50,     36866.30,-357.35
,NIFTY OIL AND GAS,     11856.80,     11900.35,     11940.20,     11855.95,     11884.65,27.85
,NIFTY500 MULTICAP,     16249.70,     16265.15,     16292.40,     16151.45,     16183.20,-66.50
,NIFTY LARGEMID250,     16644.25,     16655.90,     16687.50,     16546.70,     16582.50,-61.75
,NIFTY MID SELECT,     13748.00,     13742.60,     13782.05,     13626.35,     13652.30,-95.70
,NIFTY TOTAL MKT,     13226.30,     13241.10,     13261.80,     13156.50,     13181.95,-44.35
,NIFTY MICROCAP250,     22335.35,     22334.45,     22356.50,     22105.55,     22135.30,-200.05
,NIFTY IND DIGITAL,      9457.15,      9452.60,      9524.05,      9410.50,      9432.65,-24.50
,Nifty Tata 25 Cap,     14910.60,     14902.25,     14991.10,     14835.95,     14886.40,-24.20
,Nifty MidSml Hlth,     43092.35,     43169.80,     43285.25,     42921.15,     43050.90,-41.45
,Nifty Multi Mfg,     15680.10,     15709.50,     15725.30,     15603.85,     15631.60,-48.50
,Nifty Multi Infra,     14258.30,     14281.95,     14304.45,     14180.85,     14212.00,-46.30
,BHARATBOND-APR30,      1562.26,      1562.57,      1562.57,      1562.53,      1562.53,0.27
,BHARATBOND-APR31,      1423.51,      1423.77,      1423.77,      1423.48,      1423.48,-0.03
,BHARATBOND-APR32,      1294.51,      1294.75,      1294.75,      1294.75,      1294.75,0.24
,BHARATBOND-APR33,      1254.89,      1255.14,      1255.14,      1255.13,      1255.13,0.24
,Nifty Ind Defence,      7462.60,      7465.15,      7465.20,      7363.65,      7379.80,-82.80
,Nifty Ind Tourism,      8448.50,      8447.35,      8473.40,      8336.80,      8359.65,-88.85
,Nifty Capital Mkt,      4556.05,      4561.65,      4587.40,      4520.90,      4528.65,-27.40
,Nifty500Momentm50,     52794.15,     52828.90,     52982.40,     52199.95,     52330.70,-463.45
,NiftyMS400 MQ 100,     47533.85,     47534.50,     47637.00,     47086.50,     47157.05,-376.80
,NiftySml250MQ 100,     43606.85,     43640.95,     43698.50,     43099.90,     43184.60,-422.25
,Nifty Top 10 EW,      9971.35,      9985.80,     10000.40,      9945.35,      9961.05,-10.30
,Nifty AQL 30,     22741.65,     22730.60,     22770.95,     22603.00,     22639.30,-102.35
,Nifty AQLV 30,     21308.05,     21302.95,     21358.10,     21212.30,     21250.95,-57.10
,Nifty EV,      3091.60,      3095.10,      3107.20,      3075.55,      3079.80,-11.80
,Nifty HighBeta 50,      3820.25,      3828.50,      3845.10,      3792.95,      3804.70,-15.55
,Nifty New Consump,     11756.95,     11781.00,     11793.00,     11661.55,     11683.00,-73.95
,Nifty Corp MAATR,     38303.25,     38369.45,     38440.50,     38155.85,     38265.10,-38.15
,Nifty Low Vol 50,     25521.30,     25519.65,     25553.00,     25370.35,     25422.45,-98.85
,Nifty Mobility,     22765.40,     22813.25,     22902.70,     22693.65,     22723.55,-41.85
,Nifty Qlty LV 30,     17613.05,     17607.10,     17629.50,     17503.45,     17534.30,-78.75
,Nifty Sml250 Q50,     25419.75,     25442.20,     25524.00,     25256.20,     25295.25,-124.50
,Nifty Top 15 EW,     10946.10,     10968.30,     10994.75,     10931.05,     10949.90,3.80
,Nifty100 Alpha 30,     17916.30,     17955.70,     17984.15,     17796.75,     17826.70,-89.60
,Nifty100 Enh ESG,      5171.35,      5179.05,      5191.80,      5149.00,      5160.25,-11.10
,Nifty200 Value 30,     14026.30,     14059.30,     14144.90,     14043.20,     14104.20,77.90
,Nifty500 EW,     13998.35,     14002.60,     14024.25,     13889.95,     13917.65,-80.70
,Nifty Multi MQ 50,     41236.00,     41256.70,     41426.75,     40981.05,     41034.00,-202.00
,Nifty500 Value 50,     14898.40,     14931.15,     15005.25,     14914.30,     14962.60,64.20
,Nifty Top 20 EW,      9617.00,      9634.95,      9660.85,      9603.85,      9621.60,4.60
,Nifty CoreHousing,     15508.55,     15518.35,     15521.90,     15356.05,     15404.50,-104.05
,Nifty FinSerExBnk,     31303.00,     31344.65,     31537.40,     31021.55,     31113.15,-189.85
,Nifty Housing,     11615.90,     11625.55,     11626.35,     11537.40,     11565.40,-50.50
,Nifty IPO,      2016.20,      2016.30,      2020.70,      2005.10,      2010.15,-6.05
,Nifty MS Fin Serv,     20305.55,     20310.20,     20422.40,     20143.90,     20193.85,-111.70
,Nifty MS Ind Cons,     18982.30,     18988.15,     19004.65,     18748.80,     18797.85,-184.45
,Nifty MS IT Telcm,     10284.90,     10275.20,     10349.65,     10211.10,     10235.45,-49.45
,Nifty NonCyc Cons,     15920.55,     15931.20,     15964.45,     15818.80,     15849.70,-70.85
,Nifty Rural,     15930.35,     15956.00,     16001.85,     15881.10,     15916.05,-14.30
,Nifty Shariah 25,      8415.10,      8412.40,      8449.10,      8378.20,      8404.10,-11.00
,Nifty Trans Logis,     25472.70,     25533.05,     25631.10,     25372.85,     25409.25,-63.45
,Nifty50 Shariah,      4763.05,      4758.25,      4783.20,      4753.85,      4768.60,5.55
,Nifty500 LMS Eql,     17809.10,     17822.30,     17854.00,     17688.25,     17723.25,-85.85
,Nifty500 Shariah,      7100.25,      7098.50,      7121.00,      7065.85,      7083.00,-17.25
,Nifty500 Qlty50,     18860.35,     18854.10,     18907.20,     18683.15,     18709.80,-150.55
,Nifty500 LowVol50,     22931.20,     22944.65,     23007.10,     22822.05,     22864.70,-66.50
,Nifty500 MQVLv50,     31433.40,     31439.60,     31538.05,     31289.90,     31341.00,-92.40
,Nifty500 Flexicap,     10639.10,     10628.05,     10672.20,     10576.80,     10599.40,-39.70
,Nifty TMMQ 50,     41558.80,     41610.65,     41757.70,     41255.75,     41312.65,-246.15
,Nifty FPI 150,      1600.30,      1602.30,      1605.45,      1593.15,      1596.75,-3.55
,Nifty SME Emerge,     14416.35,     14418.40,     14440.25,     14281.20,     14282.60,-133.75
,Nifty Internet,      1398.90,      1398.25,      1411.10,      1383.90,      1386.65,-12.25
,Nifty Chemicals,     28461.05,     28444.85,     28452.80,     28136.85,     28258.05,-203.00
,Nifty Waves,      2047.80,      2049.75,      2050.60,      2008.25,      2011.85,-35.95
,Nifty InfraLog,     11175.35,     11187.15,     11199.05,     11100.50,     11128.75,-46.60
,Nifty500 Health,     18666.80,     18673.65,     18702.40,     18539.35,     18581.45,-85.35
,India VIX,10.0625,10.0625,10.1775,9.4825,9.8375,-0.2250

,ADVANCES,1106
,DECLINES,2200
,UNCHANGED,82

,Total securities that have hit their price bands today,136

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR,VALUE(Rs Crs)
,MEESHO,EQ,       180.29,       216.34,20.00,3660.57
,AKZOINDIA,EQ,      3624.00,      3132.70,-13.56,3225.52
,HDFCBANK,EQ,       994.30,       984.00,-1.04,1879.89
,EPACK,EQ,       300.80,       302.70,0.63,1781.50
,AEQUS,EQ,       139.99,       158.80,13.44,1737.71
,VEDL,EQ,       569.50,       569.80,0.05,1735.24
,BHARTIARTL,EQ,      2102.00,      2108.00,0.29,1350.78
,ICICIBANK,EQ,      1366.00,      1352.40,-1.00,1275.01
,POLYCAB,EQ,      7361.50,      7079.50,-3.83,1267.15
,SILVERBEES,EQ,       184.69,       192.16,4.04,1216.91
,BSE,EQ,      2605.90,      2630.50,0.94,1110.26
,KAYNES,EQ,      4186.50,      4093.50,-2.22,1108.12
,RELIANCE,EQ,      1542.30,      1544.40,0.14,1098.91
,HINDZINC,EQ,       567.70,       578.30,1.87,1082.61
,SHRIRAMFIN,EQ,       848.40,       864.20,1.86,1003.93
,SHAKTIPUMP,EQ,       780.45,       707.40,-9.36,908.63
,INDIGO,EQ,      4974.00,      4980.50,0.13,796.33
,SBIN,EQ,       961.15,       975.85,1.53,781.13
,ETERNAL,EQ,       284.45,       284.45,0.00,776.43
,INFY,EQ,      1592.90,      1602.00,0.57,770.92
,NEPHROPLUS,EQ,       460.00,       471.25,2.45,742.50
,IDEA,EQ,        11.25,        11.13,-1.07,703.36
,IGL,EQ,       183.42,       192.74,5.08,700.77
,PARKHOSPS,EQ,       162.00,       147.95,-8.67,652.35
,AXISBANK,EQ,      1219.60,      1224.70,0.42,632.65

,Top Five Nifty 50 Gainers:
,SYMBOL,SERIES,CLOSE PRICE,PREV.CLOSE,%CHANGE
,SHRIRAMFIN,EQ,       864.20,       848.40,1.86
,SBIN,EQ,       975.85,       961.15,1.53
,HINDALCO,EQ,       848.80,       837.15,1.39
,EICHERMOT,EQ,      7134.50,      7061.50,1.03
,TATACONSUM,EQ,      1179.80,      1169.90,0.85

,Top Five Nifty 50 Losers:
,SYMBOL,SERIES,CLOSE PRICE,PREV.CLOSE,%CHANGE
,MAXHEALTH,EQ,      1031.10,      1073.00,-3.90
,APOLLOHOSP,EQ,      6921.50,      7051.50,-1.84
,TRENT,EQ,      4045.20,      4108.70,-1.55
,HDFCLIFE,EQ,       753.50,       764.35,-1.42
,SBILIFE,EQ,      2010.20,      2036.00,-1.27

,Securities Price Volume Data in Normal market
,SYMBOL,SERIES,CLOSE PRICE,TRADED VALUE,TRADED QUANTITY
,0MOFSL26,N1,      1144.90,                   148837.00,130
,0MOFSL27,N3,      1150.00,                    57500.00,50
,1003IIFL29,NC,       993.13,                  1041296.20,1047
,1003ISFL28,N4,      1004.00,                   881400.00,878
,1015ECL29,NR,      1021.00,                   214290.10,210
,1015UCL26,N1,       950.01,                     1900.02,2
,1015UCL27,NF,       994.00,                   119865.00,120
,1025IIFL30,Y3,      1050.00,                   105000.00,100
,1025SCL34B,N1,      1000.00,                   300000.00,300
,1025SCL34Z,N1,      1010.00,                    24240.00,24
,1025UCL26A,N1,       999.90,                    29954.40,30
,1040NFL26,NA,       994.00,                     5924.05,6
,1040UCL27B,N1,      1001.00,                   157517.00,158
,1050ISFL28,N5,      1002.00,                    68574.60,68
,1050NFL26,N7,      1001.00,                     5005.00,5
,105UCL2026,NB,       999.00,                    59991.00,60
,1060ECL29,NS,      1084.00,                   108400.00,100
,1065NFL27,NC,      1004.02,                   234451.43,233
,1075SCL33A,N2,       930.01,                    33480.36,36
,1075SCL34T,N1,       959.98,                    20789.80,20
,1075WCA28,N0,      9700.00,                   153277.47,16
,10CAGL27,N5,      1023.00,                   102284.00,100
,10IFSL26,N7,      1080.90,                    21618.00,20
,10IIFL28,N4,      1020.00,                   111432.30,109
,10IIFL28A,NE,      1058.88,                   533597.05,506
,10NIDO26,N6,      1030.00,                   118883.70,115
,1119NFL27,ND,      1080.00,                    27000.00,25
,118VCCL27B,N0,    100355.62,                   401422.48,4
,119VCCL26,N0,     99950.00,                    99950.00,1
,12AFIL27A,N0,      9000.00,                   199607.95,22
,12AFIL28,N0,      9780.00,                     9780.00,1
,12VCCL29B,N0,    102000.00,                   201999.00,2
,182D140526,TB,        97.35,                    38940.00,400
,20MICRONS,EQ,       191.21,                  8424199.18,43806
,21STCENMGM,EQ,        47.60,                  1186567.72,24951
,360ONE,EQ,      1126.10,               1194676814.90,1050366
,364D100426,TB,        98.20,                  1275450.00,13000
,3IINFOLTD,EQ,        15.93,                  3359831.15,209894
,3MINDIA,EQ,     35130.00,                 86947220.00,2460
,3PLAND,EQ,        38.69,                   967231.44,24467
,563GS2026,GS,       100.69,                      100.69,1
,574GS2026,GS,       100.50,                   186930.00,1860
,577GS2030,GS,        99.85,                   109635.30,1098
,5PAISA,EQ,       307.10,                  9484924.85,30700
,622GS2035,GS,        93.01,                      189.25,2
,633GS2035,GS,        99.23,                    45544.50,459
,63MOONS,EQ,       740.45,                 79186340.60,105641
,648GS2035,GS,       100.15,                   218425.00,2184
,664GS2035,GS,       100.00,                   200000.00,2000
,667GS2050,GS,        93.01,                  1389708.46,14911
,668GS2040,GS,        99.85,                   200834.36,2000
,676GS2061,GS,        94.00,                  2501621.49,26682
,679GS2034,GS,       101.00,                    10100.00,100
,68GS2060,GS,        92.87,                   235434.61,2507
,690GS2065,GS,        95.01,                  1429051.00,15045
,695GS2061,GS,        93.52,                   800543.69,8556
,698GR2054,GS,        93.25,                    37637.50,400
,699GS2026,GS,       101.55,                  1018546.50,10030
,699GS2051,GS,        95.68,                   645735.38,6675
,702GS2027,GS,       103.20,                   516967.57,5027
,704GS2029,GS,       102.52,                  8505784.00,83000
,706GS2028,GS,       103.42,                    10506.69,101
,706GS2046,GS,       102.95,                    51577.95,501
,709GS2054,GS,       100.40,                    10040.00,100
,709GS2074,GS,        96.30,                  7661275.57,79774
,710GS2029,GS,       104.45,                      104.45,1
,718GS2037,GS,       105.50,                   716517.23,6778
,719GS2060,GS,        96.76,                      193.51,2
,71GS2034,GS,       103.55,                    24846.00,240
,71MH33,SG,        95.00,                    36520.00,400
,724GS2055,GS,       101.41,                    20282.00,200
,725GS2063,GS,        98.60,                  3198525.70,32445
,726GS2032,GS,       106.00,                   501516.00,4736
,729NHAI26,NC,      1024.49,                    36891.74,36
,732GS2030,GS,       104.85,                   104850.00,1000
,733GS2026,GS,       102.30,                   613300.00,6000
,734GS2064,GS,       100.58,                  7123187.67,70747
,736GS2052,GS,       101.50,                    60494.25,596
,738GS2027,GS,       106.08,                  4681921.22,44142
,739NHAI26,N8,      1052.50,                   168523.73,160
,739NHAI31A,ND,      1105.00,                  2199600.00,2000
,73GS2053,GS,       103.73,                   449428.02,4340
,740IIFCL33,N1,      1180.00,                  1180000.00,1000
,744TS49,SG,        99.00,                     9900.00,100
,745BR50,SG,        99.00,                     9900.00,100
,746GS2073,GS,       100.49,                    42532.30,420
,74GS2062,GS,       101.80,                    15498.91,153
,753IRFC30,NJ,      1100.00,                     1100.00,1
,754GS2036,GS,       106.00,                 58441967.37,550996
,758GJ32,SG,       102.00,                    10200.00,100
,760PFCL35,N3,      1175.00,                   102885.70,88
,764HUDCO31,N8,      1160.00,                     1160.00,1
,764IRFC31,NO,      1104.90,                   237553.50,215
,764NABAR31,N2,      1152.75,                  2800019.19,2437
,767MP33,SG,       101.00,                    10100.00,100
,769HUDCO31,N9,      1096.00,                  1461954.40,1336
,769NHAI31,NE,      1111.00,                   526406.20,473
,76NHAI31,NA,      1143.00,                   342900.00,300
,772GS2049,GS,       102.00,                     5416.00,53
,79NHIT35,N1,       311.05,                   270306.10,869
,79NHIT40,N2,       313.20,                   146998.35,471
,810IRFC27,N2,      1042.80,                  1162610.95,1115
,81TCHF28,N8,      1033.00,                    18594.00,18
,824GS2027,GS,       105.40,                    21080.00,200
,828GS2027,GS,       104.80,                   639750.80,6102
,828GS2032,GS,       108.01,                      108.01,1
,82HUDCO27,N2,      1092.10,                  1092237.50,1000
,82IGT31,NJ,      1063.00,                    15993.00,15
,830NHAI27,N2,      1046.00,                   556432.20,532
,830PFCL27,N5,      1042.22,                   133404.16,128
,83GS2042,GS,       113.24,                    47674.04,421
,842IIFL26,NL,       990.96,                   920344.20,930
,843IHFL29,NC,       970.00,                     4850.00,5
,846REC28,N6,      1097.00,                   976495.50,889
,84TCHF28,NA,      1080.00,                     1080.00,1
,850CIFCL26,NE,      1006.99,                    46321.54,46
,851HUDCO28,NB,      1085.51,                    53189.99,49
,855IREDA29,N2,      1144.10,                     1144.10,1
,865IHFL27,N1,       985.00,                     9850.00,10
,865IIFL28,NS,       984.01,                    68930.20,70
,865IRFC29,NA,      1149.00,                   952521.00,829
,865LTF26,NN,      1007.10,                    20142.00,20
,865SCL26,N8,       999.99,                     4999.95,5
,867PFCL33,N7,      1211.23,                   196220.00,162
,871REC28,N9,      1084.36,                  1875772.27,1731
,872MMFSL26,N1,      1015.00,                   211370.00,210
,873NTPC28,N5,      1076.50,                    59983.50,55
,875CIFC23B,NJ,      1065.36,                    10653.60,10
,875NHAI29,N6,      1190.00,                    40603.40,34
,875PCHFL26,N8,      1025.31,                    10253.10,10
,876HUDCO28,ND,      1091.14,                     1091.14,1
,880IREDA34,N6,      1299.89,                   454962.55,350
,885MOFSL26,N0,      1051.00,                    10510.00,10
,885TCAPS29,NC,      1151.50,                     2303.00,2
,888IRFC29,NE,      1171.54,                   342819.90,292
,889SCFL27,YC,       986.00,                    31552.00,32
,889SCL26,NS,      1001.46,                    56178.30,56
,890SFIL23A,NZ,       660.00,                     6600.00,10
,891NTPC33,N6,      1228.88,                   688869.45,561
,892PFCL33,N8,      1234.61,                  1111975.25,900
,893NHB29,N6,      5825.00,                   145625.00,25
,895AEL27,N9,      1026.00,                    84132.00,82
,897MOFSL29,N4,      1020.00,                   998972.24,960
,898LTF29,N7,      1080.90,                    16226.00,15
,901HUDCO34,NE,      1334.00,                   785359.00,589
,901NHB34,N6,      6633.00,                   258771.00,39
,903SFL28,YI,      1051.00,                   158503.00,151
,910TCAP28,NA,      1055.00,                   435434.50,414
,915AEL28,NC,      1053.99,                   168937.98,161
,91D050326,TB,        98.70,                    19740.00,200
,91D060226,TB,        99.30,                    39640.00,400
,91D120226,TB,        98.85,                     9885.00,100
,91D120326,TB,        98.72,                   275836.00,2800
,91D150126,TB,        99.35,                    19872.00,200
,91D290126,TB,        99.35,                    39642.00,400
,91MOFSL27,N2,      1063.99,                    54263.49,51
,925SCL26F,N1,       990.00,                    34567.20,36
,92GS2030,GS,       114.00,                  6198732.80,54350
,930APMD31,N0,    102500.00,                  1025501.00,10
,930APMD33,N0,    105000.00,                   943995.00,9
,930APMD34,N0,    105400.00,                  1151309.00,11
,930APMD35,N0,    105999.00,                   633987.00,6
,931SFL26,Z5,      1036.00,                   130536.00,126
,935MOFSL29,N5,      1060.00,                    10600.00,10
,935TSI29,N0,    101600.00,                   203250.00,2
,935TSI30,N0,    102073.89,                  1020738.90,10
,935TSI32,N0,    102843.59,                   102843.59,1
,935TSIIC33,N0,    104100.00,                  1145000.00,11
,943ECL28,NJ,       996.99,                     1993.98,2
,948SCL26D,AI,       333.00,                    21645.00,65
,948SCL27A,ZJ,       979.90,                    31356.80,32
,948SCL27D,N1,       984.00,                    34440.00,35
,948SCL28,N1,      1030.00,                     5150.00,5
,955SCL35,NO,      1000.00,                   100000.00,100
,956AEL29,N6,      1030.05,                   310226.81,301
,957IIFLS27,NA,       985.00,                    99485.00,101
,957NIDO26,N5,       990.00,                    51222.60,52
,965AEL27,N4,      1040.50,                  1037683.10,996
,965SCL26,YO,      1062.58,                     6375.48,6
,96IIFL28,N5,       995.49,                  1233521.14,1239
,96IIFL28A,NF,       994.11,                   549416.85,552
,96SFIL24A,NB,       985.75,                   114320.40,116
,970CAGL28,ND,      1028.00,                     2056.00,2
,971SCL29T,N1,       901.20,                   180380.00,200
,97SFL28,YS,      1080.03,                   184694.67,171
,97SFL29,YZ,      1061.00,                    21220.00,20
,985ECL28,NK,      1027.50,                   260996.00,256
,990SCL26A,NL,       337.00,                     5392.00,16
,990SCL27B,N1,       990.00,                    14850.00,15
,995SCL2035,NM,       972.00,                    32036.00,33
,99AEL29,N7,      1062.00,                    63720.00,60
,9IIFL26,NV,      1041.80,                    26045.00,25
,9IIFL28,Y0,      1015.00,                   101500.00,100
,9MMFSML,N2,      1045.05,                   115955.50,111
,9PCHFL31A,NA,      1035.09,                  2023818.98,1953
,9SCL26BA,NA,      1016.00,                   203200.00,200
,A2ZINFRA,EQ,        14.37,                  1637270.69,112486
,AAATECH,BE,        99.06,                  1244590.06,12309
,AADHARHFC,EQ,       477.40,                148004890.65,309438
,AAKAAR,SM,        74.80,                   358960.00,4800
,AAKASH,EQ,         8.88,                   869470.14,96586
,AARADHYA,ST,       136.00,                   163200.00,1200
,AAREYDRUGS,EQ,        68.05,                 68243695.53,1033114
,AARON,EQ,       180.00,                   767779.16,4247
,AARTECH,EQ,        49.00,                   778005.65,15940
,AARTIDRUGS,EQ,       385.05,                 37519026.95,97362
,AARTIIND,EQ,       367.55,                154698883.65,421635
,AARTIPHARM,EQ,       730.25,                108963806.95,147934
,AARTISURF,EQ,       399.90,                  1184868.65,2955
,AARVI,EQ,       124.67,                  2394035.62,19307
,AATMAJ,SM,        24.55,                  1842800.00,78000
,AAVAS,EQ,      1472.30,                821003184.00,559432
,ABAN,BE,        26.12,                  1966574.80,75290
,ABBOTINDIA,EQ,     27630.00,                 78997805.00,2848
,ABCAPITAL,EQ,       346.80,               1189666762.10,3413456
,ABCOTS,EQ,       414.75,                  1295887.10,3131
,ABDL,EQ,       611.05,                 83668448.80,135845
,ABFRL,EQ,        76.38,               1426996312.49,18439213
,ABGSEC,EQ,       110.89,                   414046.60,3719
,ABHAPOWER,SM,        34.95,                   112720.00,3200
,ABINFRA,EQ,        18.95,                  1835674.90,97384
,ABLBL,EQ,       127.23,                168567264.34,1325146
,ABMINTLLTD,EQ,        42.06,                    72944.18,1744
,ABREL,EQ,      1746.30,                657493788.50,376292
,ABSLAMC,EQ,       772.85,                539358017.95,707086
,ABSLBANETF,EQ,        60.21,                  4200364.20,69861
,ABSLLIQUID,EQ,      1000.01,                   101000.25,101
,ABSLNN50ET,EQ,        71.42,                   663298.52,9282
,ABSLPSE,EQ,         9.77,                   838540.62,85778
,ABSMARINE,SM,       198.10,                  7598900.00,38000
