INSTRUMENT,SYMBOL    ,EXP_DATE  ,OPEN_PRICE ,HI_PRICE   ,LO_PRICE   ,CLOSE_PRICE,OPEN_INT*      ,TRD_VAL           ,TRD_QTY          ,NO_OF_CONT       ,NO_OF_TRADE      
FUTSTK    ,ADANIENSOL,24/02/2026,00001023.05,00001023.05,00001010.70,00001010.70,000000000072900,        4116285.00,             4050,              006,              005
FUTSTK    ,ADANIENT  ,30/12/2025,00002280.00,00002282.80,00002240.70,00002256.20,000000020011767,     3458326856.70,          1531404,             4956,             4074
FUTSTK    ,ADANIENT  ,27/01/2026,00002281.30,00002291.20,00002252.30,00002263.90,000000002154039,     1131433287.60,           499344,             1616,             1563
FUTSTK    ,ADANIENT  ,24/02/2026,00002299.00,00002299.00,00002256.00,00002271.80,000000000393975,      353497514.10,           155736,              504,              482
FUTSTK    ,ADANIGREEN,30/12/2025,00001048.70,00001048.70,00001024.60,00001030.80,000000024187800,     1983851460.00,          1920000,             3200,             2566
FUTSTK    ,ADANIGREEN,27/01/2026,00001051.20,00001053.10,00001030.90,00001037.40,000000001022400,      289332360.00,           278400,              464,              404
FUTSTK    ,ADANIGREEN,24/02/2026,00001050.00,00001050.00,00001040.00,00001042.20,000000000205800,       13788900.00,            13200,              022,              021
FUTSTK    ,ADANIPORTS,30/12/2025,00001515.00,00001515.70,00001500.50,00001503.90,000000021816275,     2358235065.00,          1566075,             3297,             2509
FUTSTK    ,ADANIPORTS,27/01/2026,00001529.80,00001529.80,00001509.00,00001512.10,000000001806425,      679166732.50,           448875,              945,              378
FUTSTK    ,ADANIPORTS,24/02/2026,00001527.90,00001527.90,00001519.50,00001521.00,000000000259825,       27497370.00,            18050,              038,              038
FUTSTK    ,ALKEM     ,30/12/2025,00005606.00,00005685.00,00005601.00,00005671.50,000000001620375,      586372687.50,           103750,              830,              811
FUTSTK    ,ALKEM     ,27/01/2026,00005631.00,00005708.00,00005631.00,00005695.00,000000000017125,       34750437.50,             6125,              049,              049
FUTSTK    ,AMBER     ,30/12/2025,00006828.00,00006839.50,00006743.50,00006793.50,000000001010300,     1085905800.00,           159900,             1599,             1434
FUTSTK    ,AMBER     ,27/01/2026,00006723.00,00006765.00,00006667.50,00006705.50,000000000143400,      270860600.00,            40400,              404,              323
FUTSTK    ,AMBER     ,24/02/2026,00006690.00,00006702.50,00006653.00,00006678.50,000000000007900,       10011500.00,             1500,              015,              015
FUTSTK    ,AMBUJACEM ,30/12/2025,00000553.00,00000555.60,00000545.00,00000549.50,000000047196450,     1593268530.00,          2903250,             2765,             2498
FUTSTK    ,AMBUJACEM ,27/01/2026,00000558.40,00000558.40,00000548.55,00000553.30,000000001447950,      191583840.00,           347550,              331,              261
FUTSTK    ,AMBUJACEM ,24/02/2026,00000560.60,00000562.05,00000552.25,00000556.45,000000000192150,       10499737.50,            18900,              018,              018
FUTSTK    ,ANGELONE  ,30/12/2025,00002535.10,00002556.90,00002500.60,00002507.60,000000003606500,     1888201950.00,           750250,             3001,             2664
FUTSTK    ,ANGELONE  ,27/01/2026,00002517.50,00002518.40,00002463.00,00002470.30,000000000466500,      341998975.00,           137750,              551,              453
FUTSTK    ,ANGELONE  ,24/02/2026,00002506.10,00002506.10,00002478.80,00002480.00,000000000038000,        3106450.00,             1250,              005,              005
FUTSTK    ,APLAPOLLO ,30/12/2025,00001735.10,00001745.90,00001729.40,00001737.10,000000007496300,      789446665.00,           454300,             1298,             1110
FUTSTK    ,APLAPOLLO ,27/01/2026,00001745.00,00001755.90,00001740.00,00001747.00,000000000215600,      178739435.00,           102200,              292,              232
FUTSTK    ,APLAPOLLO ,24/02/2026,00001755.00,00001755.00,00001752.20,00001752.20,000000000041300,        1227520.00,              700,              002,              002
FUTSTK    ,APOLLOHOSP,30/12/2025,00007098.00,00007161.00,00007055.00,00007067.50,000000003174000,     2490910000.00,           350625,             2805,             2398
FUTSTK    ,APOLLOHOSP,27/01/2026,00007147.50,00007205.00,00007095.50,00007109.50,000000000172875,      419955375.00,            58875,              471,              358
FUTSTK    ,APOLLOHOSP,24/02/2026,00007199.00,00007234.00,00007139.00,00007143.00,000000000014000,       23378937.50,             3250,              026,              026
FUTSTK    ,ASHOKLEY  ,30/12/2025,00000165.88,00000167.22,00000165.23,00000166.25,000000142470000,     4144013650.00,         24915000,             4983,             4325
FUTSTK    ,ASHOKLEY  ,27/01/2026,00000164.36,00000166.07,00000164.36,00000165.25,000000015350000,     1138128450.00,          6885000,             1377,             1036
FUTSTK    ,ASHOKLEY  ,24/02/2026,00000164.50,00000165.23,00000163.94,00000164.37,000000000760000,       55953850.00,           340000,              068,              064
FUTSTK    ,ASIANPAINT,30/12/2025,00002791.20,00002808.90,00002777.20,00002792.40,000000011595250,     3430471325.00,          1228000,             4912,             4123
FUTSTK    ,ASIANPAINT,27/01/2026,00002801.80,00002824.20,00002795.30,00002808.90,000000000402000,      339318300.00,           120750,              483,              389
FUTSTK    ,ASIANPAINT,24/02/2026,00002817.70,00002840.70,00002817.70,00002824.40,000000000067750,       28993275.00,            10250,              041,              040
FUTSTK    ,ASTRAL    ,30/12/2025,00001426.60,00001476.10,00001420.90,00001466.60,000000007007825,     4086844455.00,          2809250,             6610,             5305
FUTSTK    ,ASTRAL    ,27/01/2026,00001427.90,00001479.00,00001427.90,00001470.40,000000000630275,     1122797980.00,           770525,             1813,             1247
FUTSTK    ,ASTRAL    ,24/02/2026,00001438.60,00001479.10,00001430.80,00001472.30,000000000045050,       34827220.00,            23800,              056,              050
FUTSTK    ,AUBANK    ,30/12/2025,00000981.00,00000987.60,00000977.25,00000982.95,000000018086000,     2564659150.00,          2612000,             2612,             2150
FUTSTK    ,AUBANK    ,27/01/2026,00000990.60,00000992.20,00000983.00,00000988.50,000000002001000,      713657050.00,           723000,              723,              679
FUTSTK    ,AUBANK    ,24/02/2026,00000989.30,00000995.00,00000986.45,00000992.90,000000000207000,       66317250.00,            67000,              067,              053
FUTSTK    ,AUROPHARMA,30/12/2025,00001178.80,00001187.70,00001176.00,00001180.20,000000021788250,     1686866665.00,          1427250,             2595,             2215
FUTSTK    ,AUROPHARMA,27/01/2026,00001188.50,00001194.30,00001183.30,00001186.90,000000000569250,      115112305.00,            96800,              176,              160
FUTSTK    ,AUROPHARMA,24/02/2026,00001193.60,00001197.60,00001193.20,00001193.30,000000000021450,        3940970.00,             3300,              006,              006
FUTSTK    ,AXISBANK  ,30/12/2025,00001275.00,00001278.90,00001221.60,00001224.40,000000070276250,    26392451562.50,         21283750,            34054,            29156
FUTSTK    ,AXISBANK  ,27/01/2026,00001273.90,00001282.50,00001228.80,00001231.50,000000007905625,     5519001687.50,          4433750,             7094,             6786
FUTSTK    ,AXISBANK  ,24/02/2026,00001286.20,00001286.20,00001235.20,00001239.10,000000000312500,      235451937.50,           188125,              301,              290
FUTSTK    ,BAJAJ-AUTO,30/12/2025,00008955.50,00009053.00,00008909.00,00009026.00,000000003333900,     3352914375.00,           372600,             4968,             4468
FUTSTK    ,BAJAJ-AUTO,27/01/2026,00008961.00,00009091.00,00008959.00,00009061.50,000000000153975,      222323212.50,            24600,              328,              305
FUTSTK    ,BAJAJ-AUTO,24/02/2026,00009011.00,00009126.50,00009011.00,00009101.00,000000000012750,       19085362.50,             2100,              028,              026
FUTSTK    ,BAJAJFINSV,30/12/2025,00002069.30,00002069.30,00002035.00,00002039.80,000000016543500,     2750081700.00,          1342250,             5369,             4044
FUTSTK    ,BAJAJFINSV,27/01/2026,00002080.00,00002080.00,00002048.00,00002053.40,000000002245750,      675151325.00,           327750,             1311,              495
FUTSTK    ,BAJAJFINSV,24/02/2026,00002089.10,00002089.10,00002061.20,00002063.30,000000000066500,       39442300.00,            19000,              076,              070
FUTSTK    ,BAJFINANCE,30/12/2025,00001014.00,00001014.00,00000999.40,00001001.10,000000081897000,     6005745750.00,          5974500,             7966,             6733
FUTSTK    ,BAJFINANCE,27/01/2026,00001017.50,00001019.20,00001005.50,00001007.00,000000008124000,     2201125650.00,          2175750,             2901,             2297
FUTSTK    ,BAJFINANCE,24/02/2026,00001024.50,00001024.50,00001011.10,00001012.30,000000000599250,       66336375.00,            65250,              087,              083
FUTSTK    ,BANDHANBNK,30/12/2025,00000151.70,00000152.00,00000149.00,00000149.84,000000106639200,       87247872.00,           579600,              161,              149
FUTSTK    ,BANDHANBNK,27/01/2026,00000152.27,00000152.60,00000150.05,00000150.05,000000006379200,        6010236.00,            39600,              011,              011
FUTSTK    ,BANDHANBNK,24/02/2026,00000153.65,00000153.65,00000153.65,00000153.65,000000000712800,         553140.00,             3600,              001,              001
FUTSTK    ,BANKBARODA,30/12/2025,00000285.30,00000285.30,00000281.35,00000283.40,000000082253925,     2962591076.25,         10471500,             3580,             2969
FUTSTK    ,BANKBARODA,27/01/2026,00000287.05,00000287.05,00000283.15,00000285.25,000000006683625,      670068945.00,          2354625,              805,              751
FUTSTK    ,BANKBARODA,24/02/2026,00000287.80,00000287.80,00000285.00,00000287.15,000000000617175,       23435977.50,            81900,              028,              028
FUTSTK    ,BANKINDIA ,30/12/2025,00000141.89,00000141.90,00000139.14,00000140.01,000000049483200,      829330684.00,          5907200,             1136,             1008
FUTSTK    ,BANKINDIA ,27/01/2026,00000143.10,00000143.10,00000140.33,00000140.91,000000002698800,      143195312.00,          1014000,              195,              186
FUTSTK    ,BANKINDIA ,24/02/2026,00000142.40,00000142.70,00000141.76,00000141.90,000000000291200,        7388420.00,            52000,              010,              010
FUTSTK    ,BDL       ,30/12/2025,00001406.50,00001406.50,00001350.60,00001356.00,000000004270825,     2172041105.00,          1588925,             4889,             4117
FUTSTK    ,BDL       ,27/01/2026,00001412.80,00001412.80,00001359.00,00001363.30,000000000495600,      310974615.00,           225750,              645,              612
FUTSTK    ,BDL       ,24/02/2026,00001400.00,00001400.00,00001366.00,00001367.00,000000000077700,       35802235.00,            25900,              074,              073
FUTSTK    ,BEL       ,30/12/2025,00000391.70,00000391.70,00000385.50,00000388.70,000000106728225,     4326413572.50,         11162025,             7833,             6891
FUTSTK    ,BEL       ,27/01/2026,00000392.00,00000393.80,00000388.00,00000391.05,000000015240375,     1153654848.75,          2958300,             2076,             1771
FUTSTK    ,BEL       ,24/02/2026,00000396.25,00000396.25,00000389.65,00000392.45,000000001687200,      141211087.50,           360525,              253,              236
FUTSTK    ,BHARATFORG,30/12/2025,00001414.00,00001427.00,00001399.00,00001419.40,000000007229500,     1764214050.00,          1247000,             2494,             2060
FUTSTK    ,BHARATFORG,27/01/2026,00001420.10,00001432.40,00001406.40,00001425.40,000000000475500,      224642400.00,           158000,              316,              242
FUTSTK    ,BHARATFORG,24/02/2026,00001418.50,00001433.40,00001408.80,00001426.40,000000000065500,       74970950.00,            53000,              106,              083
FUTSTK    ,BHARTIARTL,30/12/2025,00002087.00,00002108.80,00002084.30,00002105.00,000000043263475,    10678454052.50,          5080600,            10696,             9367
FUTSTK    ,BHARTIARTL,27/01/2026,00002099.00,00002121.90,00002099.00,00002117.90,000000004222750,      902041720.00,           426550,              898,              834
FUTSTK    ,BHARTIARTL,24/02/2026,00002125.00,00002132.00,00002116.30,00002130.30,000000000293075,       53503620.00,            25175,              053,              049
FUTSTK    ,BHEL      ,30/12/2025,00000283.25,00000283.25,00000276.25,00000280.15,000000060666375,     2921525643.75,         10463250,             3986,             3446
FUTSTK    ,BHEL      ,27/01/2026,00000284.00,00000284.00,00000278.05,00000281.95,000000003357375,      458184956.25,          1632750,              622,              546
FUTSTK    ,BHEL      ,24/02/2026,00000285.25,00000285.25,00000279.75,00000283.60,000000000511875,      207209362.50,           732375,              279,              209
FUTSTK    ,BIOCON    ,30/12/2025,00000391.00,00000391.45,00000385.50,00000386.40,000000046360000,     1317226250.00,          3397500,             1359,             1180
FUTSTK    ,BIOCON    ,27/01/2026,00000392.80,00000393.40,00000387.70,00000388.60,000000002070000,      119926500.00,           307500,              123,              123
FUTSTK    ,BIOCON    ,24/02/2026,00000390.85,00000391.00,00000390.20,00000390.75,000000000252500,        4882750.00,            12500,              005,              005
FUTSTK    ,BLUESTARCO,30/12/2025,00001800.00,00001828.00,00001795.10,00001822.00,000000002187250,      547044452.50,           301275,              927,              881
FUTSTK    ,BLUESTARCO,27/01/2026,00001804.90,00001834.70,00001799.60,00001827.20,000000000186225,      168159907.50,            92300,              284,              206
FUTSTK    ,BOSCHLTD  ,30/12/2025,00036425.00,00036425.00,00036040.00,00036295.00,000000000202675,      642100875.00,            17725,              709,              659
FUTSTK    ,BOSCHLTD  ,27/01/2026,00036640.00,00036640.00,00036265.00,00036505.00,000000000007375,      109314875.00,             3000,              120,              118
FUTSTK    ,BOSCHLTD  ,24/02/2026,00036600.00,00036600.00,00036485.00,00036595.00,000000000000425,        5482250.00,              150,              006,              006
FUTSTK    ,BPCL      ,30/12/2025,00000370.00,00000370.00,00000363.05,00000368.60,000000028270150,     2008901368.75,          5478650,             2774,             2531
FUTSTK    ,BPCL      ,27/01/2026,00000368.10,00000370.25,00000364.20,00000369.00,000000001145500,      324879303.75,           884800,              448,              416
FUTSTK    ,BPCL      ,24/02/2026,00000368.00,00000369.50,00000364.35,00000368.60,000000000221200,       23230443.75,            63200,              032,              032
FUTSTK    ,BRITANNIA ,30/12/2025,00006065.50,00006154.00,00006048.00,00006077.00,000000002741250,     2719526375.00,           445500,             3564,             3242
FUTSTK    ,BRITANNIA ,27/01/2026,00006086.00,00006188.50,00006086.00,00006111.50,000000000043625,      164140687.50,            26750,              214,              202
FUTSTK    ,BRITANNIA ,24/02/2026,00006169.00,00006215.00,00006137.00,00006144.00,000000000003250,        6950562.50,             1125,              009,              009
FUTSTK    ,BSE       ,30/12/2025,00002650.30,00002650.30,00002581.80,00002617.90,000000010718625,     9595773450.00,          3678000,             9808,             8886
FUTSTK    ,BSE       ,27/01/2026,00002662.00,00002662.00,00002597.40,00002633.60,000000001134750,     1731585825.00,           660000,             1760,             1695
FUTSTK    ,BSE       ,24/02/2026,00002645.00,00002660.90,00002617.50,00002647.50,000000000196875,      118736850.00,            45000,              120,              116
FUTSTK    ,CAMS      ,30/12/2025,00000757.20,00000758.00,00000748.10,00000754.40,000000008145750,      733258350.00,           973500,             1298,             1112
FUTSTK    ,CAMS      ,27/01/2026,00000758.60,00000763.00,00000753.30,00000760.20,000000001163250,      195153600.00,           257250,              343,              277
FUTSTK    ,CAMS      ,24/02/2026,00000756.00,00000758.00,00000756.00,00000758.00,000000000106500,        1135500.00,             1500,              002,              002
FUTSTK    ,CANBK     ,30/12/2025,00000148.16,00000148.55,00000146.56,00000147.43,000000125536500,     3375593662.50,         22923000,             3396,             3058
FUTSTK    ,CANBK     ,27/01/2026,00000148.85,00000149.06,00000147.17,00000147.99,000000018265500,      922721962.50,          6243750,              925,              896
FUTSTK    ,CANBK     ,24/02/2026,00000148.80,00000148.90,00000148.00,00000148.90,000000002713500,       23031810.00,           155250,              023,              023
FUTSTK    ,CDSL      ,30/12/2025,00001515.00,00001517.10,00001497.20,00001503.10,000000008639775,     1403292405.00,           931950,             1962,             1714
FUTSTK    ,CDSL      ,27/01/2026,00001523.70,00001523.70,00001506.30,00001510.40,000000000991800,      320692307.50,           211850,              446,              399
FUTSTK    ,CDSL      ,24/02/2026,00001526.40,00001530.00,00001514.60,00001519.20,000000000130150,       48447055.00,            31825,              067,              064
FUTSTK    ,CGPOWER   ,30/12/2025,00000662.40,00000677.05,00000662.40,00000674.20,000000014170350,     1236459640.00,          1841950,             2167,             1881
FUTSTK    ,CGPOWER   ,27/01/2026,00000674.00,00000680.75,00000667.40,00000677.95,000000000959650,      335343147.50,           496400,              584,              466
FUTSTK    ,CGPOWER   ,24/02/2026,00000674.00,00000682.00,00000673.35,00000680.65,000000000083300,        8658822.50,            12750,              015,              015
FUTSTK    ,CHOLAFIN  ,30/12/2025,00001739.80,00001743.70,00001710.00,00001718.00,000000013496875,     1898867312.50,          1100000,             1760,             1494
FUTSTK    ,CHOLAFIN  ,27/01/2026,00001747.60,00001747.60,00001716.20,00001723.00,000000000618750,      321190750.00,           185625,              297,              276
FUTSTK    ,CHOLAFIN  ,24/02/2026,00001729.80,00001729.80,00001718.00,00001718.50,000000000032500,       10766250.00,             6250,              010,              010
FUTSTK    ,CIPLA     ,30/12/2025,00001510.80,00001511.00,00001500.10,00001502.30,000000012684750,     1290248325.00,           857250,             2286,             2028
FUTSTK    ,CIPLA     ,27/01/2026,00001515.10,00001519.90,00001510.00,00001511.40,000000000962250,      431095125.00,           284625,              759,              589
FUTSTK    ,CIPLA     ,24/02/2026,00001523.00,00001523.70,00001520.00,00001521.00,000000000060375,        9133612.50,             6000,              016,              016
FUTSTK    ,COALINDIA ,30/12/2025,00000385.90,00000385.90,00000379.50,00000382.25,000000049725900,     1653962692.50,          4326750,             3205,             2937
FUTSTK    ,COALINDIA ,27/01/2026,00000387.35,00000387.35,00000381.90,00000384.40,000000006191100,      291989677.50,           760050,              563,              460
FUTSTK    ,COALINDIA ,24/02/2026,00000385.20,00000385.20,00000380.35,00000382.75,000000000527850,       47058435.00,           122850,              091,              081
FUTSTK    ,COFORGE   ,30/12/2025,00001884.00,00001884.00,00001847.50,00001869.00,000000011767500,     3330900600.00,          1788750,             4770,             4182
FUTSTK    ,COFORGE   ,27/01/2026,00001876.10,00001878.00,00001852.70,00001873.80,000000000543750,      278621737.50,           149250,              398,              395
FUTSTK    ,COFORGE   ,24/02/2026,00001870.00,00001876.30,00001860.10,00001875.60,000000000060375,       39241162.50,            21000,              056,              048
FUTSTK    ,COLPAL    ,30/12/2025,00002174.00,00002203.10,00002159.20,00002164.80,000000006038550,     1575723285.00,           723150,             3214,             2689
FUTSTK    ,COLPAL    ,27/01/2026,00002178.00,00002212.30,00002170.00,00002175.90,000000000426150,      289378192.50,           132300,              588,              515
FUTSTK    ,COLPAL    ,24/02/2026,00002193.00,00002222.70,00002183.40,00002188.40,000000000038700,       32191762.50,            14625,              065,              058
FUTSTK    ,CONCOR    ,30/12/2025,00000503.95,00000504.10,00000498.20,00000500.05,000000037348750,     1291453375.00,          2577500,             2062,             1734
FUTSTK    ,CONCOR    ,27/01/2026,00000507.85,00000507.85,00000501.30,00000503.05,000000002730000,      218815312.50,           433750,              347,              269
FUTSTK    ,CONCOR    ,24/02/2026,00000508.00,00000508.00,00000502.50,00000503.65,000000000402500,       45453187.50,            90000,              072,              065
FUTSTK    ,CROMPTON  ,30/12/2025,00000252.85,00000255.15,00000252.10,00000253.35,000000053233200,      589110570.00,          2322000,             1290,             1080
FUTSTK    ,CROMPTON  ,27/01/2026,00000254.85,00000256.70,00000253.65,00000255.00,000000003385800,       64760310.00,           253800,              141,              133
FUTSTK    ,CROMPTON  ,24/02/2026,00000255.35,00000258.20,00000255.35,00000256.20,000000000768600,       29593890.00,           115200,              064,              055
FUTSTK    ,CUMMINSIND,30/12/2025,00004580.00,00004580.00,00004491.80,00004507.20,000000002844400,     1410905600.00,           312800,             1564,             1401
FUTSTK    ,CUMMINSIND,27/01/2026,00004590.00,00004590.00,00004519.00,00004535.20,000000000062200,      139711740.00,            30800,              154,              154
FUTSTK    ,CUMMINSIND,24/02/2026,00004545.50,00004550.50,00004535.60,00004535.80,000000000008800,        9992900.00,             2200,              011,              011
FUTSTK    ,CYIENT    ,30/12/2025,00001160.00,00001160.00,00001143.30,00001150.60,000000003207475,      488795602.50,           425000,             1000,              927
FUTSTK    ,DABUR     ,30/12/2025,00000499.70,00000506.40,00000496.10,00000499.15,000000017880000,     1469151750.00,          2925000,             2340,             2012
FUTSTK    ,DABUR     ,27/01/2026,00000499.80,00000508.60,00000499.80,00000502.05,000000000995000,      276052250.00,           546250,              437,              420
FUTSTK    ,DABUR     ,24/02/2026,00000506.40,00000511.15,00000504.00,00000505.75,000000000107500,       19064562.50,            37500,              030,              029
FUTSTK    ,DALBHARAT ,30/12/2025,00002094.30,00002102.20,00002063.00,00002070.30,000000002234050,     1147458195.00,           553150,             1702,             1429
FUTSTK    ,DALBHARAT ,27/01/2026,00002106.00,00002111.90,00002076.00,00002082.60,000000000123500,      200144457.50,            95875,              295,              215
FUTSTK    ,DALBHARAT ,24/02/2026,00002097.90,00002097.90,00002090.00,00002090.00,000000000008775,        2041942.50,              975,              003,              003
FUTSTK    ,DELHIVERY ,30/12/2025,00000410.00,00000410.50,00000400.90,00000402.95,000000015195225,     1044243023.75,          2583375,             1245,             1081
FUTSTK    ,DELHIVERY ,27/01/2026,00000411.25,00000411.70,00000403.20,00000405.55,000000000892250,      188987368.75,           464800,              224,              217
FUTSTK    ,DELHIVERY ,24/02/2026,00000410.00,00000410.00,00000406.00,00000406.60,000000000097525,        6761387.50,            16600,              008,              008
FUTSTK    ,DIVISLAB  ,30/12/2025,00006392.50,00006392.50,00006301.50,00006343.00,000000002956400,     1427357950.00,           225400,             2254,             1902
FUTSTK    ,DIVISLAB  ,27/01/2026,00006394.00,00006394.00,00006340.00,00006375.50,000000000078900,       87873650.00,            13800,              138,              129
FUTSTK    ,DIVISLAB  ,24/02/2026,00006418.00,00006418.00,00006380.00,00006380.00,000000000005400,        7042350.00,             1100,              011,              011
FUTSTK    ,DIXON     ,30/12/2025,00013748.00,00013845.00,00013564.00,00013633.00,000000001913900,     5898564250.00,           431250,             8625,             7372
FUTSTK    ,DIXON     ,27/01/2026,00013751.00,00013925.00,00013650.00,00013698.00,000000000206750,      864144800.00,            62850,             1257,             1032
FUTSTK    ,DIXON     ,24/02/2026,00013865.00,00013985.00,00013740.00,00013778.00,000000000043300,      109341150.00,             7900,              158,              156
FUTSTK    ,DLF       ,30/12/2025,00000697.65,00000697.65,00000690.30,00000692.60,000000047897850,     1982304761.25,          2859450,             3466,             2603
FUTSTK    ,DLF       ,27/01/2026,00000702.00,00000702.00,00000694.55,00000697.30,000000002086425,      210641310.00,           301950,              366,              317
FUTSTK    ,DLF       ,24/02/2026,00000703.05,00000703.70,00000699.00,00000700.30,000000000454575,       22552983.75,            32175,              039,              039
FUTSTK    ,DMART     ,30/12/2025,00003888.90,00003922.90,00003830.50,00003860.50,000000005367300,     3120601740.00,           803400,             5356,             4716
FUTSTK    ,DMART     ,27/01/2026,00003899.00,00003936.90,00003845.00,00003873.70,000000000317550,      577159995.00,           148050,              987,              883
FUTSTK    ,DMART     ,24/02/2026,00003895.00,00003946.00,00003860.00,00003891.00,000000000037500,       61079100.00,            15600,              104,              097
FUTSTK    ,DRREDDY   ,30/12/2025,00001285.30,00001285.30,00001275.10,00001277.90,000000012623125,     1242436125.00,           971250,             1554,             1452
FUTSTK    ,DRREDDY   ,27/01/2026,00001287.30,00001288.80,00001282.00,00001285.20,000000000917500,      176828812.50,           137500,              220,              171
FUTSTK    ,DRREDDY   ,24/02/2026,00001288.30,00001291.00,00001287.50,00001291.00,000000000040625,        2416750.00,             1875,              003,              003
FUTSTK    ,EICHERMOT ,30/12/2025,00007121.00,00007134.50,00007066.00,00007077.00,000000002971500,     3935845375.00,           554925,             3171,             2897
FUTSTK    ,EICHERMOT ,27/01/2026,00007163.50,00007176.50,00007115.00,00007129.00,000000000162600,      227695250.00,            31900,              319,              302
FUTSTK    ,EICHERMOT ,24/02/2026,00007181.00,00007183.00,00007165.50,00007172.00,000000000017200,        9326550.00,             1300,              013,              013
FUTSTK    ,ETERNAL   ,30/12/2025,00000298.00,00000298.00,00000283.20,00000284.95,000000295811200,    15904241371.25,         55277875,            22795,            19736
FUTSTK    ,ETERNAL   ,27/01/2026,00000298.35,00000298.35,00000285.00,00000286.65,000000014746425,     2368797593.75,          8181950,             3374,             2952
FUTSTK    ,ETERNAL   ,24/02/2026,00000297.35,00000297.35,00000287.00,00000288.30,000000001673250,      189293196.25,           649900,              268,              241
FUTSTK    ,EXIDEIND  ,30/12/2025,00000369.85,00000372.55,00000365.10,00000366.45,000000029187000,      982701180.00,          2669400,             1483,             1271
FUTSTK    ,EXIDEIND  ,27/01/2026,00000374.15,00000374.45,00000367.25,00000368.55,000000001769400,      201850920.00,           545400,              303,              246
FUTSTK    ,EXIDEIND  ,24/02/2026,00000377.15,00000377.15,00000369.70,00000370.05,000000000223200,       18789030.00,            50400,              028,              028
FUTSTK    ,FEDERALBNK,30/12/2025,00000266.90,00000266.90,00000262.35,00000263.10,000000059140000,     3317239750.00,         12565000,             2513,             2268
FUTSTK    ,FEDERALBNK,27/01/2026,00000266.30,00000267.15,00000263.60,00000264.50,000000006885000,      795849000.00,          3000000,              600,              545
FUTSTK    ,FEDERALBNK,24/02/2026,00000267.70,00000268.05,00000265.00,00000265.15,000000000580000,       41289250.00,           155000,              031,              031
FUTSTK    ,FORTIS    ,30/12/2025,00000876.55,00000884.95,00000870.00,00000876.25,000000013867850,     1772382220.00,          2018875,             2605,             2239
FUTSTK    ,FORTIS    ,27/01/2026,00000876.20,00000887.50,00000875.00,00000880.60,000000000770350,      153661846.25,           174375,              225,              206
FUTSTK    ,FORTIS    ,24/02/2026,00000884.25,00000888.10,00000877.85,00000884.50,000000000033325,        5471538.75,             6200,              008,              008
FUTSTK    ,GAIL      ,30/12/2025,00000170.51,00000170.64,00000168.25,00000168.97,000000090071100,     1525860850.50,          9027900,             2866,             2376
FUTSTK    ,GAIL      ,27/01/2026,00000170.91,00000171.13,00000169.25,00000169.98,000000008952300,      484071714.00,          2847600,              904,              835
