as_of,symbol,bias,instrument,action,side,expiry,strike,entry_price,sl_premium,sl_invalidation,t1_underlying,t1_premium,t2_underlying,t2_premium,confidence,spot,ltp,iv,dte,theta_per_day,delta,extrinsic,sell_by
2025-12-18,NTPC,BEARISH,OPTION,BUY,PE,30-DEC-2025,320.0,3.49,2.0,2.0,,,,,0.62,318.5,3.6,0.13887479338496925,12,-0.0996177175628275,-0.5329182373913262,2.1,2025-12-27
2025-12-18,POWERGRID,BEARISH,OPTION,BUY,PE,30-DEC-2025,260.0,3.59,2.06,2.06,,,,,0.62,257.95,3.7,0.1558699728742242,12,-0.09007145192502743,-0.5731995461238957,1.65,2025-12-26
2025-12-18,SBIN,BEARISH,OPTION,BUY,PE,30-DEC-2025,980.0,10.82,6.2,6.2,,,,,0.62,977.6,11.15,0.15662388204634192,12,-0.366256180645822,-0.4964510619151081,8.75,2025-12-28
2025-12-18,SUNPHARMA,BEARISH,OPTION,BUY,PE,30-DEC-2025,1740.0,15.52,8.9,8.9,,,,,0.62,1745.85,16.0,0.16319309520982206,12,-0.6975359624846595,-0.41839503751927587,16.0,2025-12-28
2025-12-18,ULTRACEMCO,BEARISH,OPTION,BUY,PE,30-DEC-2025,11500.0,126.34,72.43,72.43,,,,,0.59,11461.0,130.25,0.14933153930623086,12,-4.008965302036935,-0.5107414604426912,91.25,2025-12-28
2025-12-18,LT,BEARISH,OPTION,BUY,PE,30-DEC-2025,4000.0,23.04,13.21,13.21,,,,,0.58,4031.45,23.75,0.1409659153310582,12,-1.3069197227063283,-0.34118663306640795,23.75,2025-12-26
2025-12-18,TATASTEEL,BEARISH,OPTION,BUY,PE,30-DEC-2025,170.0,3.19,1.83,1.83,,,,,0.58,168.1,3.29,0.20159155791401862,12,-0.07992066454589482,-0.5894964362664312,1.39,2025-12-25
2025-12-18,HDFCBANK,BULLISH,OPTION,BUY,CE,30-DEC-2025,980.0,10.96,6.28,6.28,,,,,0.53,979.7,11.3,0.14540837485939265,12,-0.5261006032630917,0.5354025260319047,11.3,2025-12-27
2025-12-18,ICICIBANK,BULLISH,OPTION,BUY,CE,30-DEC-2025,1360.0,12.08,6.92,6.92,,,,,0.53,1356.8,12.45,0.12722721704430878,12,-0.6489294182548667,0.5036616987050855,12.45,2025-12-26
2025-12-18,BANKNIFTY,BULLISH,OPTION,BUY,CE,30-DEC-2025,58900.0,498.05,285.52,285.52,,,,,0.51,58912.85,513.45,0.10228075245261424,12,-24.173615198202526,0.5576953347734028,500.6,2025-12-27
2025-12-18,RELIANCE,BULLISH,OPTION,BUY,CE,30-DEC-2025,1540.0,19.45,11.15,11.15,,,,,0.48,1544.4,20.05,0.14146510356031355,12,-0.8129353311189499,0.5846387862553454,15.65,2025-12-26
2025-12-18,SBILIFE,BEARISH,OPTION,BUY,PE,30-DEC-2025,2020.0,20.42,11.71,11.71,,,,,0.48,2014.4,21.05,0.14112515899315475,12,-0.6587266390541127,-0.5022975017152347,15.45,2025-12-28
2025-12-18,INFY,BULLISH,OPTION,BUY,CE,30-DEC-2025,1620.0,22.75,13.04,13.04,,,,,0.45,1626.75,23.45,0.1511021995637566,12,-0.9003819923287967,0.5984982807579169,16.7,2025-12-26
2025-12-18,ONGC,BEARISH,OPTION,BUY,PE,30-DEC-2025,230.0,1.73,0.99,0.99,,,,,0.45,232.0,1.78,0.17189011438190938,12,-0.09614355150640996,-0.3567277526181636,1.78,2025-12-26
2025-12-18,ASIANPAINT,BEARISH,OPTION,BUY,PE,30-DEC-2025,2800.0,52.43,30.06,30.06,,,,,0.43,2759.7,54.05,0.17181335631050165,12,-0.979073904166583,-0.6465087423642039,13.75,2025-12-24
2025-12-18,HCLTECH,BULLISH,OPTION,BUY,CE,30-DEC-2025,1660.0,24.98,14.32,14.32,,,,,0.43,1661.4,25.75,0.19209363597258927,12,-1.1243755009261542,0.5428802019822481,24.35,2025-12-27
2025-12-18,AXISBANK,BULLISH,OPTION,BUY,CE,30-DEC-2025,1230.0,15.18,8.7,8.7,,,,,0.41,1229.8,15.65,0.16090244139283896,12,-0.7172883300493048,0.535020270318691,15.65,2025-12-27
2025-12-18,APOLLOHOSP,BEARISH,OPTION,BUY,PE,30-DEC-2025,7000.0,112.08,64.25,64.25,,,,,0.39,6918.5,115.55,0.15622606159532443,12,-2.2459143788268934,-0.6247664523583045,34.05,2025-12-24
2025-12-18,HINDUNILVR,BEARISH,OPTION,BUY,PE,30-DEC-2025,2300.0,43.12,24.72,24.72,,,,,0.36,2265.15,44.45,0.16460895660221575,12,-0.7327850617165685,-0.6625822926722875,9.6,2025-12-23
2025-12-18,NESTLEIND,BULLISH,OPTION,BUY,CE,30-DEC-2025,1230.0,16.93,9.7,9.7,,,,,0.36,1233.5,17.45,0.1579909431118518,12,-0.7095552410811256,0.5768532225133614,13.95,2025-12-26
2025-12-18,BAJFINANCE,BULLISH,OPTION,BUY,CE,30-DEC-2025,1000.0,14.5,8.31,8.31,,,,,0.35,1000.25,14.95,0.18873613623082636,12,-0.6666595926332666,0.5365176578037362,14.7,2025-12-27
2025-12-18,COALINDIA,BULLISH,OPTION,BUY,CE,30-DEC-2025,387.5,2.86,1.64,1.64,,,,,0.35,385.3,2.95,0.12774824435114862,12,-0.17942720065923345,0.44635844314882217,2.95,2025-12-25
2025-12-18,DIVISLAB,BULLISH,OPTION,BUY,CE,30-DEC-2025,6400.0,80.56,46.18,46.18,,,,,0.35,6380.0,83.05,0.1855601895372383,12,-4.160130748203444,0.4968874286460774,83.05,2025-12-26
2025-12-18,ITC,BULLISH,OPTION,BUY,CE,30-DEC-2025,400.0,3.88,2.22,2.22,,,,,0.35,400.35,4.0,0.11506075539588928,12,-0.17959704919806407,0.564608447614566,3.65,2025-12-27
2025-12-18,TECHM,BULLISH,OPTION,BUY,CE,30-DEC-2025,1600.0,24.59,14.1,14.1,,,,,0.35,1605.6,25.35,0.17595367289893327,12,-1.008242929350588,0.5783208977738935,19.75,2025-12-26
2025-12-18,TITAN,BULLISH,OPTION,BUY,CE,30-DEC-2025,3920.0,41.13,23.58,23.58,,,,,0.35,3919.3,42.4,0.13453570859488104,12,-1.9788302667448303,0.5395173676368168,42.4,2025-12-27
2025-12-18,WIPRO,BULLISH,OPTION,BUY,CE,30-DEC-2025,265.0,2.97,1.7,1.7,,,,,0.35,263.85,3.06,0.17395895022451874,12,-0.16189481271859602,0.48040053702237046,3.06,2025-12-26
